Database Name	1400L19201
Database Link	http://10.25.11.3/ODA/OdaService.asmx
Evaluation Signature	2928ff34-54a8-455d-ab66-f07f402d310a
Plate Name	EP209
Measurement	Measurement 4
Evaluation	Evaluation2
Population	Population - Nuclei

[Data]
Row	Column	Plane	Timepoint	Field	Object No	X	Y	Bounding Box	Position X [µm]	Position Y [µm]	Compound	Time post-release	AB1-1	AB1-2	AB2-1	AB2-2	Nuclei - Intensity Nucleus dsRed Mean	Nuclei - Intensity Nucleus dsRed StdDev	Nuclei - Intensity Nucleus EGFP Mean	Nuclei - Intensity Nucleus EGFP StdDev	Nuclei - Intensity Cytoplasm Region dsRed Mean	Nuclei - Intensity Cytoplasm Region dsRed StdDev	Nuclei - Intensity Cytoplasm Region EGFP Mean	Nuclei - Intensity Cytoplasm Region EGFP StdDev	
3	9	1	0	4	14	1361	575	[1295,532,1404,618]	39.11	1363.19	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	122.036	5.59557	1365.94	201.037	120.314	4.96083	773.906	410.295	
3	9	1	0	4	15	1746	654	[1688,600,1806,709]	94.76	1352.27	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	120.872	6.54432	1628.47	320.622	117.594	6.52121	772.66	418.618	
3	9	1	0	4	16	1976	698	[1931,637,2005,736]	126.45	1347.1	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	114.613	5.75561	1180.62	346.68	111.558	4.23098	460.356	275.897	
3	9	1	0	4	17	1923	677	[1879,638,1954,743]	119.08	1347.02	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	116.102	6.69105	754.112	250.715	116.401	18.3867	730.25	1025.49	
3	9	1	0	4	18	1469	740	[1436,699,1522,782]	56.42	1339.71	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	121.858	16.4535	182.642	79.8611	122.481	20.7434	304.534	242.142	
3	9	1	0	4	19	1725	765	[1675,701,1771,822]	91.22	1336.61	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	118.311	5.03813	1882.08	280.753	116.682	5.27605	884.108	508.642	
3	9	1	0	4	20	2051	788	[2004,736,2096,833]	137.89	1333.03	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	110.294	5.04649	355.994	191.637	114.776	29.693	191.381	118.515	
3	9	1	0	4	21	992	804	[931,752,1060,857]	-12.46	1330.87	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	122.54	9.27046	1480.33	252.823	121.155	33.031	699.226	386.705	
3	9	1	0	4	22	1628	831	[1552,780,1680,884]	77.12	1326.69	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	120.335	8.47939	1304.98	218.61	128.114	93.3973	828.882	449.48	
3	9	1	0	4	23	535	849	[447,810,576,904]	-80.24	1323.59	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	128.763	96.1422	238.298	163.854	133.268	135.863	342.955	994.94	
3	9	1	0	4	24	1046	868	[1001,829,1092,912]	-4.82	1321.08	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	126.207	23.2779	591.742	212.857	134.327	49.0989	592.019	645.202	
3	9	1	0	4	25	252	1007	[206,850,357,1057]	-114.21	1308.97	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	108.035	4.61586	335.385	191.786	114.488	46.8055	809.55	1544.91	
3	9	1	0	4	26	656	964	[608,917,702,1008]	-59.97	1308.06	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	116.961	5.47658	880.474	167.524	130.897	58.4996	549.044	288.16	
3	9	1	0	4	27	1928	1020	[1861,962,2017,1085]	121.55	1299.16	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	119.337	6.49729	1284.83	162.059	123.684	40.9199	783.593	407.165	
3	9	1	0	4	28	44	1104	[1,1058,86,1148]	-147.26	1288.28	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	103.608	4.7134	222.53	121.05	103.242	4.83866	127.07	27.6706	
3	9	1	0	4	29	2002	1144	[1949,1097,2052,1193]	130.8	1282.43	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	115.189	5.1743	1417.07	331.242	118.986	27.5419	787.742	464.906	
3	9	1	0	4	30	231	1176	[182,1128,279,1243]	-120.25	1276.83	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	110.995	5.07264	1512.33	221.862	139.784	248.151	1011.68	552.573	
3	9	1	0	4	31	1490	1203	[1394,1151,1549,1263]	56.37	1272.91	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	122.801	7.58367	957.903	160.005	123.592	21.778199999999998	668.429	269.55	
3	9	1	0	4	32	1061	1192	[1018,1110,1104,1247]	-3.07	1275.76	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	123.223	5.92001	1300.52	179.336	134.606	97.4727	520.562	195.903	
3	9	1	0	4	33	297	1261	[214,1230,333,1317]	-114.14	1264.36	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	109.52	7.79462	414.866	222.965	108.555	12.7829	280.31	264.68	
3	9	1	0	4	34	722	1318	[672,1264,773,1398]	-50.78	1256.86	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	121.332	7.75909	1201.84	162.321	117.662	5.38705	698.085	353.13	
3	9	1	0	4	35	88	1312	[48,1273,203,1388]	-135.8	1255.86	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	104.17	4.37013	293.954	123.747	109.639	28.9655	573.546	566.182	
3	9	1	0	4	36	2077	1415	[2011,1349,2128,1478]	140.61	1243.81	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	115.985	7.3653	1723.21	326.574	112.193	5.52872	718	888.13	
3	9	1	0	4	37	931	1422	[878,1375,977,1470]	-21.53	1243.06	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	130.011	51.435	1304.06	220.521	119.826	8.38639	789.042	383.486	
3	9	1	0	4	38	183	1419	[139,1381,224,1465]	-127.25	1242.82	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	108.764	5.39348	1595.54	358.696	137.971	104.089	881.744	509.276	
3	9	1	0	4	39	1591	1511	[1549,1468,1666,1649]	74.71	1223.94	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	121.517	5.69126	1367.98	241.661	123.908	27.0838	790.283	873.702	
3	9	1	0	4	40	1846	1543	[1801,1499,1889,1643]	108.74	1223.6	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	118.608	5.68908	1788.23	266.363	116.393	5.17448	949.378	575.345	
3	9	1	0	4	41	517	1551	[464,1498,568,1608]	-79.48	1224.41	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	115.036	5.44926	1203.8	192.067	119.758	33.6091	762.116	427.872	
3	9	1	0	4	42	2079	1654	[2024,1598,2125,1698]	141.73	1210.89	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	115.022	5.67216	883.255	158.476	114.141	5.89504	512.375	305.448	
3	9	1	0	4	43	1451	1672	[1393,1616,1508,1729]	52.95	1207.14	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	126.189	8.01219	1651.3	239.401	122.849	6.94217	1017.34	1225.63	
3	9	1	0	4	44	112	1684	[57,1632,188,1754]	-136.28	1204.43	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	109.638	5.73178	1321.74	169.79	108.087	5.51443	866.611	500.862	
3	9	1	0	4	45	1804	1766	[1744,1697,1882,1825]	103.3	1195.78	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	120.37	6.95831	1730.3	428.922	127.05	89.7737	1094.19	1844.92	
3	9	1	0	4	46	51	1779	[1,1716,106,1821]	-147.03	1192.6	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	111.288	46.3501	341.053	217.761	105.455	8.14012	361.435	358.892	
3	9	1	0	4	47	1969	1781	[1924,1736,2086,1858]	129.74	1190.36	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	113.958	4.8487	1606.43	273.931	118.536	31.8637	956.927	1397.36	
3	9	1	0	4	48	1019	1852	[963,1786,1073,1913]	-9.01	1182.11	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	121.273	10.1458	409.991	153.389	125.04	21.7277	415.774	595.827	
3	9	1	0	4	49	1615	1817	[1563,1761,1666,1876]	75.91	1186.26	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	122.776	17.2	1552.83	290.23	123.48	39.1029	1045.25	623.758	
3	9	1	0	4	50	721	1860	[668,1802,773,1935]	-50.85	1180.32	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	119.252	5.36557	1503.55	235.693	118.295	7.52432	838.07	469.156	
3	9	1	0	4	51	1144	1841	[1118,1806,1214,1868]	11.78	1184.28	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	127.742	54.9457	311.178	213.273	127.437	35.3896	162.765	113.029	
3	9	1	0	4	52	1242	1857	[1200,1822,1270,1914]	22.39	1180.1	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	118.964	5.38219	237.541	261.031	119.385	6.58005	416.874	1087.79	
3	9	1	0	4	53	1186	1884	[1137,1852,1229,1924]	14.83	1177.45	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	120.531	17.3558	413.737	733.007	122.071	15.2953	197.917	147.293	
3	9	1	0	4	54	179	1941	[135,1908,213,1972]	-128.5	1169.94	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	106.22	4.92153	285.434	300.2	106.15	4.73043	130.454	33.3206	
3	9	1	0	4	55	2112	1931	[2004,1893,2155,2001]	141.91	1168.76	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	120.323	37.0498	714.043	514.618	113.225	6.77637	690.402	448.025	
3	9	1	0	4	56	932	2003	[884,1970,987,2040]	-20.17	1160.33	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	118.347	4.86664	1311.01	254.406	119.775	12.6373	555.924	375.847	
3	9	1	0	4	57	817	2005	[769,1962,850,2067]	-37.84	1159.12	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	117.525	10.406	823.855	2259.25	196.58	248.694	334.561	385.238	
3	9	1	0	4	58	730	2025	[666,1951,778,2158]	-50.57	1152	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	125.575	7.98781	1653.77	434.962	115.876	6.04226	745.596	493.109	
3	9	1	0	4	59	1952	2066	[1896,2010,2028,2123]	124.79	1151.47	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	119.565	9.24842	951.169	191.854	115.07	6.43885	542.423	281.469	
3	9	1	0	4	60	1130	2043	[1070,1982,1198,2110]	7.86	1154.86	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	121.051	7.96635	1324.96	246.077	126.101	38.5976	2572.53	8478.29	
3	9	1	0	4	61	837	2103	[788,2036,881,2158]	-33.83	1146.6	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	116.411	10.9819	389.66	693.015	131.3	82.007	180.629	99.0325	
3	9	1	0	4	62	1409	2111	[1368,2051,1451,2151]	46.34	1146.8	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	116.538	6.11163	312.558	95.9279	152.29	146.418	183.525	96.2027	
3	9	1	0	4	63	1334	2087	[1292,2035,1373,2140]	36.37	1148.14	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	120.401	5.39221	1165.2	251.376	119.072	7.86802	677.146	1076.08	
3	9	1	0	4	64	1296	2137	[1236,2116,1334,2158]	29.09	1140.95	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	117.121	4.97702	1454.6	320.693	116.949	5.30478	953.666	502.239	
3	9	1	0	10	1	1527	63	[1479,16,1576,116]	-582.51	1112.65	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	117.59	5.39726	970.707	218.317	113.96	4.81178	378.894	169.593	
3	9	1	0	10	2	192	125	[142,74,243,186]	-771.68	1103.54	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	108.2	4.82448	1191.27	233.289	107.282	5.44952	335.681	123.324	
3	9	1	0	10	3	1871	179	[1826,134,1916,239]	-533.37	1095.77	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	113.14	5.69591	1264.94	331.272	112.165	5.04067	779.062	389.512	
3	9	1	0	10	4	865	190	[809,140,942,241]	-675.46	1095.04	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	117.991	5.49012	1037.16	208.595	116.629	5.18186	613.262	318.787	
3	9	1	0	10	5	1423	226	[1368,161,1478,280]	-597.1	1090.32	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	127.565	57.4825	1026.05	229.005	118.295	6.40513	605.009	282.048	
3	9	1	0	10	6	234	233	[174,180,297,286]	-765.61	1088.81	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	124.355	107.043	1223.67	280.235	109.534	9.20062	647.502	344.989	
3	9	1	0	10	7	1188	241	[1144,197,1232,290]	-630.41	1087.34	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	126.624	24.7586	1621.64	458.725	118.379	17.5293	708.005	711.783	
3	9	1	0	10	8	93	302	[43,245,140,349]	-786.26	1079.08	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	110.085	5.30755	1021.12	235.781	127.405	92.4424	668.679	400.689	
3	9	1	0	10	9	480	314	[442,277,524,352]	-730.34	1077.33	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	117.602	6.16527	1343.5	275.231	112.745	4.69205	465.107	211.347	
3	9	1	0	10	10	1856	356	[1765,291,1922,407]	-536.1	1071.27	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	117.013	5.58454	1635.21	297.841	115.559	12.2914	635.067	372.404	
3	9	1	0	10	11	1440	409	[1391,360,1490,461]	-594.63	1063.63	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	119.349	7.1719	1286.1	221.463	117.755	4.49757	724.537	703.811	
3	9	1	0	10	12	1692	568	[1541,463,1771,685]	-564.65	1040.49	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	129.684	69.4075	1048.02	277.544	129.414	98.5701	1096.57	1629.8	
3	9	1	0	10	13	441	643	[355,595,489,749]	-738.66	1027.25	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	117.123	9.58209	1359.47	248.72	119.482	44.5358	615.665	678.956	
3	9	1	0	10	14	1343	670	[1292,620,1394,729]	-608.38	1026.32	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	121.596	5.14852	1527.71	330.293	120.661	6.44896	937.509	530.066	
3	9	1	0	10	15	1749	739	[1643,694,1808,784]	-551.65	1017.16	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	120.129	9.21303	1873.08	372.434	116.919	5.89544	717.266	412.351	
3	9	1	0	10	16	2137	763	[2109,717,2158,826]	-495.4	1012.08	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	124.141	89.6704	1119.18	305.517	116.468	30.8083	812.247	983.296	
3	9	1	0	10	17	942	760	[893,701,991,813]	-665.58	1014.39	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	120.68	6.30028	1209.67	180.224	121.12	5.9281	899.629	454.179	
3	9	1	0	10	18	1165	803	[1110,752,1217,858]	-634.07	1007.88	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	124.239	9.35862	1389.01	235.677	120.035	5.01164	632.459	357.68	
3	9	1	0	10	19	658	836	[610,791,704,884]	-705.63	1002.8	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	125.914	21.5658	1406.69	454.907	120.723	54.061	661.583	926.266	
3	9	1	0	10	20	2056	933	[1990,873,2125,992]	-507.42	989.71	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	115.186	6.51127	1176.93	165.892	113.083	6.01206	794.087	380.781	
3	9	1	0	10	21	928	942	[828,889,994,994]	-668.82	987.95	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	133.389	13.8594	1069.4	299.739	168.914	189.907	8961.01	20167	
3	9	1	0	10	22	1267	1000	[1140,932,1334,1070]	-621.58	981.55	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	119.999	7.67096	336.135	230.953	127.224	19.2407	239.447	107.394	
3	9	1	0	10	23	1204	1040	[1147,994,1243,1079]	-629.62	974.8	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	117.821	4.43073	397.291	125.84	118.351	4.79071	473.994	1223.11	
3	9	1	0	10	24	2132	1062	[2103,1008,2158,1123]	-496.02	971.26	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	114.084	5.5434	1290.68	332.171	112.062	5.89322	764.601	386.175	
3	9	1	0	10	25	1038	1114	[975,1057,1097,1192]	-651.38	963.19	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	124.256	12.0678	1280.42	228.597	123.29	14.7643	673.191	412.672	
3	9	1	0	10	26	1408	1181	[1361,1134,1459,1230]	-599.01	954.25	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	120.982	6.15354	1281.71	319.828	122.176	8.12947	877.247	505.771	
3	9	1	0	10	27	495	1208	[452,1162,548,1255]	-728.22	950.39	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	119.554	13.0008	1397.84	241.338	146.741	161.308	748.029	651.648	
3	9	1	0	10	28	324	1212	[277,1174,386,1256]	-752.16	949.32	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	111.032	7.42744	276.498	115.345	109.525	10.9414	161.565	76.2742	
3	9	1	0	10	29	590	1238	[539,1189,641,1293]	-714.93	945.74	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	116.663	5.25673	955.719	148.895	116.645	7.18675	684.109	353.02	
3	9	1	0	10	30	390	1319	[340,1255,439,1385]	-743.68	935.11	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	110.577	4.95776	232.606	77.4081	138.351	169.071	251.773	282.587	
3	9	1	0	10	31	1890	1324	[1836,1267,1974,1375]	-529.54	934.52	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	117.699	6.17444	2123.89	367.001	117.51	5.86299	1275.12	729.724	
3	9	1	0	10	32	223	1363	[174,1304,272,1420]	-766.88	928.5	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	109.724	5.32263	1800.04	274.648	116.361	35.9771	750.372	416.13	
3	9	1	0	10	33	1332	1391	[1279,1344,1385,1463]	-609.12	923.07	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	125.504	6.99143	1328.87	221.323	126.666	9.57328	1155.97	501.792	
3	9	1	0	10	34	1268	1430	[1212,1382,1321,1484]	-619.54	917.89	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	138.622	10.083	1579.26	282.7	132.825	37.6767	616.126	360.622	
3	9	1	0	10	35	2018	1457	[1972,1412,2066,1508]	-512.18	914.33	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	129.766	75.8542	358.841	401.986	129.366	107.253	156.425	54.2097	
3	9	1	0	10	36	1425	1512	[1369,1456,1482,1574]	-596.88	907.13	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	125.289	8.22405	1658.82	265.938	123.357	6.90571	1153.08	677.344	
3	9	1	0	10	37	1004	1539	[957,1484,1096,1596]	-654.76	902.78	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	124.171	31.7243	712.408	252.523	154.562	182.094	385.556	1119.34	
3	9	1	0	10	38	1219	1633	[1181,1585,1259,1687]	-626.05	889.78	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	121.974	4.74299	854.483	120.783	123.527	11.3573	437.667	184.047	
3	9	1	0	10	39	1121	1730	[1067,1675,1176,1821]	-639.69	875.96	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	121.759	5.53751	1199.61	307.562	120.401	5.76951	785.539	564.102	
3	9	1	0	10	40	1320	1724	[1267,1677,1379,1772]	-610.87	877.38	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	124.085	6.35976	1386.71	208.398	122.588	6.92228	931.747	541.203	
3	9	1	0	10	41	512	1766	[466,1707,564,1814]	-726.4	871.55	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	117.212	5.91405	1377.47	282.849	119.623	41.2918	546.926	252.556	
3	9	1	0	10	42	321	1785	[246,1735,372,1842]	-755.19	867.95	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	113.48	6.39926	1396.34	252.421	113.053	6.99504	916.365	514.437	
3	9	1	0	10	43	1617	1803	[1578,1747,1673,1842]	-568.75	866.72	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	126.535	17.0707	1303.34	162.532	120.47	7.79288	647.223	365.673	
3	9	1	0	10	44	664	1824	[616,1774,721,1872]	-704.21	863.16	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	118.386	6.44713	2154.85	469.188	116.786	5.69474	1154.71	732.72	
3	9	1	0	10	45	169	1847	[107,1787,228,1906]	-774.94	860.03	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	112.21	8.95949	1321.95	334.077	108.888	7.96036	552.512	293.582	
3	9	1	0	10	46	1326	1854	[1281,1810,1372,1902]	-610.69	858.47	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	121.158	5.04928	1667.07	381.382	120.897	7.31588	945.673	627.431	
3	9	1	0	10	47	1646	1898	[1605,1856,1690,1938]	-565.02	852.8	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	122.329	6.98826	1500.27	186.612	118.032	5.70032	693.99	436.029	
3	9	1	0	10	48	1884	1950	[1828,1894,1942,2015]	-531.47	844.91	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	116.861	5.44457	1619.58	313.717	116.52	8.46422	1077.66	643.085	
3	9	1	0	10	49	1411	2018	[1355,1964,1467,2071]	-598.76	835.75	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	125.664	9.36555	1768.3	273.01	120.756	7.66108	961.152	668.102	
3	9	1	0	10	50	493	2026	[430,1974,549,2079]	-729.58	834.29	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	114.699	5.22575	1490.66	221.887	130.595	123.139	884.459	721.089	
3	9	1	0	10	51	1730	2075	[1672,2017,1790,2136]	-553.3	827.5	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	122.365	7.01039	1593.21	204.352	116.766	6.06343	792.399	476.502	
3	9	1	0	10	52	904	2110	[820,2071,945,2158]	-672.21	821.41	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	125.257	7.05879	2357.43	440.297	117.783	6.52808	846.77	376.783	
3	9	1	0	10	53	124	2120	[69,2082,181,2158]	-780.6	820.38	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	111.131	41.0766	363.637	208.36	105.447	6.53336	513.949	1026.95	
3	9	1	0	6	1	112	115	[62,65,163,174]	508.69	1427.68	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	109.574	5.33278	1310.97	219.821	109.901	17.3657	870.52	462.658	
3	9	1	0	6	2	1619	155	[1564,107,1680,207]	723.07	1422.61	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	119.462	5.6593	1103.96	193.521	270.653	637.446	631.013	638.523	
3	9	1	0	6	3	783	171	[750,141,822,207]	604.41	1420.31	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	116.296	4.92048	604.786	258.284	121.095	20.9953	557.989	520.802	
3	9	1	0	6	4	1533	225	[1480,182,1576,276]	709.69	1411.94	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	128.024	29.2776	1161	193.838	116.251	4.58071	474.586	212.004	
3	9	1	0	6	5	662	336	[613,284,717,393]	587.08	1396.71	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	116.767	5.88528	1413.41	301.212	115.857	6.16052	726.968	401.361	
3	9	1	0	6	6	2130	310	[2102,267,2158,370]	795.36	1399.39	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	114.636	11.8212	624.446	194.8	114.401	12.7122	426.382	262.431	
3	9	1	0	6	7	436	430	[383,360,486,489]	555.05	1383.75	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	112.332	4.44299	1239.83	189.57	113.562	12.0958	594.974	224.798	
3	9	1	0	6	8	352	453	[300,412,397,502]	542.42	1380.23	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	112.34	27.2834	302.54	518.195	118.328	61.5894	259.004	589.191	
3	9	1	0	6	9	724	468	[686,427,802,516]	597.26	1377.67	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	114.728	4.44494	233.692	123.994	113.793	4.38877	217.967	277.217	
3	9	1	0	6	10	333	521	[283,467,385,569]	539.61	1370.87	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	110.193	9.94068	283.059	149.668	108.831	4.37603	195.38	178.753	
3	9	1	0	6	11	2081	529	[2036,485,2134,573]	788.51	1369.87	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	113.389	5.33437	948.712	226.521	111.973	6.26214	416.891	238.434	
3	9	1	0	6	12	430	538	[374,488,481,590]	553.75	1368.16	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	117.062	5.62551	1614.78	334.549	114.205	5.75281	932.322	556.778	
3	9	1	0	6	13	1969	539	[1924,495,2017,588]	772.12	1368.34	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	115.418	5.23134	1181.12	231.371	111.859	4.3895	408.52	200.883	
3	9	1	0	6	14	1112	553	[1059,511,1160,597]	650.47	1366.02	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	125.732	8.95032	1775.6	276.523	121.765	6.07724	1069.54	584.167	
3	9	1	0	6	15	530	575	[474,517,585,634]	567.84	1363.14	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	116.292	7.28269	1553.91	299.396	115.262	6.35878	985.773	543.837	
3	9	1	0	6	16	1953	630	[1892,561,2029,689]	770.52	1355.93	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	123.169	66.5934	304.996	247.681	176.509	348.791	369.965	1258.63	
3	9	1	0	6	17	431	692	[374,629,494,747]	554.04	1346.85	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	113.363	5.14508	997.454	175.154	129.792	97.9172	3265.61	11218.4	
