Database Name	1400L19201
Database Link	http://10.25.11.3/ODA/OdaService.asmx
Evaluation Signature	2928ff34-54a8-455d-ab66-f07f402d310a
Plate Name	EP209
Measurement	Measurement 4
Evaluation	Evaluation2
Population	Population - Nuclei

[Data]
Row	Column	Plane	Timepoint	Field	Object No	X	Y	Bounding Box	Position X [µm]	Position Y [µm]	Compound	Time post-release	AB1-1	AB1-2	AB2-1	AB2-2	Nuclei - Intensity Nucleus dsRed Mean	Nuclei - Intensity Nucleus dsRed StdDev	Nuclei - Intensity Nucleus EGFP Mean	Nuclei - Intensity Nucleus EGFP StdDev	Nuclei - Intensity Cytoplasm Region dsRed Mean	Nuclei - Intensity Cytoplasm Region dsRed StdDev	Nuclei - Intensity Cytoplasm Region EGFP Mean	Nuclei - Intensity Cytoplasm Region EGFP StdDev	
3	9	1	0	6	18	333	743	[273,684,401,803]	540.02	1339.4	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	114.383	5.68906	1256.6	345.049	110.938	5.18543	638.285	408.557	
3	9	1	0	6	19	1138	773	[1095,717,1196,816]	654.94	1335.86	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	124.149	34.925	447.779	1250.12	176.01	124.976	3026.95	7291.31	
3	9	1	0	6	20	930	753	[888,714,971,790]	624.75	1337.8	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	120.354	4.78272	211.817	39.1654	119.529	5.91818	166.652	52.488	
3	9	1	0	6	21	1788	794	[1735,742,1846,857]	746.26	1331.44	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	116.37	5.19095	641.182	234.38	116.036	8.12683	495.23	272.629	
3	9	1	0	6	22	1577	844	[1524,801,1617,903]	715.45	1323.26	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	118.577	13.7627	401.63	757.296	117.611	13.9799	145.466	39.0066	
3	9	1	0	6	23	1768	942	[1711,891,1829,993]	743.69	1311.41	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	118.777	5.26725	1052.44	195.34	137.091	127.146	734.189	375.992	
3	9	1	0	6	24	1966	988	[1912,935,2032,1041]	772.01	1305.23	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	116.219	9.13675	878.674	269.444	113.325	5.35028	454.773	341.162	
3	9	1	0	6	25	349	1036	[295,987,401,1092]	541.82	1297.43	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	110.433	4.86676	772.143	183.235	112.166	6.83585	770.449	357.969	
3	9	1	0	6	26	510	1086	[455,1042,564,1137]	565.17	1290.68	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	111.817	4.7827	323.331	557.502	112.373	6.34303	199.871	225.247	
3	9	1	0	6	27	1485	1087	[1441,1038,1532,1131]	703.01	1290.81	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	123.523	15.8194	227.084	138.752	119.59	6.66099	175.665	232.692	
3	9	1	0	6	28	259	1114	[205,1061,315,1175]	529.54	1286.2	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	109.848	5.57616	1128.19	208.51	111.256	17.4035	720.353	366.236	
3	9	1	0	6	29	706	1124	[650,1069,761,1184]	592.78	1284.83	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	117.176	5.63993	647.665	131.325	120.381	24.6938	563.188	261.172	
3	9	1	0	6	30	352	1136	[308,1080,396,1191]	542.47	1283.47	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	111.596	4.93337	1077.8	174.853	111.938	5.39171	620.112	267.385	
3	9	1	0	6	31	1765	1186	[1706,1107,1830,1260]	742.89	1276.17	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	130.134	9.66315	1574.83	414.979	117.65	7.40289	602.007	473.369	
3	9	1	0	6	32	820	1168	[769,1127,866,1213]	609.26	1278.95	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	123.255	6.3168	688.523	100.057	120.767	5.91135	446.013	137.272	
3	9	1	0	6	33	77	1180	[11,1028,144,1238]	503.85	1282.77	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	111.182	8.39922	1492.77	238.291	109.335	31.7393	804.836	346.538	
3	9	1	0	6	34	1243	1214	[1212,1180,1277,1252]	669.27	1272.27	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	143.251	85.6349	554.586	484.805	133.139	50.9038	144.662	38.5321	
3	9	1	0	6	35	1465	1277	[1410,1222,1519,1368]	700.86	1261.77	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	121.316	4.95665	1415.07	268.73	120.593	5.10229	701.386	452.972	
3	9	1	0	6	36	41	1369	[1,1321,83,1421]	498.18	1250.07	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	108.809	12.9126	714.536	339.801	130.766	182.73	619.909	558.958	
3	9	1	0	6	37	2121	1359	[2084,1318,2158,1414]	794.01	1250.94	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	117.742	6.88093	1828.53	253.661	112.833	5.85711	824.797	446.738	
3	9	1	0	6	38	1591	1329	[1459,1302,1619,1395]	712.2	1253.03	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	120.059	10.5686	292.489	387.344	136.719	65.9886	712.862	723.662	
3	9	1	0	6	39	1572	1423	[1523,1376,1619,1503]	715.61	1241.01	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	121.77	5.93624	1091.58	182.03	121.351	6.13137	686.995	338.213	
3	9	1	0	6	40	212	1422	[168,1389,247,1456]	522.21	1242.8	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	108.777	5.34484	1540.66	249.375	111.907	23.9418	840.803	525.597	
3	9	1	0	6	41	1658	1451	[1587,1397,1707,1539]	726.63	1236.42	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	119.212	5.09634	1698.67	366.707	121.464	10.6522	1001.38	2357.67	
3	9	1	0	6	42	1287	1473	[1241,1429,1336,1523]	675.68	1235.72	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	122.419	7.14587	1406.1	333.338	181.58	275.153	869.934	707.058	
3	9	1	0	6	43	311	1545	[249,1483,376,1619]	537.2	1225.16	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	115.219	9.51369	1920.23	222.936	112.469	7.25113	1269.54	657.356	
3	9	1	0	6	44	1881	1552	[1824,1485,1962,1620]	760.04	1224.14	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	120.609	7.21363	1296.68	198.446	124.902	45.4071	627.541	385.325	
3	9	1	0	6	45	1559	1599	[1505,1544,1630,1658]	714.22	1217.16	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	122.674	5.17899	1964.59	211.687	129.041	85.3603	1168.76	1297.18	
3	9	1	0	6	46	125	1594	[74,1552,167,1642]	510.17	1218.35	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	106.427	8.50234	683.893	2289.54	125.502	98.3079	352.074	659.575	
3	9	1	0	6	47	422	1593	[363,1543,479,1643]	552.81	1218.99	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	113.265	4.97173	1487.11	226.627	119.918	18.7583	866.583	440.404	
3	9	1	0	6	48	911	1625	[840,1569,981,1683]	621.64	1214.51	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	120.917	5.47374	1128.26	162.992	121.646	11.0044	788.099	392.313	
3	9	1	0	6	49	506	1653	[456,1598,560,1709]	564.14	1210.25	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	116.415	6.04415	1582.85	267.334	121.596	18.1051	819.776	457.812	
3	9	1	0	6	50	1068	1697	[1000,1609,1137,1765]	643.38	1204.66	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	117.941	4.93294	282.908	113.498	119.083	7.88625	171.548	179.464	
3	9	1	0	6	51	1966	1751	[1913,1699,2020,1811]	771.27	1196.01	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	119.232	6.11685	1458.51	156.426	117.142	10.3954	854.931	409.538	
3	9	1	0	6	52	2128	1830	[2098,1785,2158,1885]	795.27	1184.42	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	113.261	5.20893	1656.64	271.485	110.455	5.0557	683.725	471.305	
3	9	1	0	6	53	1639	1864	[1584,1810,1695,1920]	725.26	1180.23	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	122.612	6.59798	1344.88	252.751	118.32	6.76161	541.686	314.65	
3	9	1	0	6	54	872	1833	[820,1762,935,1885]	617.63	1185.63	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	119.812	5.897	1388.63	216.057	130.557	99.6593	827.613	418.3	
3	9	1	0	6	55	1072	1939	[1010,1881,1128,1997]	644.2	1169.62	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	119.313	5.52098	1311.09	358.93	122.29	9.55586	1185.55	717.748	
3	9	1	0	6	56	1857	1955	[1806,1904,1961,2043]	758.11	1165.48	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	117.389	6.06374	1194.57	201.628	116.149	7.02344	725.434	749.693	
3	9	1	0	6	57	1144	2119	[1090,2067,1220,2158]	656.17	1144.3	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	126.837	77.4751	260.715	146.572	190.498	324.003	369.007	784.331	
3	9	1	0	6	58	890	2112	[833,2067,956,2158]	619.7	1144.47	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	118.524	5.74583	1700.52	295.724	117.98	6.0874	1058.78	577	
3	9	1	0	2	1	641	28	[614,1,702,55]	-706.01	1441.26	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	116.843	5.82245	696.329	196.295	113.21	6.12901	345.535	218.761	
3	9	1	0	2	2	76	45	[1,1,133,91]	-788.69	1438.96	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	105.486	4.91584	812.129	230.614	108.077	9.42729	350.383	134.033	
3	9	1	0	2	3	548	47	[494,15,593,87]	-721.74	1437.23	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	111.989	5.32101	235.071	231.582	112.178	7.11644	262.179	312.092	
3	9	1	0	2	4	726	68	[676,1,778,124]	-695.76	1435.02	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	116.48	6.52941	497.22	157.358	115.65	11.3702	308.151	208.858	
3	9	1	0	2	5	2116	58	[2079,15,2158,111]	-498.44	1436.15	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	109.048	5.21168	533.796	169.267	203.631	460.392	537.035	371.441	
3	9	1	0	2	6	934	86	[897,46,973,129]	-666.41	1432.37	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	121.623	5.64721	869.48	136.352	120.209	27.2827	503.229	218.931	
3	9	1	0	2	7	2050	136	[2002,85,2097,187]	-508.27	1425.44	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	113.808	6.7968	883.948	190.553	111.65	22.0628	447.585	480.841	
3	9	1	0	2	8	184	159	[123,101,244,213]	-772.98	1422.33	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	108.542	4.769	605.227	153.005	113.539	24.0259	428.607	266.527	
3	9	1	0	2	9	314	241	[265,181,364,309]	-755.21	1410.35	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	109.969	4.4189	548.837	112.769	111.155	6.18848	279.22	93.7519	
3	9	1	0	2	10	1947	240	[1885,173,2022,299]	-522.61	1410.58	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	115.164	7.11646	613.287	134.032	114.569	19.6794	561.82	441	
3	9	1	0	2	11	138	250	[103,207,173,308]	-779.77	1408.24	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	121.503	10.1734	1085.32	1373.53	106.965	4.53922	189.953	62.2286	
3	9	1	0	2	12	890	249	[825,193,980,347]	-670.77	1406.78	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	123.283	6.30435	1630.66	400.717	131.929	54.7284	633.996	872.658	
3	9	1	0	2	13	1770	277	[1719,218,1821,371]	-548.01	1404.72	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	114.92	4.96722	968.851	207.196	116.853	9.76607	705.748	441.444	
3	9	1	0	2	14	546	266	[503,223,590,319]	-721.78	1406.19	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	112.13	4.34094	399.083	110.432	111.407	4.25704	163.99	76.7209	
3	9	1	0	2	15	2107	330	[2055,271,2158,405]	-500.44	1397.01	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	114.628	6.99453	1122.46	204.593	112.14	7.5754	876.483	466.42	
3	9	1	0	2	16	238	323	[201,286,281,362]	-765.04	1398.58	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	116.866	14.4898	323.836	108.043	114.656	8.26698	268.111	84.2138	
3	9	1	0	2	17	92	322	[30,284,133,353]	-788.1	1398.99	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	106.234	6.52712	240.151	121.201	104.711	4.4279	143.641	34.8444	
3	9	1	0	2	18	1378	332	[1328,287,1424,377]	-603.41	1397.54	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	122.721	5.40389	1679.64	198.189	122.062	9.46167	895.35	544.998	
3	9	1	0	2	19	1353	430	[1311,389,1395,479]	-607.07	1383.47	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	120.724	5.63225	1027.46	198.88	123.919	10.9473	819.701	405.874	
3	9	1	0	2	20	1963	444	[1911,395,2024,494]	-520.79	1381.98	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	118.207	24.6345	1333.67	533.097	112.188	5.85982	1384.09	4859.21	
3	9	1	0	2	21	1651	448	[1594,396,1706,501]	-564.6	1381.31	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	117.813	4.94491	1666.76	328.663	116.419	4.99249	728.244	400.996	
3	9	1	0	2	22	155	509	[106,456,207,567]	-777.27	1372.23	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	109.703	6.27042	825.798	199.316	109.709	17.1241	585.164	579.912	
3	9	1	0	2	23	325	529	[270,471,414,585]	-751.96	1370.11	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	111.979	5.1559	1431.28	281.69	123.118	62.0978	1338.75	1407.59	
3	9	1	0	2	24	2012	587	[1960,533,2064,638]	-513.45	1361.46	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	111.962	23.4685	224.973	98.5143	109.233	4.56281	136.961	60.9975	
3	9	1	0	2	25	1209	598	[1169,555,1256,655]	-626.78	1359.2	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	119.639	11.1227	317.991	325.373	119.643	7.02403	330.569	849.668	
3	9	1	0	2	26	106	610	[52,554,204,695]	-781.98	1356.66	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	107.588	6.14535	943.899	178.311	107.359	9.06165	624.528	341.789	
3	9	1	0	2	27	1226	709	[1182,665,1277,768]	-624.72	1343.28	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	120.065	6.49596	316.044	113.536	119.69	9.19242	150.5	37.8378	
3	9	1	0	2	28	1432	805	[1382,692,1482,858]	-595.87	1331.71	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	123.393	5.88632	909.944	240.821	150.734	213.443	677.699	951.991	
3	9	1	0	2	29	1301	859	[1248,804,1355,913]	-614.43	1322.86	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	120.19	4.889	911.162	351.653	122.926	13.0763	977.886	646.251	
3	9	1	0	2	30	90	905	[34,850,147,997]	-786.13	1314.35	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	111.492	6.38314	1085.48	168.424	112.152	62.0358	512.088	404.559	
3	9	1	0	2	31	1754	900	[1701,848,1818,954]	-549.35	1317.06	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	122.415	6.69452	1469.88	301.308	124.438	32.9849	850.675	495.335	
3	9	1	0	2	32	1595	924	[1536,867,1660,986]	-572	1313.48	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	122.158	8.81362	1246.33	231.248	120.165	6.48524	839.686	1019.71	
3	9	1	0	2	33	866	984	[805,896,954,1057]	-675.57	1305.47	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	122.875	7.31983	318.49	152.429	132.159	34.656	298.657	407.596	
3	9	1	0	2	34	1690	1020	[1641,973,1737,1074]	-559.36	1299.53	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	119.811	6.04598	1711.48	290.659	117.867	5.39521	770.66	452.894	
3	9	1	0	2	35	582	1017	[539,975,625,1063]	-716.23	1300.63	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	118.193	9.74416	1346.35	341.683	113.27	4.36888	347.546	142.565	
3	9	1	0	2	36	2015	1049	[1958,997,2067,1105]	-513.49	1296.41	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	115.615	9.12122	1633.49	287.636	113.632	5.31009	831.949	530.006	
3	9	1	0	2	37	2117	1058	[2076,1016,2158,1112]	-497.95	1293.82	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	114.133	5.68919	1452.83	223.082	118.405	40.1819	837.497	466.7	
3	9	1	0	2	38	68	1071	[16,1020,119,1125]	-789.35	1292.59	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	107.02	5.79066	1198.69	189.849	106.041	4.88947	715.053	430.423	
3	9	1	0	2	39	177	1133	[124,1081,230,1190]	-773.91	1284.08	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	110.899	9.13002	1271.55	220.742	107.488	5.02335	841.084	420.395	
3	9	1	0	2	40	574	1146	[523,1092,618,1190]	-718.17	1282.62	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	117.292	7.62248	1964.72	274.331	115.47	8.60562	783.4	429.764	
3	9	1	0	2	41	1018	1195	[970,1132,1078,1254]	-653.98	1275.6	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	129.489	56.628	267.709	320.544	123.982	36.6335	185.208	224.052	
3	9	1	0	2	42	127	1215	[76,1162,185,1269]	-780.34	1271.71	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	111.996	10.3824	771.969	931.627	135.009	178.191	560.142	949.193	
3	9	1	0	2	43	1067	1244	[1029,1206,1116,1288]	-646.98	1268.28	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	121.273	5.77212	458.092	133.399	159.71	173.452	326.293	364.624	
3	9	1	0	2	44	1952	1220	[1892,1173,2023,1268]	-521.16	1271.73	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	116.725	5.74712	1293.49	234.983	116.927	18.1163	1043.86	1390.48	
3	9	1	0	2	45	1311	1291	[1268,1247,1360,1343]	-612.43	1261.11	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	121.768	4.81826	1359.94	226.387	121.826	5.48641	833.603	457.689	
3	9	1	0	2	46	1168	1326	[1113,1285,1207,1389]	-634.37	1255.37	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	138.606	105.269	329.95	234.557	124.234	30.3652	213.405	149.271	
3	9	1	0	2	47	1793	1331	[1732,1287,1861,1374]	-543.88	1255.61	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	115.169	5.79052	326.613	405.283	145.536	119.849	284.534	504.266	
3	9	1	0	2	48	1236	1375	[1178,1325,1301,1426]	-622.49	1249.79	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	123.154	7.75104	974.374	209.948	120.777	5.25523	749.916	431.283	
3	9	1	0	2	49	1407	1366	[1360,1317,1459,1416]	-599.31	1250.75	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	124.765	7.85454	1533.29	298.904	129.104	33.5279	1068.76	583.759	
3	9	1	0	2	50	1015	1444	[961,1386,1083,1502]	-654.13	1239.91	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	123.968	6.53419	1314.91	207.792	121.811	6.36314	881.764	433.986	
3	9	1	0	2	51	407	1473	[338,1409,468,1535]	-741.28	1235.78	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	116.853	6.09928	1759.39	218.227	113.437	5.57553	1040.42	562.347	
3	9	1	0	2	52	1339	1456	[1295,1417,1422,1502]	-606.22	1237.34	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	120.22	5.05373	576.009	159.505	120.451	5.39614	458.423	361.768	
3	9	1	0	2	53	1857	1502	[1780,1410,1906,1576]	-536.97	1232.67	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	114.013	4.35241	293.617	176.36	119.26	21.5724	168.563	68.6192	
3	9	1	0	2	54	875	1482	[810,1430,929,1534]	-675.92	1234.66	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	121.699	6.75495	820.893	172.414	120.303	6.29513	576.914	265.358	
3	9	1	0	2	55	1510	1575	[1466,1462,1571,1620]	-583.29	1225.53	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	122.157	28.6428	220.356	677.106	133.585	120.023	469.696	478.288	
3	9	1	0	2	56	918	1568	[871,1504,964,1616]	-668.68	1222.9	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	120.876	5.27635	1557.49	215.52	120.194	5.33691	925.161	476.543	
3	9	1	0	2	57	1374	1584	[1330,1540,1417,1627]	-604.02	1219.95	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	130.073	8.94605	1136.56	234.608	123.175	15.2521	318.702	200.75	
3	9	1	0	2	58	1612	1600	[1565,1544,1658,1650]	-570.29	1218.52	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	122.931	6.6158	1053.44	224.413	120.926	6.847	670.09	437.233	
3	9	1	0	2	59	1225	1596	[1169,1544,1280,1651]	-625.45	1218.2	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	124.005	17.4458	1605.75	379.423	122.83	16.2827	640.886	284.695	
3	9	1	0	2	60	161	1608	[84,1522,220,1665]	-777.41	1217.9	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	113.591	6.92639	1106.06	232.052	110.956	14.2614	768.399	914.344	
3	9	1	0	2	61	2127	1623	[2096,1577,2158,1695]	-496.48	1213.05	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	116.769	7.11211	1621.58	371.825	115.924	9.50639	982.21	592.267	
3	9	1	0	2	62	1125	1639	[1067,1590,1184,1707]	-639.22	1211.56	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	124.954	6.72808	1347.04	159.646	124.357	8.3203	733.257	363.585	
3	9	1	0	2	63	1752	1647	[1719,1612,1787,1692]	-550.33	1210.72	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	134.955	18.1965	588.909	163.257	141.893	111.586	360.513	322.211	
3	9	1	0	2	64	1020	1641	[973,1530,1088,1697]	-652.66	1215.31	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	119.267	4.48348	401.187	86.7769	124.173	32.9244	350.416	235.039	
3	9	1	0	2	65	1846	1706	[1761,1572,1924,1782]	-537.72	1205.11	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	118.265	6.13512	1174.51	201.289	122.145	44.8511	797.02	471.027	
3	9	1	0	2	66	761	1687	[710,1634,819,1844]	-692.23	1200.53	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	121.255	7.10921	1618.45	323.738	121.559	13.4149	1186.97	1523.91	
3	9	1	0	2	67	1661	1682	[1611,1632,1713,1736]	-562.96	1205.79	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	119.652	11.3612	678.63	172.755	119.728	7.1468	708.904	429.398	
3	9	1	0	2	68	1523	1702	[1468,1649,1576,1766]	-582.99	1203.06	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	124.062	7.44286	1260.32	231.666	122.563	6.70317	744.639	384.836	
3	9	1	0	2	69	1303	1685	[1255,1611,1354,1736]	-614.33	1207.02	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	122.306	6.51489	1762.55	493.918	123.672	12.2931	1211.45	580.745	
3	9	1	0	2	70	1226	1709	[1183,1669,1277,1766]	-624.32	1201.39	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	119.532	4.67432	381.46	192.339	124.48	20.6283	269.513	460.183	
3	9	1	0	2	71	1383	1745	[1345,1693,1417,1783]	-603.39	1198.03	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	120.281	8.36607	627.711	274.307	124.127	19.7158	465.194	353.341	
3	9	1	0	2	72	1081	1759	[1028,1710,1130,1809]	-645.9	1195.16	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	121.741	9.10051	1268	414.759	121.14	6.52651	799.061	476.062	
3	9	1	0	2	73	1467	1779	[1387,1727,1594,1834]	-587.7	1192.17	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	119.479	4.78367	442.114	194.958	128.236	40.4204	378.068	346.399	
3	9	1	0	2	74	1189	1801	[1128,1741,1253,1878]	-629.8	1189	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	124.59	7.05734	1047.86	187.135	134.487	69.917	639.268	335.26	
3	9	1	0	2	75	2131	1798	[2105,1767,2158,1866]	-496.09	1187.33	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	118.54	7.59906	1184.87	312.686	112.813	5.85579	512.543	307.466	
3	9	1	0	2	76	337	1825	[295,1774,429,1929]	-747.85	1181.83	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	110.654	7.91694	253.504	177.234	113.738	18.2561	307.855	194.381	
3	9	1	0	2	77	1406	1846	[1351,1791,1460,1905]	-599.47	1182.58	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	120.244	6.02637	1466.13	380.641	124.778	16.4924	1036.91	499.107	
3	9	1	0	2	78	2066	1851	[2008,1786,2128,1907]	-505.25	1181.97	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	114.929	5.69489	1738.4	294.355	114.868	11.8787	1022.69	834.072	
3	9	1	0	2	79	729	1896	[678,1844,787,1949]	-695.25	1175.73	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	118.018	5.88053	2147.26	444.196	129.877	69.9985	1154.33	728.602	
3	9	1	0	2	80	1772	1913	[1733,1871,1827,1962]	-546.82	1173.37	-10058F4	1	ESRRB ms	Myc D3N8F rb	ms 488	rb 594	119.599	7.29949	1224	235.381	119.103	7.49589	1063.58	749.634	
