,row,col,plane,t,field,n,x,y,bbox,pos_x_um,pos_y_um,bacteria,assay,disp_x_um,disp_y_um,track_point_x,track_point_y,bacterial_area_[um²]-_sum_per_cell_,infected,ni,intensity_real_cytoplasm_alexa_647_mean,intensity_real_cytoplasm_dsred_mean,far_red_sdmean,red_sdmean,real_cytoplasm_alexa_647_ser_edge_0.0675675675676_um,real_cytoplasm_alexa_647_ser_ridge_0.0675675675676_um,real_cytoplasm_sliding_parabola_dsred_ser_edge_0.0675675675676_um,real_cytoplasm_sliding_parabola_dsred_ser_ridge_0.0675675675676_um,intensity_nucleus_alexa_647_mean,intensity_nucleus_hoechst_33342_mean,farredbyred_sdmean,number_of_dsred_spots-_per_cell_,dsred_spot_area_[um²]-_sum_per_cell_,number_of_alexa_647_spots-_per_cell_,alexa_647_spot_area_[um²]-_sum_per_cell,well_id,cell_lbl,growth
52197,3,18,1,5,3,14,1812,629,_1664_563_1876_692_,102.08,386.55,WT,8,-2.8177,-5.48709,1768,629,12.7559,1,0,117.776,114.247,0.0405045,0.0390347,1.40709,0.902715,1.44839,0.875306,116.905,544.092,1.03766,0,0.0,0,0.0,16,w16_f3_c14,1
52357,3,18,1,6,3,14,1812,624,_1677_566_1889_685_,104.09,386.95,WT,8,-0.889799,-5.93199,1781,626,0.0,0,1,117.217,113.271,0.0404008,0.0381959,1.42628,0.897764,1.46382,0.888602,116.228,442.406,1.05773,0,0.0,0,0.0,16,w16_f3_c14,1
52517,3,18,1,7,3,14,1735,627,_1672_540_1886_703_,102.44,387.07,WT,8,-2.5211,-6.08029,1770,625,1.36356,1,0,117.626,114.107,0.0403687,0.0382834,1.40324,0.885541,1.47342,0.890885,117.077,579.788,1.05447,0,0.0,1,0.0439857,16,w16_f3_c14,1
52675,3,18,1,8,3,14,1762,602,_1656_500_1890_707_,102.32,389.38,WT,8,-2.6694,-8.30479,1769,610,3.16697,1,0,117.502,114.112,0.0404831,0.0383218,1.40576,0.91064,1.47256,0.883501,116.789,568.288,1.0564,0,0.0,0,0.0,16,w16_f3_c14,1
52828,3,18,1,9,3,14,1800,632,_1681_580_1860_686_,102.82,386.26,WT,8,-2.0762,-5.1905,1773,631,0.0,0,1,117.796,114.714,0.0403131,0.038818,1.4196,0.896221,1.44334,0.892449,117.259,552.088,1.03852,1,0.0439857,0,0.0,16,w16_f3_c14,1
50669,3,18,1,10,3,14,1811,624,_1594_529_1868_679_,99.3,389.09,WT,8,-5.63539,-8.15649,1749,611,9.17102,1,0,118.066,114.598,0.0403969,0.0386046,1.41934,0.899186,1.47072,0.87538,117.158,644.108,1.04643,1,0.0439857,0,0.0,16,w16_f3_c14,1
50817,3,18,1,11,3,14,1804,630,_1659_565_1867_695_,102.38,386.69,WT,8,-2.5211,-5.63539,1770,628,12.206,1,0,117.929,115.478,0.041265,0.0388055,1.39998,0.899751,1.4688,0.893896,117.169,643.233,1.06338,0,0.0,0,0.0,16,w16_f3_c14,1
50964,3,18,1,12,3,14,1721,633,_1628_505_1862_735_,96.37,386.68,WT,8,-8.60139,-5.63539,1729,628,14.2074,1,0,118.391,114.842,0.0402999,0.0386078,1.40742,0.888956,1.45406,0.890478,117.382,674.025,1.04383,0,0.0,0,0.0,16,w16_f3_c14,1
51102,3,18,1,13,3,14,1762,646,_1681_591_1812_699_,99.9,384.8,WT,8,-5.0422,-3.8558,1753,640,14.8672,1,0,118.181,114.764,0.0392723,0.0384679,1.4149,0.88704,1.45943,0.875129,118.206,591.698,1.02091,0,0.0,0,0.0,16,w16_f3_c14,1
51233,3,18,1,14,3,14,1771,671,_1687_625_1815_718_,100.51,381.11,WT,8,-4.449,-0.1483,1757,665,16.7146,1,0,118.015,114.526,0.0405441,0.0390639,1.39695,0.888952,1.4745,0.884,117.633,652.578,1.03789,0,0.0,0,0.0,16,w16_f3_c14,1
51356,3,18,1,15,3,14,1762,670,_1672_624_1800_726_,98.75,380.53,WT,8,-6.22859,0.4449,1745,669,21.2231,1,0,118.022,114.769,0.0402202,0.0391302,1.40957,0.881393,1.48051,0.85995,117.969,530.876,1.02785,0,0.0,0,0.0,16,w16_f3_c14,1
51471,3,18,1,16,3,14,1761,666,_1687_639_1796_718_,99.18,380.2,WT,8,-5.78369,0.741499,1748,671,27.0072,1,0,117.98,114.333,0.0393466,0.0404392,1.45093,0.87453,1.43905,0.91731,,,0.97298,0,0.0,0,0.0,16,w16_f3_c14,1
51581,3,18,1,17,3,14,1764,679,_1692_641_1793_711_,98.91,380.03,WT,8,-6.08029,1.0381,1746,673,32.1316,1,0,118.115,114.698,0.0413852,0.0390935,1.42125,0.900263,1.4344,0.886852,,,1.05862,0,0.0,0,0.0,16,w16_f3_c14,1
50362,3,18,1,0,3,17,905,899,_855_853_977_947_,-24.45,346.45,WT,8,0.0,0.0,915,899,10.3366,1,0,120.11,116.873,0.0381251,0.0370267,1.39153,0.862034,1.46206,0.877973,119.841,816.069,1.02966,0,0.0,0,0.0,16,w16_f3_c17,0
50515,3,18,1,1,3,17,933,861,_876_806_999_921_,-20.61,351.89,WT,8,3.8558,-5.48709,941,862,11.3483,1,0,120.742,117.021,0.0396825,0.0379271,1.40181,0.882387,1.45999,0.879654,120.44,1838.9,1.04628,0,0.0,0,0.0,16,w16_f3_c17,0
51712,3,18,1,2,3,17,950,844,_890_791_1006_898_,-19.27,354.4,WT,8,5.1905,-8.00819,950,845,11.1504,1,0,120.361,116.893,0.0388427,0.0374349,1.40005,0.903634,1.45427,0.905095,120.333,2521.89,1.03761,0,0.0,0,0.0,16,w16_f3_c17,0
51877,3,18,1,3,3,17,944,828,_896_785_1008_883_,-18.9,356.41,WT,8,5.48709,-9.93609,952,832,10.8645,1,0,120.539,117.432,0.0392405,0.0366666,1.38523,0.902443,1.45588,0.903019,120.372,2892.95,1.0702,0,0.0,0,0.0,16,w16_f3_c17,0
52038,3,18,1,4,3,17,889,832,_844_788_950_888_,-26.99,355.89,WT,8,-2.6694,-9.49119,897,835,12.6679,1,0,120.084,115.799,0.0391733,0.037674,1.40198,0.887532,1.45262,0.882299,120.14,3191.67,1.0398,0,0.0,0,0.0,16,w16_f3_c17,0
52199,3,18,1,5,3,17,914,828,_855_786_972_872_,-25.02,357.05,WT,8,-0.593199,-10.5293,911,828,8.77515,1,0,120.802,116.259,0.038128,0.0378418,1.435,0.90972,1.4672,0.888918,120.757,3166.53,1.00756,0,0.0,1,0.0439857,16,w16_f3_c17,0
52359,3,18,1,6,3,17,932,815,_892_775_1005_860_,-20.21,359.07,WT,8,4.1524,-12.6055,943,814,16.9785,1,0,119.802,117.145,0.0386531,0.0373123,1.40502,0.950006,1.47271,0.872618,119.85,2625.07,1.03594,0,0.0,0,0.0,16,w16_f3_c17,0
52519,3,18,1,7,3,17,952,821,_903_778_1018_865_,-18.35,358.33,WT,8,6.08029,-11.864,956,819,15.527,1,0,120.426,117.401,0.0386816,0.0373953,1.4094,0.898251,1.46416,0.894265,120.204,3327.53,1.0344,0,0.0,0,0.0,16,w16_f3_c17,0
52677,3,18,1,8,3,17,955,833,_909_794_1019_873_,-17.71,356.47,WT,8,6.67349,-10.0844,960,831,14.0974,1,0,120.61,117.644,0.0386049,0.0386964,1.43267,0.8846,1.41749,0.902311,120.494,3758.27,0.997634,1,0.0439857,0,0.0,16,w16_f3_c17,0
52830,3,18,1,9,3,17,952,846,_908_809_1023_883_,-17.77,354.06,WT,8,6.67349,-7.56329,960,848,19.1778,1,0,120.626,117.805,0.0374128,0.0368918,1.42244,0.901606,1.48136,0.873418,120.683,3352.24,1.01412,0,0.0,0,0.0,16,w16_f3_c17,0
50671,3,18,1,10,3,17,950,845,_896_809_1016_890_,-17.94,353.8,WT,8,6.52519,-7.41499,959,849,24.0822,1,0,120.868,117.505,0.0393041,0.0376608,1.39395,0.89692,1.45214,0.892263,121.084,3272.85,1.04363,1,0.0439857,0,0.0,16,w16_f3_c17,0
50819,3,18,1,11,3,17,890,804,_859_773_961_895_,-26.34,357.64,WT,8,-1.9279,-11.1225,902,824,37.6738,1,0,121.053,117.425,0.0378829,0.0373954,1.43335,0.890502,1.47185,0.897514,,,1.01304,0,0.0,0,0.0,16,w16_f3_c17,0
50966,3,18,1,12,3,17,889,810,_853_775_954_871_,-27.27,358.19,WT,8,-2.8177,-11.7157,896,820,29.6464,1,0,120.306,116.925,0.0391585,0.037433,1.39194,0.901527,1.466,0.913908,,,1.0461,0,0.0,0,0.0,16,w16_f3_c17,0
51104,3,18,1,13,3,17,884,810,_841_776_946_879_,-28.4,357.76,WT,8,-4.0041,-11.2708,888,823,27.9089,1,0,120.413,116.363,0.0401501,0.036878,1.38981,0.894189,1.46985,0.842229,,,1.08873,0,0.0,0,0.0,16,w16_f3_c17,0
51234,3,18,1,14,3,17,870,847,_831_811_933_915_,-30.11,353.03,WT,8,-5.78369,-6.52519,876,855,33.4951,1,0,120.43,115.866,0.0402637,0.0373747,1.40708,0.906562,1.47961,0.891594,,,1.0773,0,0.0,0,0.0,16,w16_f3_c17,0
51357,3,18,1,15,3,17,880,853,_822_819_921_914_,-31.48,352.34,WT,8,-7.11839,-5.93199,867,859,33.3851,1,0,120.119,115.735,0.0399338,0.0373477,1.40112,0.896398,1.43689,0.901354,,,1.06924,0,0.0,0,0.0,16,w16_f3_c17,0
51472,3,18,1,16,3,17,870,845,_834_814_922_901_,-30.31,353.38,WT,8,-5.93199,-6.97009,875,852,31.7797,1,0,120.418,115.967,0.0398185,0.0375403,1.42892,0.887905,1.44438,0.88232,,,1.06069,0,0.0,0,0.0,16,w16_f3_c17,0
51582,3,18,1,17,3,17,879,851,_845_816_929_886_,-28.89,353.68,WT,8,-4.449,-7.26669,885,850,18.43,1,0,120.332,116.39,0.0391242,0.0378426,1.38077,0.928318,1.48035,0.876788,,,1.03387,0,0.0,0,0.0,16,w16_f3_c17,0
50364,3,18,1,0,3,19,2128,1025,_2097_994_2158_1066_,155.85,327.1,WT,8,0.0,0.0,2130,1029,0.0,0,1,112.545,108.831,0.0410898,0.0419877,1.41476,0.887108,1.40416,0.869883,112.598,250.675,0.978614,0,0.0,0,0.0,16,w16_f3_c19,0
50517,3,18,1,1,3,19,2118,971,_2068_914_2158_1036_,154.64,335.35,WT,8,-1.1864,-8.15649,2122,974,3.3869,1,0,112.565,109.163,0.0421792,0.0402085,1.41159,0.874164,1.46106,0.874164,112.569,467.663,1.04901,1,0.0439857,0,0.0,16,w16_f3_c19,0
51714,3,18,1,2,3,19,2139,961,_2119_930_2158_1017_,157.47,335.59,WT,8,1.6313,-8.45309,2141,972,6.81778,1,0,112.363,108.961,0.0415238,0.0423283,1.40281,0.891368,1.41796,0.896471,112.46,581.015,0.980994,0,0.0,0,0.0,16,w16_f3_c19,0
51879,3,18,1,3,3,19,2124,974,_2087_905_2158_1032_,155.09,336.46,WT,8,-0.741499,-9.34289,2125,966,0.813735,1,0,112.552,109.373,0.0425495,0.0405862,1.3898,0.895318,1.45053,0.911828,112.39,702.688,1.04837,0,0.0,0,0.0,16,w16_f3_c19,0
52039,3,18,1,4,3,19,2084,953,_2015_905_2158_1001_,149.08,338.44,WT,8,-6.67349,-11.2708,2085,953,8.57721,1,0,112.9,108.972,0.041928,0.0402878,1.39875,0.891097,1.46074,0.90464,112.876,878.922,1.04071,0,0.0,0,0.0,16,w16_f3_c19,0
52200,3,18,1,5,3,19,2071,945,_1978_869_2136_1014_,145.55,340.21,WT,8,-10.2327,-13.0504,2061,941,3.65081,1,0,113.471,109.981,0.041982,0.0397635,1.41333,0.905678,1.46333,0.891081,113.003,840.842,1.05579,0,0.0,1,0.0439857,16,w16_f3_c19,0
52360,3,18,1,6,3,19,2092,947,_2031_887_2150_1013_,149.87,338.62,WT,8,-5.93199,-11.4191,2090,952,1.67146,1,0,112.72,108.573,0.0412345,0.0405636,1.42225,0.888088,1.47108,0.869674,112.57,602.046,1.01654,0,0.0,0,0.0,16,w16_f3_c19,0
52520,3,18,1,7,3,19,2082,951,_2006_874_2146_1050_,147.56,338.8,WT,8,-8.15649,-11.5674,2075,951,3.18896,1,0,113.148,109.475,0.042165,0.0404189,1.39257,0.908577,1.44413,0.87483,112.799,771.01,1.0432,0,0.0,0,0.0,16,w16_f3_c19,0
52678,3,18,1,8,3,19,2071,951,_1997_875_2136_1014_,146.71,339.33,WT,8,-9.04629,-12.1606,2069,947,2.06733,1,0,113.389,109.775,0.0422051,0.0400557,1.38763,0.897756,1.45748,0.879911,113.043,775.018,1.05366,0,0.0,0,0.0,16,w16_f3_c19,0
52831,3,18,1,9,3,19,2072,966,_1997_879_2135_1033_,145.91,337.79,WT,8,-9.93609,-10.6776,2063,957,2.33124,1,0,113.857,109.691,0.0416951,0.0396899,1.38379,0.884351,1.4682,0.897992,113.721,833.361,1.05052,0,0.0,0,0.0,16,w16_f3_c19,0
50672,3,18,1,10,3,19,2083,961,_2021_907_2130_1011_,148.26,337.62,WT,8,-7.56329,-10.5293,2079,958,0.0,0,1,113.626,109.84,0.0411799,0.0406224,1.41769,0.909085,1.462,0.873892,113.19,998.189,1.01372,0,0.0,0,0.0,16,w16_f3_c19,0
50820,3,18,1,11,3,19,2090,974,_2036_895_2137_1018_,148.91,337.05,WT,8,-6.82179,-9.93609,2084,962,9.215,1,0,113.688,110.025,0.0428092,0.0408042,1.37329,0.88368,1.44155,0.886764,113.513,1146.96,1.04914,0,0.0,0,0.0,16,w16_f3_c19,0
50967,3,18,1,12,3,19,2086,982,_2055_912_2117_1015_,148.65,335.89,WT,8,-7.11839,-8.74969,2082,970,4.64049,1,0,113.711,109.948,0.0405937,0.0409243,1.42364,0.906219,1.4591,0.924346,,,0.991921,0,0.0,0,0.0,16,w16_f3_c19,0
51105,3,18,1,13,3,19,2078,991,_2051_966_2111_1017_,148.59,332.7,WT,8,-7.26669,-5.48709,2081,992,0.0,0,1,113.677,109.853,0.0417866,0.0385175,1.39536,0.88643,1.46304,0.881034,,,1.08487,0,0.0,0,0.0,16,w16_f3_c19,0
51235,3,18,1,14,3,19,2081,1013,_2023_961_2133_1067_,148.41,329.16,WT,8,-7.41499,-1.9279,2080,1016,0.0,0,1,113.849,109.159,0.0421861,0.0410904,1.40593,0.893234,1.46937,0.880129,,,1.02667,0,0.0,0,0.0,16,w16_f3_c19,0
51358,3,18,1,15,3,19,2063,1014,_2005_945_2117_1066_,145.51,329.81,WT,8,-10.2327,-2.6694,2061,1011,8.15935,1,0,113.525,109.782,0.0411983,0.0414338,1.40916,0.897078,1.47061,0.901664,,,0.994318,0,0.0,0,0.0,16,w16_f3_c19,0
51473,3,18,1,16,3,19,2072,1011,_2023_967_2116_1055_,147.3,329.6,WT,8,-8.45309,-2.3728,2073,1013,0.0,0,1,113.425,110.07,0.0412229,0.0403214,1.40901,0.90161,1.48111,0.892938,,,1.02236,0,0.0,0,0.0,16,w16_f3_c19,0
51583,3,18,1,17,3,19,2076,1012,_2028_949_2115_1054_,147.4,330.27,WT,8,-8.45309,-3.1143,2073,1008,8.97308,1,0,113.701,109.624,0.0421106,0.0400355,1.44505,0.887913,1.45262,0.875105,,,1.05183,0,0.0,0,0.0,16,w16_f3_c19,0
50368,3,18,1,0,3,22,2010,1204,_1921_1110_2127_1302_,138.79,301.96,WT,8,0.0,0.0,2015,1199,0.0,0,1,115.119,110.678,0.0418442,0.0423984,1.41275,0.897683,1.45552,0.900013,,,0.98693,0,0.0,0,0.0,16,w16_f3_c22,0
50521,3,18,1,1,3,22,2011,1186,_1922_1078_2158_1287_,140.49,305.26,WT,8,1.7796,-3.2626,2027,1177,0.0,0,1,114.997,110.928,0.0420326,0.0411314,1.40158,0.897063,1.45887,0.885653,115.372,282.83,1.02191,1,0.0439857,0,0.0,16,w16_f3_c22,0
51718,3,18,1,2,3,22,2028,1183,_1924_1069_2158_1281_,141.64,307.16,WT,8,2.966,-5.1905,2035,1164,0.0,0,1,114.582,110.675,0.0420837,0.0402696,1.40266,0.905742,1.46047,0.888955,114.926,353.814,1.04505,0,0.0,0,0.0,16,w16_f3_c22,0
51883,3,18,1,3,3,22,2042,1165,_1945_1075_2158_1259_,143.46,308.57,WT,8,4.7456,-6.67349,2047,1154,0.0,0,1,114.15,110.39,0.0422273,0.0406943,1.40914,0.904389,1.4456,0.898127,114.615,410.811,1.03767,1,0.0439857,0,0.0,16,w16_f3_c22,0
52042,3,18,1,4,3,22,1995,1148,_1874_1079_2104_1231_,133.85,309.71,WT,8,-4.8939,-7.71159,1982,1147,0.0,0,1,115.555,111.477,0.0419948,0.0403508,1.40677,0.897382,1.46177,0.891166,115.563,411.067,1.04074,0,0.0,1,0.0439857,16,w16_f3_c22,0
52203,3,18,1,5,3,22,1963,1134,_1877_1086_2046_1207_,131.22,310.04,WT,8,-7.56329,-8.15649,1964,1144,0.0,0,1,116.661,112.867,0.0409402,0.0402626,1.39775,0.896422,1.44525,0.902489,116.686,344.067,1.01683,0,0.0,0,0.0,16,w16_f3_c22,0
52363,3,18,1,6,3,22,1985,1153,_1857_1066_2104_1291_,133.84,307.83,WT,8,-4.8939,-5.93199,1982,1159,2.24327,1,0,115.457,110.836,0.0416102,0.0408625,1.40739,0.898981,1.45542,0.885342,115.915,304.035,1.0183,0,0.0,0,0.0,16,w16_f3_c22,0
52523,3,18,1,7,3,22,1981,1174,_1863_1061_2105_1291_,134.04,307.7,WT,8,-4.7456,-5.78369,1983,1160,2.04533,1,0,115.658,111.897,0.0417849,0.040257,1.40486,0.903489,1.46751,0.884911,116.333,353.75,1.03795,1,0.0439857,0,0.0,16,w16_f3_c22,0
52681,3,18,1,8,3,22,1987,1145,_1869_1061_2097_1237_,133.92,310.93,WT,8,-4.7456,-8.89799,1983,1139,0.0,0,1,115.864,111.309,0.0419874,0.0413557,1.39941,0.89243,1.4523,0.888273,116.762,354.504,1.01528,1,0.0439857,0,0.0,16,w16_f3_c22,0
52834,3,18,1,9,3,22,1961,1161,_1843_1062_2095_1278_,131.47,308.69,WT,8,-7.26669,-6.67349,1966,1154,0.0,0,1,116.213,111.616,0.0418618,0.0406719,1.40291,0.889966,1.45565,0.881037,116.449,361.073,1.02926,1,0.0439857,0,0.0,16,w16_f3_c22,0
50675,3,18,1,10,3,22,1963,1142,_1847_1045_2107_1231_,132.78,312.83,WT,8,-5.93199,-10.8259,1975,1126,0.0,0,1,116.153,111.703,0.0417636,0.0408841,1.4008,0.899812,1.44806,0.889839,116.604,395.531,1.02151,1,0.0439857,0,0.0,16,w16_f3_c22,0
50823,3,18,1,11,3,22,1994,1153,_1854_1082_2066_1203_,131.36,311.14,WT,8,-7.41499,-9.19459,1965,1137,0.0,0,1,116.6,112.321,0.0410467,0.0395664,1.4094,0.894962,1.45276,0.885657,116.834,409.936,1.03741,0,0.0,0,0.0,16,w16_f3_c22,0
50970,3,18,1,12,3,22,2031,1159,_1836_1056_2146_1261_,134.95,307.72,WT,8,-3.8558,-5.78369,1989,1160,1.78142,1,0,115.697,111.628,0.0429088,0.0415195,1.39576,0.888889,1.46033,0.885667,116.297,385.751,1.03346,1,0.0439857,0,0.0,16,w16_f3_c22,0
51107,3,18,1,13,3,22,1931,1136,_1858_1074_2055_1199_,130.14,311.19,WT,8,-8.60139,-9.19459,1957,1137,0.0,0,1,116.651,111.907,0.0406675,0.0405942,1.40785,0.894386,1.45759,0.901451,,,1.00181,0,0.0,0,0.0,16,w16_f3_c22,0
51236,3,18,1,14,3,22,1927,1179,_1865_1131_2001_1230_,126.97,304.51,WT,8,-11.7157,-2.5211,1936,1182,0.0,0,1,116.381,112.378,0.0398805,0.0392224,1.41299,0.905549,1.46329,0.882472,115.907,357.496,1.01678,0,0.0,0,0.0,16,w16_f3_c22,0
51359,3,18,1,15,3,22,1912,1176,_1855_1119_2034_1232_,127.58,305.48,WT,8,-11.1225,-3.5592,1940,1175,0.0,0,1,116.078,112.429,0.0400278,0.0402852,1.41403,0.904312,1.44376,0.892668,116.132,299.693,0.993609,0,0.0,0,0.0,16,w16_f3_c22,0
51474,3,18,1,16,3,22,1907,1183,_1828_1102_2086_1325_,129.25,302.56,WT,8,-9.49119,-0.593199,1951,1195,2.55117,1,0,115.839,111.926,0.0411405,0.0402102,1.40771,0.90585,1.46327,0.871315,115.884,338.998,1.02314,0,0.0,0,0.0,16,w16_f3_c22,0
51584,3,18,1,17,3,22,1930,1166,_1878_1122_2090_1229_,131.53,305.71,WT,8,-7.26669,-3.7075,1966,1174,5.8501,1,0,116.169,111.773,0.040445,0.0411296,1.41169,0.898422,1.43633,0.89739,116.523,400.282,0.983357,0,0.0,0,0.0,16,w16_f3_c22,0
50372,3,18,1,0,3,26,2116,1356,_2047_1311_2158_1422_,152.85,277.31,WT,8,0.0,0.0,2110,1365,0.0,0,1,112.925,109.19,0.0412318,0.0404217,1.38467,0.876781,1.47279,0.900661,,,1.02004,0,0.0,0,0.0,16,w16_f3_c26,0
50525,3,18,1,1,3,26,2133,1315,_2067_1272_2158_1384_,154.81,282.4,WT,8,1.9279,-5.0422,2123,1331,0.0,0,1,113.026,109.315,0.0420385,0.0402276,1.40069,0.899312,1.43839,0.874289,112.534,325.481,1.04502,1,0.0439857,0,0.0,16,w16_f3_c26,0
51722,3,18,1,2,3,26,2133,1325,_2036_1269_2158_1383_,153.02,282.16,WT,8,0.1483,-4.8939,2111,1332,0.0,0,1,112.722,109.147,0.0408679,0.0402853,1.41342,0.896158,1.47019,0.895921,112.153,439.006,1.01446,0,0.0,0,0.0,16,w16_f3_c26,0
51887,3,18,1,3,3,26,2097,1335,_2028_1260_2158_1423_,150.84,281.43,WT,8,-1.9279,-4.1524,2097,1337,0.0,0,1,112.799,108.916,0.0421235,0.0400061,1.41072,0.885415,1.46373,0.899119,111.983,509.112,1.05293,0,0.0,0,0.0,16,w16_f3_c26,0
52045,3,18,1,4,3,26,2051,1323,_1971_1260_2156_1397_,145.71,283.27,WT,8,-7.11839,-5.93199,2062,1325,0.0,0,1,113.589,109.386,0.0415567,0.0392871,1.42535,0.904329,1.47431,0.87239,112.543,533.498,1.05777,0,0.0,1,0.0439857,16,w16_f3_c26,0
52206,3,18,1,5,3,26,2098,1301,_1938_1251_2149_1390_,143.25,283.77,WT,8,-9.63949,-6.37689,2045,1322,5.56419,1,0,114.816,109.984,0.0411197,0.0400286,1.43886,0.89646,1.47046,0.913026,113.449,547.85,1.02726,0,0.0,0,0.0,16,w16_f3_c26,0
52366,3,18,1,6,3,26,2107,1293,_2059_1231_2154_1350_,152.55,287.38,WT,8,-0.2966,-10.0844,2108,1297,3.95871,1,0,112.505,108.382,0.0414335,0.0387766,1.40773,0.901779,1.49543,0.923117,,,1.06852,0,0.0,0,0.0,16,w16_f3_c26,0
52526,3,18,1,7,3,26,2033,1344,_1971_1246_2157_1421_,145.56,283.36,WT,8,-7.26669,-6.08029,2061,1324,0.0,0,1,113.599,109.705,0.0419054,0.039705,1.41786,0.880816,1.46845,0.880126,112.299,598.094,1.05542,0,0.0,0,0.0,16,w16_f3_c26,0
52684,3,18,1,8,3,26,2044,1319,_1951_1245_2139_1440_,142.35,282.66,WT,8,-10.5293,-5.3388,2039,1329,0.0,0,1,114.109,109.831,0.0412324,0.0397617,1.40628,0.879896,1.47433,0.904323,112.874,583.012,1.03699,0,0.0,0,0.0,16,w16_f3_c26,0
52837,3,18,1,9,3,26,2009,1350,_1937_1254_2129_1430_,140.45,281.82,WT,8,-12.3089,-4.449,2027,1335,0.0,0,1,114.584,110.258,0.0413053,0.0398976,1.41265,0.905774,1.45795,0.887393,113.975,609.884,1.03528,0,0.0,0,0.0,16,w16_f3_c26,0
50678,3,18,1,10,3,26,2077,1302,_1947_1252_2129_1383_,143.98,283.72,WT,8,-8.89799,-6.37689,2050,1322,0.0,0,1,114.212,110.157,0.0413156,0.0399836,1.42699,0.887985,1.47918,0.883683,112.967,692.979,1.03331,0,0.0,0,0.0,16,w16_f3_c26,0
50826,3,18,1,11,3,26,2080,1309,_1936_1260_2131_1375_,144.78,283.8,WT,8,-8.00819,-6.52519,2056,1321,0.0,0,1,114.406,111.093,0.0418936,0.0396695,1.40155,0.877821,1.47619,0.873083,113.601,754.905,1.05607,0,0.0,1,0.0439857,16,w16_f3_c26,0
50972,3,18,1,12,3,26,2058,1309,_1939_1250_2121_1395_,141.21,284.27,WT,8,-11.5674,-6.97009,2032,1318,0.0,0,1,114.765,110.957,0.0413722,0.0401555,1.39686,0.894532,1.45858,0.895132,113.856,717.579,1.0303,0,0.0,0,0.0,16,w16_f3_c26,0
51109,3,18,1,13,3,26,2052,1312,_1936_1260_2117_1391_,141.77,283.38,WT,8,-11.1225,-6.08029,2035,1324,0.0,0,1,114.356,110.102,0.041325,0.0401961,1.41792,0.901896,1.46638,0.878839,113.622,590.363,1.02808,0,0.0,0,0.0,16,w16_f3_c26,0
51238,3,18,1,14,3,26,2011,1358,_1913_1283_2107_1451_,138.14,276.8,WT,8,-14.6817,0.593199,2011,1369,0.0,0,1,114.463,110.551,0.0416097,0.0396872,1.41754,0.895432,1.47441,0.896577,113.949,602.355,1.04844,0,0.0,0,0.0,16,w16_f3_c26,0
51360,3,18,1,15,3,26,1991,1362,_1905_1270_2089_1486_,135.0,277.29,WT,8,-17.796,0.0,1990,1365,2.19928,1,0,115.102,110.865,0.0407326,0.0385622,1.40679,0.883301,1.47856,0.901714,114.789,535.648,1.05628,0,0.0,1,0.0439857,16,w16_f3_c26,0
51475,3,18,1,16,3,26,2001,1354,_1920_1272_2090_1459_,136.66,278.06,WT,8,-16.1647,-0.741499,2001,1360,0.0,0,1,114.941,110.702,0.0406028,0.038924,1.41402,0.891469,1.47004,0.882369,114.611,555.106,1.04313,0,0.0,0,0.0,16,w16_f3_c26,0
51585,3,18,1,17,3,26,2027,1356,_1953_1307_2085_1410_,139.89,277.96,WT,8,-12.9021,-0.593199,2023,1361,0.0,0,1,115.012,110.91,0.0417639,0.0385999,1.42142,0.89982,1.46976,0.884807,114.89,659.051,1.08197,0,0.0,0,0.0,16,w16_f3_c26,0
50375,3,18,1,0,3,29,338,1435,_218_1344_416_1523_,-112.34,266.05,WT,8,0.0,0.0,322,1441,0.0,0,1,111.103,108.085,0.0422803,0.0411728,1.43495,0.894203,1.46275,0.893131,110.046,1113.34,1.0269,0,0.0,0,0.0,16,w16_f3_c29,0
50528,3,18,1,1,3,29,304,1417,_239_1370_374_1468_,-114.73,269.46,WT,8,-2.3728,-3.4109,306,1418,0.0,0,1,110.936,107.66,0.0417139,0.0418717,1.42514,0.892685,1.44233,0.892645,110.555,2450.27,0.996231,0,0.0,0,0.0,16,w16_f3_c29,0
51725,3,18,1,2,3,29,294,1413,_243_1363_386_1463_,-114.27,270.68,WT,8,-1.9279,-4.5973,309,1410,0.0,0,1,110.63,107.611,0.042471,0.0407107,1.40958,0.882508,1.44706,0.893524,110.245,2127.73,1.04324,0,0.0,0,0.0,16,w16_f3_c29,0
51890,3,18,1,3,3,29,294,1419,_243_1356_390_1471_,-113.78,270.16,WT,8,-1.483,-4.1524,312,1413,0.0,0,1,110.498,108.013,0.0427109,0.0414111,1.43321,0.896439,1.44649,0.871764,109.904,1883.81,1.03139,0,0.0,0,0.0,16,w16_f3_c29,0
52048,3,18,1,4,3,29,249,1423,_202_1364_325_1470_,-121.35,269.67,WT,8,-9.04629,-3.5592,261,1417,0.0,0,1,109.51,107.351,0.0441383,0.0410447,1.40189,0.889488,1.46337,0.89039,109.176,1884.44,1.07537,0,0.0,0,0.0,16,w16_f3_c29,0
52209,3,18,1,5,3,29,243,1418,_191_1348_334_1471_,-121.84,270.66,WT,8,-9.49119,-4.5973,258,1410,0.0,0,1,109.707,107.025,0.0433068,0.0405082,1.39701,0.924661,1.48252,0.871035,109.191,1514.72,1.06909,0,0.0,0,0.0,16,w16_f3_c29,0
