,row,col,plane,t,field,n,x,y,bacteria,ser_edge_tmrm,sdmean_tmrm,annexin647,hoechst,n_legio_per_cell,bacteria_area,infected,well_id,cell_lbl,growth
45251,4,5,1,6,6,20,1038,112,Lpp_WT,0.312309,0.449763,123.124,284.312,2,3.10007,1,8,w8_f6_c20,0
45658,4,5,1,7,6,20,1047,121,Lpp_WT,0.268984,0.571613,123.073,279.423,10,9.21289,1,8,w8_f6_c20,0
46063,4,5,1,8,6,20,1047,125,Lpp_WT,0.28339,0.517222,120.937,278.997,7,6.40973,1,8,w8_f6_c20,0
46472,4,5,1,9,6,20,1028,182,Lpp_WT,0.273419,0.60222,121.885,285.395,5,17.832,1,8,w8_f6_c20,0
39923,4,5,1,1,6,22,2141,246,Lpp_WT,0.358846,0.563041,111.777,300.918,0,0.0,0,8,w8_f6_c22,0
43649,4,5,1,2,6,22,2134,217,Lpp_WT,0.345335,0.334703,111.99,409.869,0,0.0,0,8,w8_f6_c22,0
44046,4,5,1,3,6,22,2123,184,Lpp_WT,0.337123,0.384281,112.028,411.687,0,0.0,0,8,w8_f6_c22,0
44448,4,5,1,4,6,22,2124,207,Lpp_WT,0.40508,0.257078,112.539,474.225,0,0.0,0,8,w8_f6_c22,0
44848,4,5,1,5,6,22,2115,208,Lpp_WT,0.457235,0.211374,113.095,498.34,0,0.0,0,8,w8_f6_c22,0
45252,4,5,1,6,6,22,2122,216,Lpp_WT,0.481057,0.133232,112.578,660.642,0,0.0,0,8,w8_f6_c22,0
45659,4,5,1,7,6,22,2124,180,Lpp_WT,0.405106,0.249745,112.7,669.03,1,0.87326,1,8,w8_f6_c22,0
46064,4,5,1,8,6,22,2121,227,Lpp_WT,0.455594,0.166335,111.306,639.234,0,0.0,0,8,w8_f6_c22,0
46473,4,5,1,9,6,22,2123,213,Lpp_WT,0.435514,0.227865,111.629,710.397,0,0.0,0,8,w8_f6_c22,0
40312,4,5,1,10,6,22,2139,105,Lpp_WT,0.439097,0.208677,109.715,665.047,0,0.0,0,8,w8_f6_c22,0
40725,4,5,1,11,6,22,2136,53,Lpp_WT,0.419526,0.207391,109.853,604.634,0,0.0,0,8,w8_f6_c22,0
41135,4,5,1,12,6,22,2140,106,Lpp_WT,0.508788,0.103655,111.369,665.309,0,0.0,0,8,w8_f6_c22,0
41545,4,5,1,13,6,22,2143,129,Lpp_WT,0.505311,0.0903276,111.738,678.407,0,0.0,0,8,w8_f6_c22,0
41965,4,5,1,14,6,22,2142,97,Lpp_WT,0.513608,0.0864635,110.123,642.271,0,0.0,0,8,w8_f6_c22,0
42388,4,5,1,15,6,22,2114,44,Lpp_WT,0.538831,0.0500638,109.621,895.052,0,0.0,0,8,w8_f6_c22,0
42816,4,5,1,16,6,22,2113,44,Lpp_WT,0.53126,0.0486341,110.652,1945.32,0,0.0,0,8,w8_f6_c22,0
43251,4,5,1,17,6,22,2111,48,Lpp_WT,0.53281,0.0485141,112.322,1435.04,0,0.0,0,8,w8_f6_c22,0
39927,4,5,1,1,6,26,2083,1758,Lpp_WT,0.395474,0.314455,115.028,308.462,3,8.68894,1,8,w8_f6_c26,0
43651,4,5,1,2,6,26,2057,1742,Lpp_WT,0.381237,0.329393,115.258,343.969,3,8.12132,1,8,w8_f6_c26,0
44048,4,5,1,3,6,26,2079,1760,Lpp_WT,0.502297,0.139638,393.202,1095.39,1,4.47982,1,8,w8_f6_c26,0
44450,4,5,1,4,6,26,2032,1687,Lpp_WT,0.514348,0.132976,787.441,1566.13,2,6.92495,1,8,w8_f6_c26,0
44850,4,5,1,5,6,26,2035,1690,Lpp_WT,0.515122,0.137858,852.67,1681.23,2,7.06467,1,8,w8_f6_c26,0
45254,4,5,1,6,6,26,2043,1688,Lpp_WT,0.505073,0.190648,856.85,1757.33,2,5.81591,1,8,w8_f6_c26,0
45661,4,5,1,7,6,26,2048,1685,Lpp_WT,0.509086,0.1316,902.381,1781.0,1,3.95587,1,8,w8_f6_c26,0
46066,4,5,1,8,6,26,2042,1683,Lpp_WT,0.501879,0.231784,851.556,1879.06,3,6.84636,1,8,w8_f6_c26,0
46474,4,5,1,9,6,26,2044,1677,Lpp_WT,0.5133,0.133791,922.095,1891.04,2,4.3139,1,8,w8_f6_c26,0
40313,4,5,1,10,6,26,2082,1580,Lpp_WT,0.497859,0.11879,1237.58,2064.43,1,4.38377,1,8,w8_f6_c26,0
40726,4,5,1,11,6,26,2091,1616,Lpp_WT,0.488932,0.139573,1253.1,2029.29,1,4.04319,1,8,w8_f6_c26,0
41136,4,5,1,12,6,26,2060,1568,Lpp_WT,0.511826,0.249627,791.291,2214.74,2,4.25278,1,8,w8_f6_c26,0
41546,4,5,1,13,6,26,2077,1553,Lpp_WT,0.51415,0.0825221,837.822,2156.02,1,3.69389,1,8,w8_f6_c26,0
41966,4,5,1,14,6,26,2061,1566,Lpp_WT,0.51229,0.194156,773.219,2253.9,2,4.20911,1,8,w8_f6_c26,0
42389,4,5,1,15,6,26,2058,1569,Lpp_WT,0.508159,0.218456,728.491,2308.53,2,4.017,1,8,w8_f6_c26,0
42817,4,5,1,16,6,26,2059,1567,Lpp_WT,0.515704,0.198198,766.314,2309.57,2,4.18292,1,8,w8_f6_c26,0
43252,4,5,1,17,6,26,2059,1564,Lpp_WT,0.523846,0.0821053,770.93,2361.06,1,3.9908,1,8,w8_f6_c26,0
39928,4,5,1,1,6,27,1164,1906,Lpp_WT,0.320165,0.616538,124.501,224.824,0,0.0,0,8,w8_f6_c27,0
43652,4,5,1,2,6,27,1074,1891,Lpp_WT,0.293258,0.679304,123.704,265.779,2,2.20935,1,8,w8_f6_c27,0
44049,4,5,1,3,6,27,1031,1894,Lpp_WT,0.38108,0.320365,124.061,246.968,3,3.64149,1,8,w8_f6_c27,0
44451,4,5,1,4,6,27,1092,1877,Lpp_WT,0.390489,0.304853,124.535,262.451,3,3.87727,1,8,w8_f6_c27,0
44851,4,5,1,5,6,27,1076,1883,Lpp_WT,0.383292,0.329648,123.475,263.638,3,3.99953,1,8,w8_f6_c27,0
45255,4,5,1,6,6,27,1081,1886,Lpp_WT,0.372118,0.336492,124.474,268.399,3,4.60208,1,8,w8_f6_c27,0
45662,4,5,1,7,6,27,1128,1879,Lpp_WT,0.376091,0.349148,124.934,263.303,8,9.28275,1,8,w8_f6_c27,0
46067,4,5,1,8,6,27,939,1882,Lpp_WT,0.521661,0.0586111,403.519,2579.96,3,5.22209,1,8,w8_f6_c27,0
46475,4,5,1,9,6,27,1059,1883,Lpp_WT,0.523555,0.0702088,452.565,3688.95,3,5.05618,1,8,w8_f6_c27,0
40314,4,5,1,10,6,27,1093,1766,Lpp_WT,0.524136,0.0803226,413.601,3517.76,3,4.54968,1,8,w8_f6_c27,0
40727,4,5,1,11,6,27,1106,1771,Lpp_WT,0.514898,0.109376,448.12,3596.05,3,4.67194,1,8,w8_f6_c27,0
41137,4,5,1,12,6,27,1094,1775,Lpp_WT,0.517123,0.0773015,558.086,4452.47,3,6.24381,1,8,w8_f6_c27,0
41547,4,5,1,13,6,27,1109,1776,Lpp_WT,0.514356,0.0847345,575.857,4219.41,3,5.85957,1,8,w8_f6_c27,0
41967,4,5,1,14,6,27,1083,1774,Lpp_WT,0.515254,0.0918899,641.136,4491.85,3,6.22634,1,8,w8_f6_c27,0
42390,4,5,1,15,6,27,1088,1753,Lpp_WT,0.517097,0.0910034,683.818,4525.62,3,4.66321,1,8,w8_f6_c27,0
42818,4,5,1,16,6,27,1090,1742,Lpp_WT,0.513268,0.091068,731.548,4318.14,6,14.8629,1,8,w8_f6_c27,0
43253,4,5,1,17,6,27,1090,1745,Lpp_WT,0.512658,0.108138,685.431,4316.48,3,6.88129,1,8,w8_f6_c27,0
43653,4,5,1,2,6,28,203,312,Lpp_WT,0.430052,0.223392,186.946,576.429,1,0.803399,1,8,w8_f6_c28,0
44050,4,5,1,3,6,28,238,331,Lpp_WT,0.449012,0.17412,153.7,557.764,6,4.61955,1,8,w8_f6_c28,0
44452,4,5,1,4,6,28,223,358,Lpp_WT,0.433232,0.19669,150.712,490.402,5,7.60609,1,8,w8_f6_c28,0
44852,4,5,1,5,6,28,205,420,Lpp_WT,0.508971,0.104005,675.326,667.12,3,7.10834,1,8,w8_f6_c28,0
45256,4,5,1,6,6,28,169,434,Lpp_WT,0.513757,0.0876678,680.04,634.878,3,7.56243,1,8,w8_f6_c28,0
45663,4,5,1,7,6,28,174,433,Lpp_WT,0.504855,0.114395,781.939,438.109,3,7.48384,1,8,w8_f6_c28,0
46068,4,5,1,8,6,28,167,433,Lpp_WT,0.49603,0.153747,704.062,406.441,5,8.88979,1,8,w8_f6_c28,0
46476,4,5,1,9,6,28,167,426,Lpp_WT,0.495424,0.18051,821.447,461.374,4,7.89427,1,8,w8_f6_c28,0
40315,4,5,1,10,6,28,194,319,Lpp_WT,0.49889,0.155953,803.092,548.108,4,6.68044,1,8,w8_f6_c28,0
40728,4,5,1,11,6,28,204,320,Lpp_WT,0.471794,0.19905,790.49,495.069,5,11.1079,1,8,w8_f6_c28,0
41138,4,5,1,12,6,28,186,320,Lpp_WT,0.514348,0.07247,720.518,369.47,2,5.18716,1,8,w8_f6_c28,0
41548,4,5,1,13,6,28,202,321,Lpp_WT,0.500381,0.147577,777.656,423.426,5,11.1341,1,8,w8_f6_c28,0
41968,4,5,1,14,6,28,183,328,Lpp_WT,0.467635,0.200266,658.9,360.815,4,10.2521,1,8,w8_f6_c28,0
42391,4,5,1,15,6,28,183,320,Lpp_WT,0.484601,0.181709,632.03,413.77,3,7.59736,1,8,w8_f6_c28,0
42819,4,5,1,16,6,28,197,318,Lpp_WT,0.481138,0.180394,623.933,395.731,7,15.7449,1,8,w8_f6_c28,0
43254,4,5,1,17,6,28,182,321,Lpp_WT,0.516086,0.0743301,671.567,346.48,3,9.19543,1,8,w8_f6_c28,0
39578,4,5,1,0,6,3,1395,1040,Lpp_WT,0.464115,0.15362,123.821,219.131,7,8.80246,1,8,w8_f6_c3,0
39929,4,5,1,1,6,3,1325,1060,Lpp_WT,0.47784,0.115241,125.548,249.945,3,5.31815,1,8,w8_f6_c3,0
43655,4,5,1,2,6,3,1380,1023,Lpp_WT,0.5026,0.0915715,125.079,320.532,1,1.44961,1,8,w8_f6_c3,0
44052,4,5,1,3,6,3,1426,1045,Lpp_WT,0.514207,0.0932857,340.902,310.348,7,5.80718,1,8,w8_f6_c3,0
44453,4,5,1,4,6,3,1398,1054,Lpp_WT,0.502531,0.0960436,288.144,375.114,10,11.8763,1,8,w8_f6_c3,0
44853,4,5,1,5,6,3,1432,1022,Lpp_WT,0.486965,0.117374,316.119,369.707,6,11.7628,1,8,w8_f6_c3,0
45257,4,5,1,6,6,3,1448,1039,Lpp_WT,0.495377,0.0863575,296.966,385.629,10,14.1555,1,8,w8_f6_c3,0
45664,4,5,1,7,6,3,1441,975,Lpp_WT,0.493668,0.107838,259.258,394.877,12,15.1685,1,8,w8_f6_c3,0
46069,4,5,1,8,6,3,1436,957,Lpp_WT,0.492267,0.0920771,199.708,432.734,8,10.4005,1,8,w8_f6_c3,0
44455,4,5,1,4,6,32,414,691,Lpp_WT,0.393312,0.255784,115.362,236.159,0,0.0,0,8,w8_f6_c32,0
44854,4,5,1,5,6,32,419,702,Lpp_WT,0.39521,0.242357,118.028,233.029,0,0.0,0,8,w8_f6_c32,0
45258,4,5,1,6,6,32,442,720,Lpp_WT,0.422157,0.217403,115.305,,0,0.0,0,8,w8_f6_c32,0
45665,4,5,1,7,6,32,431,853,Lpp_WT,0.392649,0.267987,116.157,234.383,0,0.0,0,8,w8_f6_c32,0
46070,4,5,1,8,6,32,413,761,Lpp_WT,0.412415,0.27248,114.685,221.834,0,0.0,0,8,w8_f6_c32,0
46477,4,5,1,9,6,32,283,845,Lpp_WT,0.388878,0.312868,114.005,230.028,0,0.0,0,8,w8_f6_c32,0
40316,4,5,1,10,6,32,330,699,Lpp_WT,0.346874,0.400273,113.683,255.672,0,0.0,0,8,w8_f6_c32,0
40729,4,5,1,11,6,32,325,654,Lpp_WT,0.343796,0.371231,116.9,254.514,0,0.0,0,8,w8_f6_c32,0
41139,4,5,1,12,6,32,341,700,Lpp_WT,0.394117,0.292864,114.028,244.694,0,0.0,0,8,w8_f6_c32,0
41549,4,5,1,13,6,32,386,655,Lpp_WT,0.376526,0.321887,114.491,247.042,0,0.0,0,8,w8_f6_c32,0
41969,4,5,1,14,6,32,342,636,Lpp_WT,0.370236,0.32107,113.943,240.139,1,0.611282,1,8,w8_f6_c32,0
42392,4,5,1,15,6,32,362,718,Lpp_WT,0.356192,0.337734,112.926,241.623,0,0.0,0,8,w8_f6_c32,0
42820,4,5,1,16,6,32,413,692,Lpp_WT,0.331534,0.417519,116.594,249.025,0,0.0,0,8,w8_f6_c32,0
43255,4,5,1,17,6,32,396,653,Lpp_WT,0.354344,0.355332,115.37,248.349,0,0.0,0,8,w8_f6_c32,0
44855,4,5,1,5,6,33,45,2006,Lpp_WT,0.430673,0.229917,107.679,,2,10.8197,1,8,w8_f6_c33,0
45259,4,5,1,6,6,33,28,2022,Lpp_WT,0.418368,0.204035,107.687,243.8,5,6.22634,1,8,w8_f6_c33,0
45666,4,5,1,7,6,33,50,2020,Lpp_WT,0.386566,0.289137,108.07,248.348,2,6.19141,1,8,w8_f6_c33,0
46071,4,5,1,8,6,33,43,1998,Lpp_WT,0.41128,0.23034,108.698,283.582,3,11.6842,1,8,w8_f6_c33,0
46478,4,5,1,9,6,33,44,1958,Lpp_WT,0.435465,0.208677,110.275,285.576,4,9.92897,1,8,w8_f6_c33,0
40317,4,5,1,10,6,33,40,1859,Lpp_WT,0.389492,0.270345,110.646,291.294,3,10.8896,1,8,w8_f6_c33,0
40730,4,5,1,11,6,33,46,1850,Lpp_WT,0.397401,0.265877,111.535,348.471,7,11.169,1,8,w8_f6_c33,0
41140,4,5,1,12,6,33,61,1850,Lpp_WT,0.402412,0.296075,111.021,333.422,9,1.08284,1,8,w8_f6_c33,0
41550,4,5,1,13,6,33,99,1828,Lpp_WT,0.404209,0.26896,111.954,296.028,2,11.3436,1,8,w8_f6_c33,0
41970,4,5,1,14,6,33,83,1837,Lpp_WT,0.418905,0.24919,155.361,406.073,2,11.9899,1,8,w8_f6_c33,0
42393,4,5,1,15,6,33,66,1844,Lpp_WT,0.41329,0.290292,218.535,441.879,2,12.0073,1,8,w8_f6_c33,0
42821,4,5,1,16,6,33,66,1854,Lpp_WT,0.39452,0.333009,222.154,438.666,4,13.2997,1,8,w8_f6_c33,0
43256,4,5,1,17,6,33,61,1851,Lpp_WT,0.390783,0.380313,232.273,463.856,3,14.2603,1,8,w8_f6_c33,0
46073,4,5,1,8,6,38,1071,2140,Lpp_WT,0.468563,0.143394,121.408,281.277,0,0.0,0,8,w8_f6_c38,0
46480,4,5,1,9,6,38,1067,2137,Lpp_WT,0.517033,0.0818409,121.856,302.418,0,0.0,0,8,w8_f6_c38,0
40319,4,5,1,10,6,38,1100,2079,Lpp_WT,0.476721,0.152611,134.231,266.313,0,0.0,0,8,w8_f6_c38,0
40732,4,5,1,11,6,38,1105,2087,Lpp_WT,0.470957,0.16205,133.635,290.524,0,0.0,0,8,w8_f6_c38,0
41142,4,5,1,12,6,38,1091,2078,Lpp_WT,0.468048,0.159542,131.703,392.889,0,0.0,0,8,w8_f6_c38,0
41552,4,5,1,13,6,38,1096,2085,Lpp_WT,0.464517,0.169705,131.335,370.046,0,0.0,0,8,w8_f6_c38,0
41972,4,5,1,14,6,38,1095,2082,Lpp_WT,0.459616,0.207146,131.928,484.69,0,0.0,0,8,w8_f6_c38,0
42394,4,5,1,15,6,38,1062,2092,Lpp_WT,0.506367,0.0660111,135.476,483.307,0,0.0,0,8,w8_f6_c38,0
42822,4,5,1,16,6,38,1047,2107,Lpp_WT,0.518018,0.0604462,177.14,1051.83,0,0.0,0,8,w8_f6_c38,0
43257,4,5,1,17,6,38,1075,2083,Lpp_WT,0.521872,0.0562805,230.764,1391.39,0,0.0,0,8,w8_f6_c38,0
39580,4,5,1,0,6,5,981,1929,Lpp_WT,0.30684,0.576239,121.664,217.406,2,4.24404,1,8,w8_f6_c5,0
39930,4,5,1,1,6,5,774,1774,Lpp_WT,0.336541,0.443256,122.288,328.393,2,3.29219,1,8,w8_f6_c5,0
43656,4,5,1,2,6,5,721,1763,Lpp_WT,0.408358,0.274225,121.258,439.49,2,2.22681,1,8,w8_f6_c5,0
44054,4,5,1,3,6,5,715,1751,Lpp_WT,0.426542,0.285138,123.525,490.581,2,2.0085,1,8,w8_f6_c5,0
44456,4,5,1,4,6,5,756,1751,Lpp_WT,0.425099,0.264806,125.99,525.731,1,0.916923,1,8,w8_f6_c5,0
44858,4,5,1,5,6,5,740,1738,Lpp_WT,0.422579,0.246866,126.162,535.624,2,10.0076,1,8,w8_f6_c5,0
45263,4,5,1,6,6,5,728,1735,Lpp_WT,0.433309,0.221562,127.496,521.934,2,7.69342,1,8,w8_f6_c5,0
45668,4,5,1,7,6,5,728,1724,Lpp_WT,0.414845,0.252966,133.632,518.294,2,5.47534,1,8,w8_f6_c5,0
46074,4,5,1,8,6,5,734,1702,Lpp_WT,0.435136,0.232123,142.99,550.969,2,5.76352,1,8,w8_f6_c5,0
46482,4,5,1,9,6,5,730,1717,Lpp_WT,0.416615,0.264499,148.873,515.155,2,5.00378,1,8,w8_f6_c5,0
40328,4,5,1,10,6,5,764,1614,Lpp_WT,0.410185,0.270436,151.57,464.299,2,5.30069,1,8,w8_f6_c5,0
40741,4,5,1,11,6,5,763,1607,Lpp_WT,0.421226,0.256763,154.612,462.094,2,5.44914,1,8,w8_f6_c5,0
41150,4,5,1,12,6,5,790,1604,Lpp_WT,0.425271,0.241009,201.765,626.891,2,5.00378,1,8,w8_f6_c5,0
41560,4,5,1,13,6,5,802,1622,Lpp_WT,0.418948,0.258166,182.102,565.95,3,6.07789,1,8,w8_f6_c5,0
41980,4,5,1,14,6,5,785,1586,Lpp_WT,0.435415,0.244035,208.28,633.619,2,4.77673,1,8,w8_f6_c5,0
42402,4,5,1,15,6,5,783,1617,Lpp_WT,0.426594,0.241441,195.917,631.104,6,10.9157,1,8,w8_f6_c5,0
42830,4,5,1,16,6,5,788,1568,Lpp_WT,0.481856,0.12001,247.999,1600.83,1,5.44041,1,8,w8_f6_c5,0
43265,4,5,1,17,6,5,797,1546,Lpp_WT,0.484856,0.110497,347.68,2979.86,1,3.65023,1,8,w8_f6_c5,0
39581,4,5,1,0,6,6,1439,162,Lpp_WT,0.376913,0.394413,122.309,253.757,8,15.2035,1,8,w8_f6_c6,0
39931,4,5,1,1,6,6,1435,131,Lpp_WT,0.414689,0.335557,124.784,479.675,5,14.3215,1,8,w8_f6_c6,0
43657,4,5,1,2,6,6,1424,148,Lpp_WT,0.431494,0.26269,123.239,557.631,3,4.44489,1,8,w8_f6_c6,0
44055,4,5,1,3,6,6,1427,140,Lpp_WT,0.430653,0.269558,191.826,2251.35,3,12.2082,1,8,w8_f6_c6,0
44457,4,5,1,4,6,6,1421,99,Lpp_WT,0.48302,0.186935,474.924,3122.84,6,10.2783,1,8,w8_f6_c6,0
44859,4,5,1,5,6,6,1414,109,Lpp_WT,0.506575,0.141278,480.489,3930.33,6,7.02974,1,8,w8_f6_c6,0
45264,4,5,1,6,6,6,1411,117,Lpp_WT,0.516688,0.0797091,418.888,3672.61,4,6.51452,1,8,w8_f6_c6,0
45669,4,5,1,7,6,6,1408,121,Lpp_WT,0.509569,0.109363,511.982,4153.18,3,7.60609,1,8,w8_f6_c6,0
46075,4,5,1,8,6,6,1405,126,Lpp_WT,0.513748,0.0795339,346.643,2554.53,4,6.56691,1,8,w8_f6_c6,0
46483,4,5,1,9,6,6,1411,128,Lpp_WT,0.511589,0.111804,437.445,3785.09,4,7.75455,1,8,w8_f6_c6,0
40329,4,5,1,10,6,6,1423,35,Lpp_WT,0.504175,0.116774,467.635,5128.24,5,0.209582,1,8,w8_f6_c6,0
40742,4,5,1,11,6,6,1431,38,Lpp_WT,0.505539,0.120363,447.516,4990.81,1,1.24876,1,8,w8_f6_c6,0
41152,4,5,1,12,6,6,1410,68,Lpp_WT,0.519812,0.0462828,273.365,2713.62,2,0.0523956,1,8,w8_f6_c6,0
41562,4,5,1,13,6,6,1423,69,Lpp_WT,0.519427,0.0486609,294.003,4000.28,1,1.10904,1,8,w8_f6_c6,0
41982,4,5,1,14,6,6,1413,69,Lpp_WT,0.520129,0.0474037,271.652,2834.71,1,0.803399,1,8,w8_f6_c6,0
42408,4,5,1,15,6,6,1415,66,Lpp_WT,0.520113,0.0456229,256.986,2663.18,1,0.253245,1,8,w8_f6_c6,0
42835,4,5,1,16,6,6,1415,68,Lpp_WT,0.513285,0.0470865,264.134,2944.06,1,0.043663,1,8,w8_f6_c6,0
43269,4,5,1,17,6,6,1418,67,Lpp_WT,0.522849,0.0462627,252.146,2854.65,0,0.0,0,8,w8_f6_c6,0
39582,4,5,1,0,6,7,401,162,Lpp_WT,0.390316,0.328622,112.665,230.865,3,5.78971,1,8,w8_f6_c7,0
39932,4,5,1,1,6,7,244,260,Lpp_WT,0.416745,0.252135,115.833,332.361,2,3.59783,1,8,w8_f6_c7,0
43658,4,5,1,2,6,7,241,221,Lpp_WT,0.439881,0.226529,122.421,434.763,0,0.0,0,8,w8_f6_c7,0
44056,4,5,1,3,6,7,249,190,Lpp_WT,0.413449,0.24907,143.476,536.609,0,0.0,0,8,w8_f6_c7,0
44458,4,5,1,4,6,7,239,205,Lpp_WT,0.419825,0.257468,168.128,597.633,1,2.08709,1,8,w8_f6_c7,0
44860,4,5,1,5,6,7,236,231,Lpp_WT,0.433484,0.203034,192.915,588.454,1,1.99977,1,8,w8_f6_c7,0
45265,4,5,1,6,6,7,270,220,Lpp_WT,0.468777,0.140089,186.621,616.185,1,1.73779,1,8,w8_f6_c7,0
45670,4,5,1,7,6,7,326,146,Lpp_WT,0.476035,0.164752,404.672,641.587,6,4.54968,1,8,w8_f6_c7,0
46076,4,5,1,8,6,7,376,109,Lpp_WT,0.492486,0.133083,417.536,591.471,11,3.77248,1,8,w8_f6_c7,0
46484,4,5,1,9,6,7,373,111,Lpp_WT,0.470712,0.18706,563.945,625.067,5,5.44041,1,8,w8_f6_c7,0
40330,4,5,1,10,6,7,260,85,Lpp_WT,0.429524,0.240988,555.361,604.545,3,4.73307,1,8,w8_f6_c7,0
40743,4,5,1,11,6,7,344,86,Lpp_WT,0.45743,0.19826,560.177,619.053,1,0.951853,1,8,w8_f6_c7,0
41153,4,5,1,12,6,7,326,97,Lpp_WT,0.455498,0.193933,367.636,521.401,1,4.56715,1,8,w8_f6_c7,0
41563,4,5,1,13,6,7,323,98,Lpp_WT,0.460393,0.195928,461.455,564.321,1,4.16545,1,8,w8_f6_c7,0
41983,4,5,1,14,6,7,313,102,Lpp_WT,0.460592,0.220499,381.111,575.881,0,0.0,0,8,w8_f6_c7,0
42409,4,5,1,15,6,7,321,103,Lpp_WT,0.464836,0.224062,350.433,505.119,0,0.0,0,8,w8_f6_c7,0
42836,4,5,1,16,6,7,325,100,Lpp_WT,0.472648,0.191417,374.917,544.595,0,0.0,0,8,w8_f6_c7,0
43270,4,5,1,17,6,7,323,96,Lpp_WT,0.458047,0.204463,343.585,580.403,2,4.61081,1,8,w8_f6_c7,0
39583,4,5,1,0,6,8,427,423,Lpp_WT,0.423017,0.263957,120.616,451.147,2,3.6153,1,8,w8_f6_c8,0
39933,4,5,1,1,6,8,344,311,Lpp_WT,0.46861,0.139119,117.389,224.657,0,0.0,0,8,w8_f6_c8,0
43659,4,5,1,2,6,8,389,308,Lpp_WT,0.475375,0.152648,119.864,241.264,1,2.7857,1,8,w8_f6_c8,0
44057,4,5,1,3,6,8,375,292,Lpp_WT,0.45733,0.167618,124.425,291.132,1,3.47557,1,8,w8_f6_c8,0
44459,4,5,1,4,6,8,379,327,Lpp_WT,0.48697,0.144619,128.772,344.293,2,3.81615,1,8,w8_f6_c8,0
44861,4,5,1,5,6,8,363,324,Lpp_WT,0.500325,0.112276,391.623,3022.66,6,4.19165,1,8,w8_f6_c8,0
45266,4,5,1,6,6,8,387,329,Lpp_WT,0.516595,0.0772991,490.353,2794.64,5,2.31414,1,8,w8_f6_c8,0
45671,4,5,1,7,6,8,456,336,Lpp_WT,0.504311,0.112162,664.56,3033.64,6,6.06042,1,8,w8_f6_c8,0
46077,4,5,1,8,6,8,453,355,Lpp_WT,0.516162,0.0815624,516.618,2264.12,1,1.16144,1,8,w8_f6_c8,0
46485,4,5,1,9,6,8,440,319,Lpp_WT,0.510807,0.103968,755.827,2886.81,4,4.49729,1,8,w8_f6_c8,0
39585,4,5,1,0,7,1,99,422,Lpp_WT,0.387787,0.315003,108.08,227.003,1,2.90796,1,8,w8_f7_c1,0
39934,4,5,1,1,7,1,131,472,Lpp_WT,0.452449,0.185562,109.576,272.746,3,5.1173,1,8,w8_f7_c1,0
43660,4,5,1,2,7,1,135,423,Lpp_WT,0.465343,0.133226,108.998,380.726,1,6.47086,1,8,w8_f7_c1,0
44058,4,5,1,3,7,1,152,372,Lpp_WT,0.471056,0.115035,109.239,225.859,2,7.16073,1,8,w8_f7_c1,0
44460,4,5,1,4,7,1,143,402,Lpp_WT,0.464005,0.157679,109.961,691.998,2,2.48006,1,8,w8_f7_c1,0
44862,4,5,1,5,7,1,125,359,Lpp_WT,0.452762,0.174144,108.275,782.367,2,8.62781,1,8,w8_f7_c1,0
45267,4,5,1,6,7,1,121,326,Lpp_WT,0.468999,0.152744,108.805,960.458,2,5.16097,1,8,w8_f7_c1,0
45672,4,5,1,7,7,1,130,341,Lpp_WT,0.482983,0.132849,108.995,1248.33,3,5.41421,1,8,w8_f7_c1,0
46078,4,5,1,8,7,1,121,355,Lpp_WT,0.46345,0.146496,109.156,1394.64,3,6.56691,1,8,w8_f7_c1,0
46486,4,5,1,9,7,1,117,375,Lpp_WT,0.44762,0.180579,109.734,1543.81,3,6.22634,1,8,w8_f7_c1,0
40331,4,5,1,10,7,1,190,246,Lpp_WT,0.486867,0.131004,110.624,1841.11,1,1.87751,1,8,w8_f7_c1,0
40744,4,5,1,11,7,1,200,259,Lpp_WT,0.455975,0.136513,111.403,1736.97,3,12.0685,1,8,w8_f7_c1,0
41154,4,5,1,12,7,1,125,280,Lpp_WT,0.431455,0.179372,109.691,1850.38,3,8.39203,1,8,w8_f7_c1,0
41564,4,5,1,13,7,1,136,322,Lpp_WT,0.428006,0.202149,109.792,1905.14,4,12.7409,1,8,w8_f7_c1,0
41984,4,5,1,14,7,1,117,305,Lpp_WT,0.414683,0.233278,111.499,2001.85,2,14.6096,1,8,w8_f7_c1,0
42410,4,5,1,15,7,1,170,280,Lpp_WT,0.396162,0.294807,180.706,2254.18,2,18.0154,1,8,w8_f7_c1,0
42837,4,5,1,16,7,1,184,279,Lpp_WT,0.443585,0.239882,252.841,2866.01,5,18.3123,1,8,w8_f7_c1,0
43271,4,5,1,17,7,1,124,268,Lpp_WT,0.490404,0.156691,327.609,2743.19,3,25.1586,1,8,w8_f7_c1,0
39935,4,5,1,1,7,10,58,1275,Lpp_WT,0.37513,0.338848,123.303,227.543,2,6.30494,1,8,w8_f7_c10,0
43661,4,5,1,2,7,10,69,1363,Lpp_WT,0.404354,0.317607,173.519,241.108,0,0.0,0,8,w8_f7_c10,0
44059,4,5,1,3,7,10,69,1361,Lpp_WT,0.411591,0.302856,196.058,234.089,0,0.0,0,8,w8_f7_c10,0
44461,4,5,1,4,7,10,89,1391,Lpp_WT,0.402594,0.334017,182.04,252.842,3,3.92094,1,8,w8_f7_c10,0
44863,4,5,1,5,7,10,74,1347,Lpp_WT,0.391782,0.328572,150.667,248.704,0,0.0,0,8,w8_f7_c10,0
