,row,col,plane,t,field,n,x,y,bacteria,ser_edge_tmrm,sdmean_tmrm,annexin647,hoechst,n_legio_per_cell,legio_area,infected,well_id,cell_lbl
1571,3,3,1,15,18,10,1800,1798,NI,0.384407,0.453142,124.42,390.555,0,0.0,0,1,w1_f18_c10
1797,3,3,1,16,18,10,1797,1800,NI,0.37506,0.436471,124.416,408.941,0,0.0,0,1,w1_f18_c10
2021,3,3,1,17,18,10,1794,1836,NI,0.401603,0.362063,125.078,376.069,0,0.0,0,1,w1_f18_c10
2479,3,3,1,3,18,11,678,1850,NI,0.416755,0.22362,120.966,,0,0.0,0,1,w1_f18_c11
2712,3,3,1,4,18,11,698,1865,NI,0.427109,0.221436,121.628,,0,0.0,0,1,w1_f18_c11
2950,3,3,1,5,18,11,698,1865,NI,0.436823,0.215928,122.701,,0,0.0,0,1,w1_f18_c11
3189,3,3,1,6,18,11,767,1950,NI,0.428951,0.229348,122.248,216.497,0,0.0,0,1,w1_f18_c11
3427,3,3,1,7,18,11,735,1892,NI,0.441714,0.166386,124.327,,0,0.0,0,1,w1_f18_c11
3658,3,3,1,8,18,11,753,1898,NI,0.425467,0.234443,122.353,214.269,0,0.0,0,1,w1_f18_c11
3890,3,3,1,9,18,11,733,1890,NI,0.424985,0.218411,124.764,,0,0.0,0,1,w1_f18_c11
423,3,3,1,10,18,11,782,1870,NI,0.451016,0.173063,123.739,216.457,0,0.0,0,1,w1_f18_c11
656,3,3,1,11,18,11,812,1893,NI,0.463575,0.158936,124.248,,0,0.0,0,1,w1_f18_c11
885,3,3,1,12,18,11,797,1860,NI,0.448727,0.185034,124.219,215.691,0,0.0,0,1,w1_f18_c11
1116,3,3,1,13,18,11,800,1841,NI,0.445066,0.187617,124.123,226.523,0,0.0,0,1,w1_f18_c11
1345,3,3,1,14,18,11,796,1815,NI,0.452052,0.183925,124.269,,0,0.0,0,1,w1_f18_c11
1572,3,3,1,15,18,11,799,1821,NI,0.44914,0.198508,124.155,,0,0.0,0,1,w1_f18_c11
1798,3,3,1,16,18,11,804,1865,NI,0.46507,0.159169,124.066,217.661,0,0.0,0,1,w1_f18_c11
2022,3,3,1,17,18,11,827,1882,NI,0.451943,0.177745,124.338,228.717,0,0.0,0,1,w1_f18_c11
49,3,3,1,0,18,2,1292,2083,NI,0.370049,0.333941,120.873,141.856,0,0.0,0,1,w1_f18_c2
208,3,3,1,1,18,2,1248,2046,NI,0.435365,0.194373,122.544,267.667,0,0.0,0,1,w1_f18_c2
2249,3,3,1,2,18,2,1280,2013,NI,0.434244,0.200602,123.33,354.089,0,0.0,0,1,w1_f18_c2
2480,3,3,1,3,18,2,1354,2038,NI,0.431381,0.214474,122.449,417.679,0,0.0,0,1,w1_f18_c2
2713,3,3,1,4,18,2,1315,2034,NI,0.423224,0.234889,123.099,442.921,0,0.0,0,1,w1_f18_c2
2951,3,3,1,5,18,2,1306,2035,NI,0.415857,0.234171,123.373,448.705,0,0.0,0,1,w1_f18_c2
3190,3,3,1,6,18,2,1278,2049,NI,0.408816,0.251877,123.231,432.126,0,0.0,0,1,w1_f18_c2
3428,3,3,1,7,18,2,1267,2031,NI,0.408607,0.26147,123.877,415.805,0,0.0,0,1,w1_f18_c2
3659,3,3,1,8,18,2,1262,2043,NI,0.39998,0.280836,126.963,431.184,0,0.0,0,1,w1_f18_c2
3891,3,3,1,9,18,2,1219,2026,NI,0.39189,0.292872,124.25,417.922,0,0.0,0,1,w1_f18_c2
425,3,3,1,10,18,2,1266,1934,NI,0.402044,0.267329,125.905,470.174,0,0.0,0,1,w1_f18_c2
659,3,3,1,11,18,2,1300,1897,NI,0.412182,0.25641,126.67,450.045,0,0.0,0,1,w1_f18_c2
888,3,3,1,12,18,2,1317,1889,NI,0.410399,0.250275,126.618,434.051,0,0.0,0,1,w1_f18_c2
1119,3,3,1,13,18,2,1284,1896,NI,0.416043,0.238875,126.201,516.475,0,0.0,0,1,w1_f18_c2
1348,3,3,1,14,18,2,1294,1890,NI,0.425733,0.214509,127.125,490.493,0,0.0,0,1,w1_f18_c2
1575,3,3,1,15,18,2,1275,1889,NI,0.424932,0.224095,126.759,515.769,0,0.0,0,1,w1_f18_c2
1801,3,3,1,16,18,2,1306,1884,NI,0.426888,0.215394,127.01,514.161,0,0.0,0,1,w1_f18_c2
2025,3,3,1,17,18,2,1309,1851,NI,0.425588,0.22175,127.098,523.619,0,0.0,0,1,w1_f18_c2
210,3,3,1,1,18,4,494,1964,NI,0.361123,0.392024,115.737,215.514,0,0.0,0,1,w1_f18_c4
2250,3,3,1,2,18,4,622,2070,NI,0.397048,0.281807,118.609,220.79,0,0.0,0,1,w1_f18_c4
2481,3,3,1,3,18,4,565,2050,NI,0.373881,0.316325,115.467,244.697,0,0.0,0,1,w1_f18_c4
2714,3,3,1,4,18,4,521,2057,NI,0.361721,0.3653,115.441,253.143,0,0.0,0,1,w1_f18_c4
2952,3,3,1,5,18,4,552,2053,NI,0.340814,0.434277,115.678,255.059,0,0.0,0,1,w1_f18_c4
3191,3,3,1,6,18,4,521,1987,NI,0.362856,0.356182,115.736,257.005,0,0.0,0,1,w1_f18_c4
3429,3,3,1,7,18,4,524,1998,NI,0.368682,0.35108,116.335,,0,0.0,0,1,w1_f18_c4
3660,3,3,1,8,18,4,450,1951,NI,0.364783,0.354568,115.765,253.338,0,0.0,0,1,w1_f18_c4
3892,3,3,1,9,18,4,470,1965,NI,0.358049,0.393498,116.278,,0,0.0,0,1,w1_f18_c4
426,3,3,1,10,18,4,482,1860,NI,0.3548,0.39758,117.373,290.139,0,0.0,0,1,w1_f18_c4
660,3,3,1,11,18,4,612,1889,NI,0.366947,0.363286,118.787,299.807,0,0.0,0,1,w1_f18_c4
889,3,3,1,12,18,4,544,1851,NI,0.364026,0.397825,118.487,298.661,0,0.0,0,1,w1_f18_c4
1120,3,3,1,13,18,4,583,1847,NI,0.35865,0.395909,118.225,318.364,0,0.0,0,1,w1_f18_c4
1349,3,3,1,14,18,4,572,1840,NI,0.346404,0.446615,118.8,313.335,0,0.0,0,1,w1_f18_c4
1576,3,3,1,15,18,4,564,1833,NI,0.347641,0.430466,118.546,311.774,0,0.0,0,1,w1_f18_c4
1802,3,3,1,16,18,4,557,1844,NI,0.341138,0.445984,119.009,320.196,0,0.0,0,1,w1_f18_c4
2026,3,3,1,17,18,4,552,1832,NI,0.351987,0.408222,119.455,314.707,0,0.0,0,1,w1_f18_c4
211,3,3,1,1,18,5,602,533,NI,0.411352,0.310209,119.822,409.736,0,0.0,0,1,w1_f18_c5
2251,3,3,1,2,18,5,546,507,NI,0.398914,0.367914,120.476,574.224,0,0.0,0,1,w1_f18_c5
2482,3,3,1,3,18,5,544,509,NI,0.42776,0.278601,119.843,629.829,0,0.0,0,1,w1_f18_c5
2715,3,3,1,4,18,5,522,474,NI,0.427963,0.248952,119.506,628.12,0,0.0,0,1,w1_f18_c5
2953,3,3,1,5,18,5,481,490,NI,0.42639,0.250354,119.581,605.789,0,0.0,0,1,w1_f18_c5
3192,3,3,1,6,18,5,510,507,NI,0.444305,0.24347,119.204,599.422,0,0.0,0,1,w1_f18_c5
3430,3,3,1,7,18,5,478,470,NI,0.436722,0.242909,120.286,618.066,0,0.0,0,1,w1_f18_c5
3661,3,3,1,8,18,5,461,476,NI,0.436321,0.215496,119.523,603.269,0,0.0,0,1,w1_f18_c5
3893,3,3,1,9,18,5,460,453,NI,0.441675,0.216105,120.619,613.053,0,0.0,0,1,w1_f18_c5
427,3,3,1,10,18,5,509,387,NI,0.438131,0.205116,119.438,588.471,0,0.0,0,1,w1_f18_c5
661,3,3,1,11,18,5,498,378,NI,0.445237,0.2182,121.238,602.129,0,0.0,0,1,w1_f18_c5
890,3,3,1,12,18,5,468,313,NI,0.454983,0.165295,123.455,583.681,0,0.0,0,1,w1_f18_c5
1121,3,3,1,13,18,5,520,363,NI,0.453736,0.181328,121.571,572.767,0,0.0,0,1,w1_f18_c5
1350,3,3,1,14,18,5,491,317,NI,0.439515,0.21484,125.309,594.178,0,0.0,0,1,w1_f18_c5
1577,3,3,1,15,18,5,494,345,NI,0.446461,0.201022,123.376,569.901,0,0.0,0,1,w1_f18_c5
1803,3,3,1,16,18,5,500,320,NI,0.455313,0.181489,122.337,569.888,0,0.0,0,1,w1_f18_c5
2027,3,3,1,17,18,5,550,318,NI,0.452436,0.18562,122.528,557.868,0,0.0,0,1,w1_f18_c5
212,3,3,1,1,18,6,1786,942,NI,0.358713,0.575122,124.269,703.202,0,0.0,0,1,w1_f18_c6
2252,3,3,1,2,18,6,1729,901,NI,0.411134,0.384712,125.214,478.733,0,0.0,0,1,w1_f18_c6
2483,3,3,1,3,18,6,1699,921,NI,0.420062,0.368805,125.708,714.58,0,0.0,0,1,w1_f18_c6
2716,3,3,1,4,18,6,1707,899,NI,0.418456,0.391695,128.31,891.05,0,0.0,0,1,w1_f18_c6
2954,3,3,1,5,18,6,1696,899,NI,0.398812,0.402062,131.963,910.421,0,0.0,0,1,w1_f18_c6
3193,3,3,1,6,18,6,1703,895,NI,0.407178,0.330834,129.028,919.852,0,0.0,0,1,w1_f18_c6
3431,3,3,1,7,18,6,1720,891,NI,0.38221,0.422009,130.22,802.489,0,0.0,0,1,w1_f18_c6
3662,3,3,1,8,18,6,1713,894,NI,0.409079,0.380733,133.155,1070.68,0,0.0,0,1,w1_f18_c6
3894,3,3,1,9,18,6,1716,887,NI,0.421124,0.360422,132.624,924.499,0,0.0,0,1,w1_f18_c6
428,3,3,1,10,18,6,1733,771,NI,0.419286,0.328976,132.718,1144.78,0,0.0,0,1,w1_f18_c6
662,3,3,1,11,18,6,1761,725,NI,0.438485,0.318345,132.217,841.299,0,0.0,0,1,w1_f18_c6
891,3,3,1,12,18,6,1758,722,NI,0.436317,0.30508,133.179,826.919,0,0.0,0,1,w1_f18_c6
1122,3,3,1,13,18,6,1774,768,NI,0.487859,0.087231,138.22,1836.06,0,0.0,0,1,w1_f18_c6
1351,3,3,1,14,18,6,1773,749,NI,0.515653,0.077246,254.494,5819.22,0,0.0,0,1,w1_f18_c6
1578,3,3,1,15,18,6,1773,753,NI,0.515944,0.072109,417.463,7496.75,0,0.0,0,1,w1_f18_c6
1804,3,3,1,16,18,6,1734,762,NI,0.515776,0.0799648,885.515,6951.94,0,0.0,0,1,w1_f18_c6
2028,3,3,1,17,18,6,1730,756,NI,0.509542,0.0978827,1115.66,4900.51,0,0.0,0,1,w1_f18_c6
213,3,3,1,1,18,7,910,1557,NI,0.331745,0.561471,125.791,492.207,0,0.0,0,1,w1_f18_c7
2253,3,3,1,2,18,7,955,1542,NI,0.332775,0.553312,126.703,593.363,0,0.0,0,1,w1_f18_c7
2484,3,3,1,3,18,7,979,1514,NI,0.364585,0.415007,127.174,735.898,0,0.0,0,1,w1_f18_c7
2717,3,3,1,4,18,7,965,1528,NI,0.365505,0.460984,128.358,782.207,0,0.0,0,1,w1_f18_c7
2955,3,3,1,5,18,7,942,1538,NI,0.379766,0.368887,130.056,853.886,0,0.0,0,1,w1_f18_c7
3194,3,3,1,6,18,7,949,1528,NI,0.41815,0.270173,130.976,815.239,0,0.0,0,1,w1_f18_c7
3432,3,3,1,7,18,7,891,1504,NI,0.403889,0.302252,132.944,821.869,0,0.0,0,1,w1_f18_c7
3663,3,3,1,8,18,7,895,1525,NI,0.409781,0.286084,133.424,921.534,0,0.0,0,1,w1_f18_c7
3895,3,3,1,9,18,7,910,1521,NI,0.403399,0.289532,132.615,868.398,0,0.0,0,1,w1_f18_c7
429,3,3,1,10,18,7,913,1420,NI,0.401733,0.293676,132.714,987.401,0,0.0,0,1,w1_f18_c7
663,3,3,1,11,18,7,952,1389,NI,0.388298,0.35638,132.925,967.637,0,0.0,0,1,w1_f18_c7
892,3,3,1,12,18,7,1032,1391,NI,0.371769,0.42675,132.651,870.452,0,0.0,0,1,w1_f18_c7
1123,3,3,1,13,18,7,1029,1414,NI,0.38723,0.368682,134.571,981.505,0,0.0,0,1,w1_f18_c7
1352,3,3,1,14,18,7,1039,1404,NI,0.505107,0.0940335,195.389,4066.6,0,0.0,0,1,w1_f18_c7
1579,3,3,1,15,18,7,1021,1388,NI,0.517062,0.0757593,343.725,6524.49,0,0.0,0,1,w1_f18_c7
1805,3,3,1,16,18,7,1048,1385,NI,0.516402,0.0739338,401.619,6678.92,0,0.0,0,1,w1_f18_c7
2029,3,3,1,17,18,7,1032,1393,NI,0.514161,0.0791835,906.61,3184.75,0,0.0,0,1,w1_f18_c7
214,3,3,1,1,18,8,1420,1781,NI,0.447683,0.215429,124.439,225.866,0,0.0,0,1,w1_f18_c8
2254,3,3,1,2,18,8,1443,1777,NI,0.454534,0.224292,124.376,246.99,0,0.0,0,1,w1_f18_c8
2485,3,3,1,3,18,8,1439,1766,NI,0.454291,0.204252,124.342,260.979,0,0.0,0,1,w1_f18_c8
2718,3,3,1,4,18,8,1439,1766,NI,0.459734,0.181607,125.063,293.811,0,0.0,0,1,w1_f18_c8
2956,3,3,1,5,18,8,1438,1756,NI,0.464209,0.201409,125.099,318.266,0,0.0,0,1,w1_f18_c8
3195,3,3,1,6,18,8,1424,1740,NI,0.451631,0.214839,125.189,309.406,0,0.0,0,1,w1_f18_c8
3433,3,3,1,7,18,8,1423,1746,NI,0.447338,0.227073,125.73,286.465,0,0.0,0,1,w1_f18_c8
3664,3,3,1,8,18,8,1448,1746,NI,0.445557,0.228355,125.475,319.033,0,0.0,0,1,w1_f18_c8
3896,3,3,1,9,18,8,1430,1743,NI,0.451485,0.20422,126.348,307.092,0,0.0,0,1,w1_f18_c8
430,3,3,1,10,18,8,1433,1630,NI,0.44505,0.229937,126.791,344.454,0,0.0,0,1,w1_f18_c8
664,3,3,1,11,18,8,1474,1592,NI,0.439748,0.227378,127.679,289.849,0,0.0,0,1,w1_f18_c8
893,3,3,1,12,18,8,1493,1597,NI,0.454233,0.209687,126.825,287.999,0,0.0,0,1,w1_f18_c8
1124,3,3,1,13,18,8,1483,1597,NI,0.455465,0.198689,127.701,344.185,0,0.0,0,1,w1_f18_c8
1353,3,3,1,14,18,8,1493,1603,NI,0.459008,0.195896,128.409,328.728,0,0.0,0,1,w1_f18_c8
1580,3,3,1,15,18,8,1477,1597,NI,0.451885,0.205262,137.918,360.982,0,0.0,0,1,w1_f18_c8
1806,3,3,1,16,18,8,1477,1598,NI,0.440955,0.213537,141.519,372.991,0,0.0,0,1,w1_f18_c8
2030,3,3,1,17,18,8,1494,1592,NI,0.448897,0.21751,242.489,374.537,0,0.0,0,1,w1_f18_c8
215,3,3,1,1,18,9,43,1769,NI,0.360021,0.417678,115.513,332.185,0,0.0,0,1,w1_f18_c9
2255,3,3,1,2,18,9,45,1739,NI,0.377553,0.31072,121.755,360.817,0,0.0,0,1,w1_f18_c9
2486,3,3,1,3,18,9,37,1740,NI,0.378838,0.331343,121.833,425.866,0,0.0,0,1,w1_f18_c9
2719,3,3,1,4,18,9,53,1745,NI,0.396107,0.320916,124.713,440.313,0,0.0,0,1,w1_f18_c9
2957,3,3,1,5,18,9,74,1735,NI,0.398389,0.315514,132.734,448.471,0,0.0,0,1,w1_f18_c9
3196,3,3,1,6,18,9,73,1743,NI,0.442283,0.218644,135.653,490.082,0,0.0,0,1,w1_f18_c9
3434,3,3,1,7,18,9,82,1745,NI,0.414538,0.283644,137.469,502.647,0,0.0,0,1,w1_f18_c9
3665,3,3,1,8,18,9,66,1713,NI,0.441192,0.212207,140.556,541.696,0,0.0,0,1,w1_f18_c9
3897,3,3,1,9,18,9,55,1726,NI,0.422583,0.244147,140.878,555.95,0,0.0,0,1,w1_f18_c9
217,3,3,1,1,19,3,1523,369,NI,0.337034,0.578154,140.606,218.181,0,0.0,0,1,w1_f19_c3
2257,3,3,1,2,19,3,1549,340,NI,0.377825,0.428073,147.992,231.882,0,0.0,0,1,w1_f19_c3
2488,3,3,1,3,19,3,1543,339,NI,0.391915,0.365791,164.031,260.677,0,0.0,0,1,w1_f19_c3
2721,3,3,1,4,19,3,1535,334,NI,0.368761,0.46773,158.393,260.873,0,0.0,0,1,w1_f19_c3
2958,3,3,1,5,19,3,1489,347,NI,0.376053,0.483274,142.819,,0,0.0,0,1,w1_f19_c3
3197,3,3,1,6,19,3,1691,371,NI,0.367625,0.512273,174.166,256.242,0,0.0,0,1,w1_f19_c3
3435,3,3,1,7,19,3,1710,369,NI,0.364112,0.515073,151.686,,0,0.0,0,1,w1_f19_c3
3666,3,3,1,8,19,3,1778,367,NI,0.35636,0.555511,150.478,,0,0.0,0,1,w1_f19_c3
3898,3,3,1,9,19,3,1684,360,NI,0.368306,0.473641,171.651,232.647,0,0.0,0,1,w1_f19_c3
431,3,3,1,10,19,3,1717,255,NI,0.370221,0.468174,166.313,,0,0.0,0,1,w1_f19_c3
666,3,3,1,11,19,3,1801,297,NI,0.356499,0.527194,180.528,214.056,0,0.0,0,1,w1_f19_c3
895,3,3,1,12,19,3,1801,297,NI,0.366464,0.4893,156.62,,0,0.0,0,1,w1_f19_c3
1125,3,3,1,13,19,3,1774,209,NI,0.367652,0.46953,161.749,,0,0.0,0,1,w1_f19_c3
1354,3,3,1,14,19,3,1758,183,NI,0.367371,0.458618,154.245,,0,0.0,0,1,w1_f19_c3
1581,3,3,1,15,19,3,1748,218,NI,0.383918,0.335884,169.036,,0,0.0,0,1,w1_f19_c3
1807,3,3,1,16,19,3,1747,216,NI,0.377614,0.404291,157.689,,0,0.0,0,1,w1_f19_c3
2031,3,3,1,17,19,3,1730,222,NI,0.386792,0.368771,159.895,,0,0.0,0,1,w1_f19_c3
218,3,3,1,1,19,4,1952,1190,NI,0.392328,0.501778,118.91,417.68,0,0.0,0,1,w1_f19_c4
2258,3,3,1,2,19,4,1946,1171,NI,0.363182,0.547264,119.422,551.835,0,0.0,0,1,w1_f19_c4
2489,3,3,1,3,19,4,1933,1187,NI,0.508918,0.0900708,205.982,1653.62,0,0.0,0,1,w1_f19_c4
2722,3,3,1,4,19,4,1942,1180,NI,0.507938,0.0960997,254.457,2661.78,0,0.0,0,1,w1_f19_c4
2959,3,3,1,5,19,4,1939,1196,NI,0.499706,0.0963459,323.907,2796.21,0,0.0,0,1,w1_f19_c4
3198,3,3,1,6,19,4,1937,1178,NI,0.511169,0.0752683,333.403,4493.57,0,0.0,0,1,w1_f19_c4
3436,3,3,1,7,19,4,1944,1172,NI,0.515716,0.0891109,481.084,3996.91,0,0.0,0,1,w1_f19_c4
3667,3,3,1,8,19,4,1951,1166,NI,0.52099,0.0984751,880.776,3762.81,0,0.0,0,1,w1_f19_c4
3899,3,3,1,9,19,4,1955,1163,NI,0.511256,0.119012,1348.35,5116.11,0,0.0,0,1,w1_f19_c4
432,3,3,1,10,19,4,1970,1066,NI,0.510803,0.134636,1476.39,4798.38,0,0.0,0,1,w1_f19_c4
667,3,3,1,11,19,4,2007,1030,NI,0.514398,0.141431,1578.48,4557.3,0,0.0,0,1,w1_f19_c4
896,3,3,1,12,19,4,2008,1034,NI,0.507665,0.147897,1618.51,3645.1,0,0.0,0,1,w1_f19_c4
1126,3,3,1,13,19,4,2004,1033,NI,0.508262,0.136107,1630.56,4497.04,0,0.0,0,1,w1_f19_c4
1355,3,3,1,14,19,4,2007,1038,NI,0.509182,0.141647,1663.25,4181.38,0,0.0,0,1,w1_f19_c4
1582,3,3,1,15,19,4,2003,1028,NI,0.502086,0.125278,1625.63,4670.61,0,0.0,0,1,w1_f19_c4
1808,3,3,1,16,19,4,2003,1029,NI,0.502705,0.137197,1679.07,4211.39,0,0.0,0,1,w1_f19_c4
2032,3,3,1,17,19,4,1999,1032,NI,0.503655,0.142906,1688.58,4319.17,0,0.0,0,1,w1_f19_c4
219,3,3,1,1,19,5,631,1585,NI,0.279741,0.753915,120.59,287.603,0,0.0,0,1,w1_f19_c5
2259,3,3,1,2,19,5,616,1574,NI,0.283124,0.73392,121.031,347.467,0,0.0,0,1,w1_f19_c5
2490,3,3,1,3,19,5,632,1568,NI,0.275679,0.692824,121.248,379.847,0,0.0,0,1,w1_f19_c5
2723,3,3,1,4,19,5,586,1586,NI,0.281854,0.654712,121.466,381.837,0,0.0,0,1,w1_f19_c5
2960,3,3,1,5,19,5,610,1585,NI,0.284036,0.609491,121.586,345.551,0,0.0,0,1,w1_f19_c5
3199,3,3,1,6,19,5,580,1594,NI,0.295834,0.536043,122.014,359.925,0,0.0,0,1,w1_f19_c5
3437,3,3,1,7,19,5,569,1613,NI,0.30888,0.498989,121.389,307.799,0,0.0,0,1,w1_f19_c5
3668,3,3,1,8,19,5,583,1635,NI,0.322946,0.455504,121.071,269.326,0,0.0,0,1,w1_f19_c5
3900,3,3,1,9,19,5,558,1668,NI,0.338951,0.44536,121.963,297.144,0,0.0,0,1,w1_f19_c5
433,3,3,1,10,19,5,576,1557,NI,0.335248,0.471161,122.471,303.204,0,0.0,0,1,w1_f19_c5
668,3,3,1,11,19,5,621,1500,NI,0.343697,0.447497,123.727,305.499,0,0.0,0,1,w1_f19_c5
897,3,3,1,12,19,5,617,1533,NI,0.34393,0.4803,123.186,288.877,0,0.0,0,1,w1_f19_c5
1127,3,3,1,13,19,5,586,1505,NI,0.332166,0.52475,124.388,305.282,0,0.0,0,1,w1_f19_c5
1356,3,3,1,14,19,5,595,1483,NI,0.330587,0.527338,124.095,308.9,0,0.0,0,1,w1_f19_c5
1583,3,3,1,15,19,5,654,1457,NI,0.32506,0.491474,125.21,327.062,0,0.0,0,1,w1_f19_c5
1809,3,3,1,16,19,5,638,1460,NI,0.333434,0.477807,125.018,332.087,0,0.0,0,1,w1_f19_c5
2033,3,3,1,17,19,5,616,1450,NI,0.324649,0.54274,125.348,334.3,0,0.0,0,1,w1_f19_c5
3438,3,3,1,7,19,7,24,742,NI,0.40835,0.240282,108.071,379.266,0,0.0,0,1,w1_f19_c7
3669,3,3,1,8,19,7,38,723,NI,0.385303,0.294299,109.319,382.38,0,0.0,0,1,w1_f19_c7
3901,3,3,1,9,19,7,33,774,NI,0.394233,0.253586,108.323,360.462,0,0.0,0,1,w1_f19_c7
434,3,3,1,10,19,7,56,637,NI,0.370003,0.311376,109.122,379.936,0,0.0,0,1,w1_f19_c7
669,3,3,1,11,19,7,75,554,NI,0.396315,0.290084,109.527,,0,0.0,0,1,w1_f19_c7
898,3,3,1,12,19,7,85,567,NI,0.373754,0.342526,110.772,428.476,0,0.0,0,1,w1_f19_c7
1128,3,3,1,13,19,7,85,553,NI,0.408562,0.262641,109.694,,0,0.0,0,1,w1_f19_c7
1357,3,3,1,14,19,7,110,562,NI,0.416359,0.228292,111.024,416.601,0,0.0,0,1,w1_f19_c7
1584,3,3,1,15,19,7,133,541,NI,0.450024,0.184315,110.821,404.229,0,0.0,0,1,w1_f19_c7
1810,3,3,1,16,19,7,136,527,NI,0.434031,0.188484,110.747,416.516,0,0.0,0,1,w1_f19_c7
2034,3,3,1,17,19,7,137,529,NI,0.436957,0.199106,111.235,420.536,0,0.0,0,1,w1_f19_c7
53,3,3,1,0,1,1,1068,1607,NI,0.258716,0.731184,124.017,,0,0.0,0,1,w1_f1_c1
220,3,3,1,1,1,1,930,1599,NI,0.27375,0.613313,124.67,304.92,0,0.0,0,1,w1_f1_c1
2261,3,3,1,2,1,1,897,1581,NI,0.29403,0.562842,124.525,338.485,0,0.0,0,1,w1_f1_c1
2492,3,3,1,3,1,1,914,1579,NI,0.304245,0.524341,124.373,343.873,0,0.0,0,1,w1_f1_c1
2725,3,3,1,4,1,1,928,1576,NI,0.319935,0.435536,124.25,344.186,0,0.0,0,1,w1_f1_c1
2962,3,3,1,5,1,1,903,1558,NI,0.317647,0.47809,124.8,338.308,0,0.0,0,1,w1_f1_c1
3200,3,3,1,6,1,1,886,1574,NI,0.313071,0.499123,125.19,339.316,0,0.0,0,1,w1_f1_c1
3439,3,3,1,7,1,1,910,1576,NI,0.300042,0.542079,125.105,348.416,0,0.0,0,1,w1_f1_c1
3670,3,3,1,8,1,1,871,1582,NI,0.29869,0.547138,125.255,359.767,0,0.0,0,1,w1_f1_c1
3903,3,3,1,9,1,1,865,1566,NI,0.295503,0.550471,125.391,366.07,0,0.0,0,1,w1_f1_c1
436,3,3,1,10,1,1,921,1478,NI,0.288692,0.574676,125.022,363.345,0,0.0,0,1,w1_f1_c1
670,3,3,1,11,1,1,946,1455,NI,0.286256,0.64144,125.653,363.772,0,0.0,0,1,w1_f1_c1
899,3,3,1,12,1,1,990,1446,NI,0.288798,0.570805,125.975,378.468,0,0.0,0,1,w1_f1_c1
1129,3,3,1,13,1,1,950,1447,NI,0.28914,0.6197,126.262,378.823,0,0.0,0,1,w1_f1_c1
1358,3,3,1,14,1,1,958,1455,NI,0.286029,0.628739,126.841,381.227,0,0.0,0,1,w1_f1_c1
1585,3,3,1,15,1,1,991,1474,NI,0.297664,0.576404,126.584,384.183,0,0.0,0,1,w1_f1_c1
1811,3,3,1,16,1,1,950,1437,NI,0.295826,0.608635,127.043,392.938,0,0.0,0,1,w1_f1_c1
2035,3,3,1,17,1,1,985,1457,NI,0.296109,0.627301,127.627,397.997,0,0.0,0,1,w1_f1_c1
55,3,3,1,0,1,3,1038,92,NI,0.357376,0.40323,121.181,341.791,0,0.0,0,1,w1_f1_c3
221,3,3,1,1,1,3,968,51,NI,0.399574,0.331,124.044,606.899,0,0.0,0,1,w1_f1_c3
2262,3,3,1,2,1,3,1001,137,NI,0.454834,0.195039,123.152,906.987,0,0.0,0,1,w1_f1_c3
2493,3,3,1,3,1,3,998,166,NI,0.470649,0.143114,126.3,1283.34,0,0.0,0,1,w1_f1_c3
2726,3,3,1,4,1,3,1025,151,NI,0.491162,0.116475,126.853,1418.14,0,0.0,0,1,w1_f1_c3
2963,3,3,1,5,1,3,1083,154,NI,0.454062,0.161873,128.929,1584.91,0,0.0,0,1,w1_f1_c3
3201,3,3,1,6,1,3,1070,168,NI,0.442212,0.182726,132.9,1794.39,0,0.0,0,1,w1_f1_c3
3440,3,3,1,7,1,3,1079,152,NI,0.448069,0.162816,134.45,1823.96,0,0.0,0,1,w1_f1_c3
3671,3,3,1,8,1,3,1097,148,NI,0.443195,0.178411,130.81,1850.38,0,0.0,0,1,w1_f1_c3
3904,3,3,1,9,1,3,1101,157,NI,0.455931,0.164533,133.5,1901.3,0,0.0,0,1,w1_f1_c3
56,3,3,1,0,1,4,1056,485,NI,0.296724,0.561071,123.53,234.927,0,0.0,0,1,w1_f1_c4
222,3,3,1,1,1,4,992,438,NI,0.326139,0.431979,124.86,384.98,0,0.0,0,1,w1_f1_c4
2263,3,3,1,2,1,4,954,458,NI,0.374378,0.327715,124.322,425.334,0,0.0,0,1,w1_f1_c4
2494,3,3,1,3,1,4,939,428,NI,0.374853,0.304909,124.36,430.916,0,0.0,0,1,w1_f1_c4
2727,3,3,1,4,1,4,940,414,NI,0.4264,0.245322,123.932,420.255,0,0.0,0,1,w1_f1_c4
2964,3,3,1,5,1,4,971,417,NI,0.389599,0.282323,124.557,434.768,0,0.0,0,1,w1_f1_c4
3202,3,3,1,6,1,4,984,426,NI,0.359627,0.344542,124.93,424.697,0,0.0,0,1,w1_f1_c4
3441,3,3,1,7,1,4,1004,421,NI,0.36713,0.325918,124.776,414.12,0,0.0,0,1,w1_f1_c4
3672,3,3,1,8,1,4,1024,426,NI,0.36616,0.34817,124.418,380.43,0,0.0,0,1,w1_f1_c4
3905,3,3,1,9,1,4,1039,427,NI,0.379375,0.320409,124.456,370.969,0,0.0,0,1,w1_f1_c4
438,3,3,1,10,1,4,1077,316,NI,0.389466,0.303515,124.441,369.757,0,0.0,0,1,w1_f1_c4
672,3,3,1,11,1,4,1104,304,NI,0.364003,0.348847,125.105,357.004,0,0.0,0,1,w1_f1_c4
