,row,col,plane,t,field,n,x,y,bacteria,ser_edge_tmrm,sdmean_tmrm,annexin647,hoechst,n_legio_per_cell,legio_area,infected,well_id,cell_lbl
1329,3,3,1,14,15,9,1996,957,NI,0.426062,0.227038,119.434,507.1,0,0.0,0,1,w1_f15_c9
1557,3,3,1,15,15,9,2012,945,NI,0.434207,0.211812,119.426,532.268,0,0.0,0,1,w1_f15_c9
1784,3,3,1,16,15,9,1998,959,NI,0.429685,0.218574,120.126,481.327,0,0.0,0,1,w1_f15_c9
2006,3,3,1,17,15,9,1995,976,NI,0.424195,0.251487,120.636,467.588,0,0.0,0,1,w1_f15_c9
38,3,3,1,0,16,1,197,1518,NI,0.338283,0.468161,111.438,217.923,0,0.0,0,1,w1_f16_c1
192,3,3,1,1,16,1,114,1436,NI,0.366643,0.3975,111.566,329.371,0,0.0,0,1,w1_f16_c1
2232,3,3,1,2,16,1,107,1404,NI,0.379533,0.347582,111.947,438.309,0,0.0,0,1,w1_f16_c1
2460,3,3,1,3,16,1,112,1371,NI,0.396784,0.309851,113.582,494.948,0,0.0,0,1,w1_f16_c1
2694,3,3,1,4,16,1,89,1439,NI,0.389702,0.32756,113.902,505.748,0,0.0,0,1,w1_f16_c1
2933,3,3,1,5,16,1,86,1396,NI,0.402223,0.300731,114.003,522.981,0,0.0,0,1,w1_f16_c1
3171,3,3,1,6,16,1,89,1420,NI,0.397475,0.317829,115.627,515.31,0,0.0,0,1,w1_f16_c1
3408,3,3,1,7,16,1,70,1417,NI,0.398549,0.309514,114.939,497.542,0,0.0,0,1,w1_f16_c1
3642,3,3,1,8,16,1,68,1374,NI,0.386555,0.366151,117.584,489.141,0,0.0,0,1,w1_f16_c1
3873,3,3,1,9,16,1,63,1400,NI,0.386826,0.333497,114.482,500.412,0,0.0,0,1,w1_f16_c1
405,3,3,1,10,16,1,87,1306,NI,0.390571,0.301443,115.118,594.974,0,0.0,0,1,w1_f16_c1
642,3,3,1,11,16,1,111,1278,NI,0.378847,0.393233,114.721,657.898,0,0.0,0,1,w1_f16_c1
871,3,3,1,12,16,1,104,1258,NI,0.379978,0.35746,116.403,612.41,0,0.0,0,1,w1_f16_c1
1101,3,3,1,13,16,1,107,1239,NI,0.385231,0.320245,115.909,640.642,0,0.0,0,1,w1_f16_c1
1330,3,3,1,14,16,1,100,1262,NI,0.36924,0.332603,116.401,647.32,0,0.0,0,1,w1_f16_c1
1558,3,3,1,15,16,1,104,1265,NI,0.372028,0.364531,117.124,643.03,0,0.0,0,1,w1_f16_c1
1785,3,3,1,16,16,1,96,1292,NI,0.373674,0.380895,116.877,657.075,0,0.0,0,1,w1_f16_c1
2007,3,3,1,17,16,1,96,1270,NI,0.367775,0.374295,119.444,663.666,0,0.0,0,1,w1_f16_c1
193,3,3,1,1,16,10,1870,1556,NI,0.313739,0.648398,118.738,216.974,0,0.0,0,1,w1_f16_c10
2233,3,3,1,2,16,10,1880,1531,NI,0.310432,0.598141,119.128,287.292,0,0.0,0,1,w1_f16_c10
2461,3,3,1,3,16,10,1870,1535,NI,0.315995,0.589156,118.957,287.895,0,0.0,0,1,w1_f16_c10
2695,3,3,1,4,16,10,1986,1463,NI,0.322765,0.589751,118.03,282.526,0,0.0,0,1,w1_f16_c10
2934,3,3,1,5,16,10,1876,1521,NI,0.29163,0.719075,118.781,362.302,0,0.0,0,1,w1_f16_c10
3172,3,3,1,6,16,10,2038,1420,NI,0.297362,0.690241,118.646,310.972,0,0.0,0,1,w1_f16_c10
3409,3,3,1,7,16,10,2049,1419,NI,0.303706,0.719442,118.898,302.894,0,0.0,0,1,w1_f16_c10
3643,3,3,1,8,16,10,1977,1449,NI,0.319568,0.643007,118.865,269.641,0,0.0,0,1,w1_f16_c10
3874,3,3,1,9,16,10,1975,1452,NI,0.300936,0.640429,118.9,289.416,0,0.0,0,1,w1_f16_c10
406,3,3,1,10,16,10,2051,1321,NI,0.29606,0.615046,118.648,333.931,0,0.0,0,1,w1_f16_c10
643,3,3,1,11,16,10,2077,1273,NI,0.30662,0.623795,118.482,289.089,0,0.0,0,1,w1_f16_c10
872,3,3,1,12,16,10,2055,1304,NI,0.304767,0.637648,118.53,273.066,0,0.0,0,1,w1_f16_c10
1102,3,3,1,13,16,10,2040,1316,NI,0.307172,0.655305,118.395,285.336,0,0.0,0,1,w1_f16_c10
1331,3,3,1,14,16,10,2029,1324,NI,0.299545,0.632039,118.831,291.62,0,0.0,0,1,w1_f16_c10
1559,3,3,1,15,16,10,2068,1270,NI,0.315565,0.569289,118.346,284.312,0,0.0,0,1,w1_f16_c10
1786,3,3,1,16,16,10,2049,1293,NI,0.319942,0.550363,118.619,321.301,0,0.0,0,1,w1_f16_c10
2008,3,3,1,17,16,10,2054,1298,NI,0.324247,0.532831,118.716,331.612,0,0.0,0,1,w1_f16_c10
2234,3,3,1,2,16,11,806,2067,NI,0.352538,0.43849,122.781,339.432,0,0.0,0,1,w1_f16_c11
2462,3,3,1,3,16,11,807,2087,NI,0.350462,0.437205,121.788,344.527,0,0.0,0,1,w1_f16_c11
2696,3,3,1,4,16,11,813,2093,NI,0.366788,0.362231,121.226,431.07,0,0.0,0,1,w1_f16_c11
2935,3,3,1,5,16,11,804,2090,NI,0.369228,0.364152,121.674,452.7,0,0.0,0,1,w1_f16_c11
3173,3,3,1,6,16,11,813,2085,NI,0.394349,0.293948,122.768,480.168,0,0.0,0,1,w1_f16_c11
3410,3,3,1,7,16,11,808,2088,NI,0.398979,0.281564,121.588,427.182,0,0.0,0,1,w1_f16_c11
3644,3,3,1,8,16,11,818,2095,NI,0.412034,0.268832,122.481,396.106,0,0.0,0,1,w1_f16_c11
3875,3,3,1,9,16,11,818,2094,NI,0.393909,0.293523,122.45,367.447,0,0.0,0,1,w1_f16_c11
407,3,3,1,10,16,11,853,2024,NI,0.437651,0.238675,198.641,472.932,0,0.0,0,1,w1_f16_c11
644,3,3,1,11,16,11,883,1988,NI,0.414914,0.28363,377.635,489.532,0,0.0,0,1,w1_f16_c11
873,3,3,1,12,16,11,871,1990,NI,0.424077,0.275451,343.635,461.126,0,0.0,0,1,w1_f16_c11
1103,3,3,1,13,16,11,882,1973,NI,0.415632,0.302003,301.141,448.924,0,0.0,0,1,w1_f16_c11
1332,3,3,1,14,16,11,933,2005,NI,0.442523,0.260171,295.044,461.032,0,0.0,0,1,w1_f16_c11
1560,3,3,1,15,16,11,904,2041,NI,0.453786,0.235335,299.917,577.779,0,0.0,0,1,w1_f16_c11
1787,3,3,1,16,16,11,896,2067,NI,0.454887,0.233388,316.89,445.807,0,0.0,0,1,w1_f16_c11
2009,3,3,1,17,16,11,880,2008,NI,0.412955,0.320797,278.708,485.458,0,0.0,0,1,w1_f16_c11
41,3,3,1,0,16,4,514,1388,NI,0.335122,0.479701,117.354,235.849,0,0.0,0,1,w1_f16_c4
195,3,3,1,1,16,4,459,1294,NI,0.337607,0.439523,117.032,322.526,0,0.0,0,1,w1_f16_c4
2237,3,3,1,2,16,4,450,1291,NI,0.35213,0.404843,116.996,372.886,0,0.0,0,1,w1_f16_c4
2466,3,3,1,3,16,4,455,1289,NI,0.344656,0.403567,116.73,386.94,0,0.0,0,1,w1_f16_c4
2700,3,3,1,4,16,4,448,1270,NI,0.357194,0.37525,116.847,391.794,0,0.0,0,1,w1_f16_c4
2938,3,3,1,5,16,4,441,1270,NI,0.371906,0.347233,116.768,391.773,0,0.0,0,1,w1_f16_c4
3177,3,3,1,6,16,4,439,1282,NI,0.373645,0.323116,116.848,391.6,0,0.0,0,1,w1_f16_c4
3415,3,3,1,7,16,4,438,1251,NI,0.369739,0.323783,117.109,398.387,0,0.0,0,1,w1_f16_c4
3646,3,3,1,8,16,4,440,1257,NI,0.360577,0.358867,117.062,393.926,0,0.0,0,1,w1_f16_c4
3877,3,3,1,9,16,4,445,1257,NI,0.387915,0.311175,116.853,394.047,0,0.0,0,1,w1_f16_c4
411,3,3,1,10,16,4,455,1175,NI,0.37538,0.330908,117.116,414.533,0,0.0,0,1,w1_f16_c4
648,3,3,1,11,16,4,497,1114,NI,0.37347,0.328597,118.109,415.897,0,0.0,0,1,w1_f16_c4
877,3,3,1,12,16,4,488,1153,NI,0.379745,0.318856,117.63,409.144,0,0.0,0,1,w1_f16_c4
1107,3,3,1,13,16,4,494,1116,NI,0.393469,0.303397,117.956,408.489,0,0.0,0,1,w1_f16_c4
1337,3,3,1,14,16,4,491,1121,NI,0.408278,0.274724,117.965,409.172,0,0.0,0,1,w1_f16_c4
1565,3,3,1,15,16,4,500,1127,NI,0.398012,0.290462,118.219,406.371,0,0.0,0,1,w1_f16_c4
1791,3,3,1,16,16,4,492,1133,NI,0.395144,0.289515,117.645,409.236,0,0.0,0,1,w1_f16_c4
2015,3,3,1,17,16,4,498,1125,NI,0.398139,0.276814,118.229,408.281,0,0.0,0,1,w1_f16_c4
42,3,3,1,0,16,5,836,1667,NI,0.279641,0.681811,122.208,224.453,0,0.0,0,1,w1_f16_c5
196,3,3,1,1,16,5,699,1630,NI,0.319255,0.524207,124.107,324.516,0,0.0,0,1,w1_f16_c5
2238,3,3,1,2,16,5,692,1619,NI,0.328555,0.48402,124.624,410.333,0,0.0,0,1,w1_f16_c5
2467,3,3,1,3,16,5,690,1623,NI,0.331244,0.473943,125.014,447.352,0,0.0,0,1,w1_f16_c5
2701,3,3,1,4,16,5,716,1612,NI,0.37104,0.346887,125.455,458.076,0,0.0,0,1,w1_f16_c5
2939,3,3,1,5,16,5,706,1612,NI,0.368428,0.359611,126.315,491.765,0,0.0,0,1,w1_f16_c5
3178,3,3,1,6,16,5,671,1619,NI,0.348067,0.44953,125.324,477.62,0,0.0,0,1,w1_f16_c5
3416,3,3,1,7,16,5,683,1603,NI,0.360854,0.404487,125.967,480.848,0,0.0,0,1,w1_f16_c5
3647,3,3,1,8,16,5,691,1591,NI,0.35658,0.411986,125.401,479.512,0,0.0,0,1,w1_f16_c5
3878,3,3,1,9,16,5,696,1576,NI,0.34475,0.453298,125.933,501.609,0,0.0,0,1,w1_f16_c5
412,3,3,1,10,16,5,698,1495,NI,0.35512,0.405971,127.155,561.423,0,0.0,0,1,w1_f16_c5
649,3,3,1,11,16,5,729,1456,NI,0.360627,0.413317,126.775,572.122,0,0.0,0,1,w1_f16_c5
878,3,3,1,12,16,5,724,1457,NI,0.349431,0.44312,127.3,540.987,0,0.0,0,1,w1_f16_c5
1108,3,3,1,13,16,5,719,1451,NI,0.363582,0.404161,126.694,554.684,0,0.0,0,1,w1_f16_c5
1338,3,3,1,14,16,5,733,1464,NI,0.363699,0.402783,127.174,566.419,0,0.0,0,1,w1_f16_c5
1566,3,3,1,15,16,5,742,1452,NI,0.342942,0.46272,127.487,543.209,0,0.0,0,1,w1_f16_c5
1792,3,3,1,16,16,5,725,1452,NI,0.347,0.473243,129.204,577.9,0,0.0,0,1,w1_f16_c5
2016,3,3,1,17,16,5,716,1448,NI,0.365324,0.440447,128.773,591.104,0,0.0,0,1,w1_f16_c5
43,3,3,1,0,16,6,1034,1960,NI,0.366514,0.400939,125.181,237.834,0,0.0,0,1,w1_f16_c6
197,3,3,1,1,16,6,961,1904,NI,0.3737,0.422575,129.325,368.308,0,0.0,0,1,w1_f16_c6
2239,3,3,1,2,16,6,938,1874,NI,0.41185,0.333486,131.509,541.666,0,0.0,0,1,w1_f16_c6
2468,3,3,1,3,16,6,766,1903,NI,0.425873,0.294493,124.013,605.16,0,0.0,0,1,w1_f16_c6
2702,3,3,1,4,16,6,855,1901,NI,0.417171,0.287707,126.156,540.463,0,0.0,0,1,w1_f16_c6
2940,3,3,1,5,16,6,813,1899,NI,0.429936,0.276027,126.402,633.308,0,0.0,0,1,w1_f16_c6
3179,3,3,1,6,16,6,828,1886,NI,0.415854,0.295534,128.964,589.658,0,0.0,0,1,w1_f16_c6
3417,3,3,1,7,16,6,826,1898,NI,0.436053,0.252245,127.985,569.627,0,0.0,0,1,w1_f16_c6
3648,3,3,1,8,16,6,803,1895,NI,0.444179,0.222851,129.165,514.547,0,0.0,0,1,w1_f16_c6
3879,3,3,1,9,16,6,835,1906,NI,0.44837,0.208183,130.111,545.528,0,0.0,0,1,w1_f16_c6
413,3,3,1,10,16,6,820,1802,NI,0.441539,0.212847,136.5,650.783,0,0.0,0,1,w1_f16_c6
650,3,3,1,11,16,6,880,1784,NI,0.457187,0.217045,196.337,615.841,0,0.0,0,1,w1_f16_c6
879,3,3,1,12,16,6,850,1772,NI,0.464856,0.203193,232.033,559.032,0,0.0,0,1,w1_f16_c6
1109,3,3,1,13,16,6,844,1758,NI,0.457373,0.183488,314.177,603.99,0,0.0,0,1,w1_f16_c6
1339,3,3,1,14,16,6,789,1758,NI,0.442413,0.220415,252.283,613.991,0,0.0,0,1,w1_f16_c6
1567,3,3,1,15,16,6,500,1728,NI,0.455541,0.19424,250.85,570.734,0,0.0,0,1,w1_f16_c6
1793,3,3,1,16,16,6,485,1720,NI,0.459065,0.191234,253.499,588.646,0,0.0,0,1,w1_f16_c6
2017,3,3,1,17,16,6,459,1724,NI,0.449037,0.224897,239.279,583.047,0,0.0,0,1,w1_f16_c6
199,3,3,1,1,16,8,967,1753,NI,0.395913,0.33078,124.756,219.22,0,0.0,0,1,w1_f16_c8
2240,3,3,1,2,16,8,1097,1641,NI,0.395715,0.367573,126.815,,0,0.0,0,1,w1_f16_c8
2469,3,3,1,3,16,8,1110,1677,NI,0.40256,0.305133,126.967,,0,0.0,0,1,w1_f16_c8
2703,3,3,1,4,16,8,1077,1673,NI,0.3919849999999999,0.351313,126.784,,0,0.0,0,1,w1_f16_c8
2941,3,3,1,5,16,8,1068,1614,NI,0.386874,0.404065,126.775,248.979,0,0.0,0,1,w1_f16_c8
3180,3,3,1,6,16,8,1072,1439,NI,0.383986,0.417018,127.313,249.94,0,0.0,0,1,w1_f16_c8
3418,3,3,1,7,16,8,1071,1418,NI,0.386728,0.387235,127.694,257.772,0,0.0,0,1,w1_f16_c8
3649,3,3,1,8,16,8,1061,1452,NI,0.392291,0.335384,127.596,253.983,0,0.0,0,1,w1_f16_c8
3880,3,3,1,9,16,8,1081,1541,NI,0.403833,0.296205,127.748,254.559,0,0.0,0,1,w1_f16_c8
414,3,3,1,10,16,8,1146,1372,NI,0.397117,0.301325,128.423,273.013,0,0.0,0,1,w1_f16_c8
651,3,3,1,11,16,8,1214,1291,NI,0.409355,0.32633,128.374,265.323,0,0.0,0,1,w1_f16_c8
880,3,3,1,12,16,8,1203,1308,NI,0.410125,0.31286,128.356,258.366,0,0.0,0,1,w1_f16_c8
1110,3,3,1,13,16,8,1188,1314,NI,0.399245,0.316984,128.324,265.944,0,0.0,0,1,w1_f16_c8
1340,3,3,1,14,16,8,1133,1367,NI,0.410432,0.282706,128.687,276.062,0,0.0,0,1,w1_f16_c8
1568,3,3,1,15,16,8,1156,1393,NI,0.412878,0.26722,128.84,269.288,0,0.0,0,1,w1_f16_c8
1794,3,3,1,16,16,8,1150,1310,NI,0.419642,0.257381,128.429,293.269,0,0.0,0,1,w1_f16_c8
2018,3,3,1,17,16,8,1139,1386,NI,0.409857,0.280099,128.497,324.81,0,0.0,0,1,w1_f16_c8
200,3,3,1,1,16,9,2085,430,NI,0.333782,0.526546,115.174,299.621,0,0.0,0,1,w1_f16_c9
2241,3,3,1,2,16,9,2067,467,NI,0.356399,0.502873,115.377,420.964,0,0.0,0,1,w1_f16_c9
2470,3,3,1,3,16,9,2088,371,NI,0.367855,0.398559,115.621,472.18,0,0.0,0,1,w1_f16_c9
2704,3,3,1,4,16,9,2092,398,NI,0.383979,0.355119,115.334,503.997,0,0.0,0,1,w1_f16_c9
2942,3,3,1,5,16,9,2097,364,NI,0.413034,0.244678,114.705,633.199,0,0.0,0,1,w1_f16_c9
3181,3,3,1,6,16,9,2102,361,NI,0.400709,0.314738,116.194,552.286,0,0.0,0,1,w1_f16_c9
3419,3,3,1,7,16,9,2075,419,NI,0.388607,0.352258,115.778,583.336,0,0.0,0,1,w1_f16_c9
3650,3,3,1,8,16,9,2110,341,NI,0.390006,0.355882,116.737,492.073,0,0.0,0,1,w1_f16_c9
3881,3,3,1,9,16,9,2096,321,NI,0.403783,0.28173,117.084,558.633,0,0.0,0,1,w1_f16_c9
415,3,3,1,10,16,9,2100,313,NI,0.379183,0.339915,114.684,609.793,0,0.0,0,1,w1_f16_c9
45,3,3,1,0,17,2,911,29,NI,0.464434,0.237792,118.599,227.345,0,0.0,0,1,w1_f17_c2
201,3,3,1,1,17,2,805,83,NI,0.403106,0.313888,120.675,493.715,0,0.0,0,1,w1_f17_c2
2242,3,3,1,2,17,2,798,57,NI,0.373068,0.388929,120.603,657.426,0,0.0,0,1,w1_f17_c2
2471,3,3,1,3,17,2,805,65,NI,0.398527,0.318594,120.846,675.628,0,0.0,0,1,w1_f17_c2
2705,3,3,1,4,17,2,815,61,NI,0.422865,0.264261,120.949,636.89,0,0.0,0,1,w1_f17_c2
2943,3,3,1,5,17,2,805,59,NI,0.426564,0.260891,122.582,717.953,0,0.0,0,1,w1_f17_c2
3182,3,3,1,6,17,2,825,41,NI,0.46866,0.133958,121.373,510.891,0,0.0,0,1,w1_f17_c2
3420,3,3,1,7,17,2,808,56,NI,0.4309,0.221241,124.489,596.417,0,0.0,0,1,w1_f17_c2
3651,3,3,1,8,17,2,789,53,NI,0.42469,0.214335,124.164,603.017,0,0.0,0,1,w1_f17_c2
3882,3,3,1,9,17,2,814,57,NI,0.442887,0.182298,125.722,737.947,0,0.0,0,1,w1_f17_c2
46,3,3,1,0,17,3,1382,118,NI,0.36908,0.413942,122.347,228.159,0,0.0,0,1,w1_f17_c3
202,3,3,1,1,17,3,1319,101,NI,0.394018,0.371654,124.909,385.401,0,0.0,0,1,w1_f17_c3
2243,3,3,1,2,17,3,1320,94,NI,0.383139,0.343975,122.803,501.773,0,0.0,0,1,w1_f17_c3
2472,3,3,1,3,17,3,1320,103,NI,0.413583,0.315809,121.605,544.941,0,0.0,0,1,w1_f17_c3
2706,3,3,1,4,17,3,1312,103,NI,0.419711,0.318121,123.31,597.191,0,0.0,0,1,w1_f17_c3
2944,3,3,1,5,17,3,1342,114,NI,0.265465,0.796474,126.696,544.454,0,0.0,0,1,w1_f17_c3
3183,3,3,1,6,17,3,1337,119,NI,0.364663,0.530026,126.844,558.301,0,0.0,0,1,w1_f17_c3
3421,3,3,1,7,17,3,1342,115,NI,0.29833,0.713988,128.525,506.389,0,0.0,0,1,w1_f17_c3
3652,3,3,1,8,17,3,1328,117,NI,0.312173,0.674639,127.542,479.274,0,0.0,0,1,w1_f17_c3
3883,3,3,1,9,17,3,1333,108,NI,0.352486,0.538297,127.678,461.964,0,0.0,0,1,w1_f17_c3
416,3,3,1,10,17,3,1386,58,NI,0.401603,0.388534,130.167,503.111,0,0.0,0,1,w1_f17_c3
47,3,3,1,0,17,4,1155,77,NI,0.409308,0.424196,179.081,250.131,0,0.0,0,1,w1_f17_c4
203,3,3,1,1,17,4,1038,208,NI,0.374755,0.431158,146.973,579.203,0,0.0,0,1,w1_f17_c4
2244,3,3,1,2,17,4,1023,135,NI,0.431936,0.279667,146.151,808.368,0,0.0,0,1,w1_f17_c4
2473,3,3,1,3,17,4,1035,65,NI,0.426925,0.254443,186.528,1088.55,0,0.0,0,1,w1_f17_c4
2707,3,3,1,4,17,4,1016,54,NI,0.433583,0.233833,197.087,1255.68,0,0.0,0,1,w1_f17_c4
2945,3,3,1,5,17,4,1016,64,NI,0.431689,0.216988,167.633,1454.4,0,0.0,0,1,w1_f17_c4
3184,3,3,1,6,17,4,1006,163,NI,0.485255,0.14637,172.594,1544.62,0,0.0,0,1,w1_f17_c4
3422,3,3,1,7,17,4,1029,120,NI,0.440345,0.217872,158.311,1692.51,0,0.0,0,1,w1_f17_c4
3653,3,3,1,8,17,4,1013,122,NI,0.45617,0.204704,153.757,1708.86,0,0.0,0,1,w1_f17_c4
3884,3,3,1,9,17,4,1018,114,NI,0.46692,0.155796,153.4,1794.92,0,0.0,0,1,w1_f17_c4
417,3,3,1,10,17,4,1055,47,NI,0.492959,0.0503095,211.599,303.796,0,0.0,0,1,w1_f17_c4
204,3,3,1,1,17,5,322,93,NI,0.385019,0.363191,111.797,348.56,0,0.0,0,1,w1_f17_c5
2245,3,3,1,2,17,5,316,65,NI,0.37778,0.341542,112.483,468.371,0,0.0,0,1,w1_f17_c5
2474,3,3,1,3,17,5,280,59,NI,0.403776,0.29833,110.977,492.824,0,0.0,0,1,w1_f17_c5
2708,3,3,1,4,17,5,326,50,NI,0.400805,0.277578,110.776,534.689,0,0.0,0,1,w1_f17_c5
2946,3,3,1,5,17,5,326,50,NI,0.41404,0.243268,111.74,,0,0.0,0,1,w1_f17_c5
3185,3,3,1,6,17,5,286,42,NI,0.43351,0.179976,110.281,555.981,0,0.0,0,1,w1_f17_c5
3423,3,3,1,7,17,5,106,60,NI,0.396322,0.301976,109.726,557.762,0,0.0,0,1,w1_f17_c5
3654,3,3,1,8,17,5,91,71,NI,0.403721,0.256164,108.687,448.575,0,0.0,0,1,w1_f17_c5
3885,3,3,1,9,17,5,79,92,NI,0.411622,0.243982,109.434,408.5,0,0.0,0,1,w1_f17_c5
418,3,3,1,10,17,5,118,53,NI,0.387355,0.286134,108.402,431.075,0,0.0,0,1,w1_f17_c5
652,3,3,1,11,17,5,118,53,NI,0.496741,0.113776,107.566,,0,0.0,0,1,w1_f17_c5
881,3,3,1,12,17,5,177,116,NI,0.431807,0.17268,108.35,447.174,0,0.0,0,1,w1_f17_c5
1112,3,3,1,13,17,5,155,57,NI,0.435904,0.204831,108.438,449.003,0,0.0,0,1,w1_f17_c5
1341,3,3,1,14,17,5,151,39,NI,0.401035,0.236466,109.076,462.971,0,0.0,0,1,w1_f17_c5
205,3,3,1,1,17,6,610,147,NI,0.371194,0.371854,116.191,312.946,0,0.0,0,1,w1_f17_c6
2246,3,3,1,2,17,6,593,154,NI,0.37362,0.335158,117.361,363.346,0,0.0,0,1,w1_f17_c6
2475,3,3,1,3,17,6,574,160,NI,0.370367,0.3224,116.219,375.939,0,0.0,0,1,w1_f17_c6
2709,3,3,1,4,17,6,605,133,NI,0.390918,0.293797,117.111,378.96,0,0.0,0,1,w1_f17_c6
2947,3,3,1,5,17,6,576,139,NI,0.380642,0.324738,117.566,385.471,0,0.0,0,1,w1_f17_c6
3186,3,3,1,6,17,6,583,121,NI,0.430743,0.220814,117.179,374.177,0,0.0,0,1,w1_f17_c6
3424,3,3,1,7,17,6,582,122,NI,0.366443,0.344637,117.401,377.349,0,0.0,0,1,w1_f17_c6
3655,3,3,1,8,17,6,570,136,NI,0.385351,0.324008,117.091,374.262,0,0.0,0,1,w1_f17_c6
3886,3,3,1,9,17,6,582,119,NI,0.3915,0.286447,117.715,375.731,0,0.0,0,1,w1_f17_c6
419,3,3,1,10,17,6,566,54,NI,0.396382,0.275299,116.4,357.149,0,0.0,0,1,w1_f17_c6
206,3,3,1,1,17,7,999,510,NI,0.42204,0.231209,125.206,288.975,0,0.0,0,1,w1_f17_c7
2247,3,3,1,2,17,7,993,496,NI,0.416502,0.226671,128.647,346.546,0,0.0,0,1,w1_f17_c7
2476,3,3,1,3,17,7,946,467,NI,0.419885,0.230946,124.842,329.583,0,0.0,0,1,w1_f17_c7
2710,3,3,1,4,17,7,916,446,NI,0.430636,0.214411,124.101,357.341,0,0.0,0,1,w1_f17_c7
2948,3,3,1,5,17,7,915,454,NI,0.416122,0.237621,124.309,353.293,0,0.0,0,1,w1_f17_c7
3187,3,3,1,6,17,7,878,454,NI,0.436875,0.195856,123.735,370.209,0,0.0,0,1,w1_f17_c7
3425,3,3,1,7,17,7,913,470,NI,0.403265,0.261311,124.304,332.345,0,0.0,0,1,w1_f17_c7
3656,3,3,1,8,17,7,915,499,NI,0.408292,0.25888,127.266,344.112,0,0.0,0,1,w1_f17_c7
3887,3,3,1,9,17,7,952,472,NI,0.402888,0.253186,127.109,330.49,0,0.0,0,1,w1_f17_c7
420,3,3,1,10,17,7,968,373,NI,0.400186,0.263453,123.898,333.895,0,0.0,0,1,w1_f17_c7
653,3,3,1,11,17,7,955,382,NI,0.424874,0.227093,129.173,340.107,0,0.0,0,1,w1_f17_c7
882,3,3,1,12,17,7,973,345,NI,0.419637,0.24016,128.761,348.37,0,0.0,0,1,w1_f17_c7
1113,3,3,1,13,17,7,980,368,NI,0.414536,0.236639,129.237,353.494,0,0.0,0,1,w1_f17_c7
1342,3,3,1,14,17,7,1005,373,NI,0.415755,0.242611,129.373,364.592,0,0.0,0,1,w1_f17_c7
1569,3,3,1,15,17,7,1016,349,NI,0.424086,0.235943,129.588,362.806,0,0.0,0,1,w1_f17_c7
1795,3,3,1,16,17,7,1061,374,NI,0.425617,0.225293,129.97,388.515,0,0.0,0,1,w1_f17_c7
2019,3,3,1,17,17,7,979,372,NI,0.414406,0.242617,129.911,404.157,0,0.0,0,1,w1_f17_c7
3888,3,3,1,9,17,9,1029,2118,NI,0.379883,0.306737,127.787,363.858,0,0.0,0,1,w1_f17_c9
421,3,3,1,10,17,9,1045,2078,NI,0.385776,0.330603,136.289,520.298,0,0.0,0,1,w1_f17_c9
654,3,3,1,11,17,9,1084,2056,NI,0.360933,0.406102,138.844,728.917,0,0.0,0,1,w1_f17_c9
883,3,3,1,12,17,9,1068,2068,NI,0.354567,0.425084,139.773,671.731,0,0.0,0,1,w1_f17_c9
1114,3,3,1,13,17,9,1074,2067,NI,0.513471,0.0688821,193.992,1436.09,0,0.0,0,1,w1_f17_c9
1343,3,3,1,14,17,9,1076,2066,NI,0.510803,0.0722362,288.606,3817.94,0,0.0,0,1,w1_f17_c9
1570,3,3,1,15,17,9,1080,2066,NI,0.508353,0.076268,338.946,4639.48,0,0.0,0,1,w1_f17_c9
1796,3,3,1,16,17,9,1085,2066,NI,0.513087,0.0751668,320.897,4829.75,0,0.0,0,1,w1_f17_c9
2020,3,3,1,17,17,9,1067,2021,NI,0.503887,0.11836,1750.32,4208.35,0,0.0,0,1,w1_f17_c9
207,3,3,1,1,18,10,1699,1872,NI,0.390684,0.412879,122.498,303.112,0,0.0,0,1,w1_f18_c10
2248,3,3,1,2,18,10,1734,1895,NI,0.31704,0.550774,121.037,299.547,0,0.0,0,1,w1_f18_c10
2478,3,3,1,3,18,10,1708,1872,NI,0.347277,0.478691,120.927,455.552,0,0.0,0,1,w1_f18_c10
2711,3,3,1,4,18,10,1733,1902,NI,0.329067,0.467617,121.38,455.248,0,0.0,0,1,w1_f18_c10
2949,3,3,1,5,18,10,1711,1895,NI,0.36973,0.377916,122.491,514.321,0,0.0,0,1,w1_f18_c10
3188,3,3,1,6,18,10,1695,1884,NI,0.405693,0.314819,123.586,523.628,0,0.0,0,1,w1_f18_c10
3426,3,3,1,7,18,10,1690,1914,NI,0.419049,0.340253,123.768,466.87,0,0.0,0,1,w1_f18_c10
3657,3,3,1,8,18,10,1724,1901,NI,0.409236,0.331495,122.404,525.113,0,0.0,0,1,w1_f18_c10
3889,3,3,1,9,18,10,1722,1903,NI,0.398921,0.348616,122.327,392.743,0,0.0,0,1,w1_f18_c10
422,3,3,1,10,18,10,1723,1889,NI,0.421679,0.276521,123.739,402.881,0,0.0,0,1,w1_f18_c10
655,3,3,1,11,18,10,1777,1811,NI,0.407934,0.327801,123.698,415.826,0,0.0,0,1,w1_f18_c10
884,3,3,1,12,18,10,1764,1779,NI,0.379262,0.381072,124.281,425.654,0,0.0,0,1,w1_f18_c10
1115,3,3,1,13,18,10,1775,1773,NI,0.400283,0.409755,123.832,484.14,0,0.0,0,1,w1_f18_c10
1344,3,3,1,14,18,10,1801,1816,NI,0.383624,0.404772,123.591,416.446,0,0.0,0,1,w1_f18_c10
