,row,col,plane,t,field,n,x,y,bacteria,ser_edge_tmrm,sdmean_tmrm,annexin647,hoechst,n_legio_per_cell,legio_area,infected,well_id,cell_lbl,growth
61445,5,4,1,16,10,5,1432,701,Lpp_dotA,0.411239,0.241073,130.163,476.783,11,10.0949,1,12,w12_f10_c5,0
61632,5,4,1,17,10,5,1436,723,Lpp_dotA,0.417212,0.240236,134.907,498.345,5,6.51452,1,12,w12_f10_c5,0
60199,5,4,1,1,10,6,277,1109,Lpp_dotA,0.38075,0.352109,128.704,249.705,2,4.53222,1,12,w12_f10_c6,0
61818,5,4,1,2,10,6,346,1120,Lpp_dotA,0.439204,0.224278,135.424,297.649,4,3.85108,1,12,w12_f10_c6,0
61989,5,4,1,3,10,6,392,1087,Lpp_dotA,0.404757,0.282092,139.488,335.739,5,8.60161,1,12,w12_f10_c6,0
62165,5,4,1,4,10,6,378,1074,Lpp_dotA,0.41334,0.257592,137.942,326.372,8,9.28275,1,12,w12_f10_c6,0
62344,5,4,1,5,10,6,320,1056,Lpp_dotA,0.394417,0.310098,135.464,324.744,9,11.0118,1,12,w12_f10_c6,0
62529,5,4,1,6,10,6,390,1087,Lpp_dotA,0.406829,0.276971,134.427,298.447,14,16.33,1,12,w12_f10_c6,0
62720,5,4,1,7,10,6,400,1090,Lpp_dotA,0.424514,0.247133,134.337,272.513,10,13.2648,1,12,w12_f10_c6,0
62912,5,4,1,8,10,6,339,1087,Lpp_dotA,0.460353,0.19609,130.682,251.178,8,13.4307,1,12,w12_f10_c6,0
63101,5,4,1,9,10,6,216,1044,Lpp_dotA,0.454831,0.218643,132.596,252.083,7,6.35733,1,12,w12_f10_c6,0
60364,5,4,1,10,10,6,202,972,Lpp_dotA,0.42579,0.239733,124.347,251.812,5,8.52302,1,12,w12_f10_c6,0
60548,5,4,1,11,10,6,241,952,Lpp_dotA,0.392843,0.333518,129.256,268.619,9,12.3916,1,12,w12_f10_c6,0
60731,5,4,1,12,10,6,243,1022,Lpp_dotA,0.420292,0.26154,122.958,264.055,16,11.0118,1,12,w12_f10_c6,0
60910,5,4,1,13,10,6,277,980,Lpp_dotA,0.404902,0.274551,129.039,278.98,8,9.49234,1,12,w12_f10_c6,0
61088,5,4,1,14,10,6,380,971,Lpp_dotA,0.420684,0.266349,133.064,286.146,10,9.66699,1,12,w12_f10_c6,0
61266,5,4,1,15,10,6,335,950,Lpp_dotA,0.410377,0.284407,134.884,302.627,7,15.1947,1,12,w12_f10_c6,0
61446,5,4,1,16,10,6,308,919,Lpp_dotA,0.440638,0.238054,133.615,296.139,8,12.7758,1,12,w12_f10_c6,0
61633,5,4,1,17,10,6,300,900,Lpp_dotA,0.459761,0.195212,139.445,289.669,10,11.1341,1,12,w12_f10_c6,0
60200,5,4,1,1,10,7,673,1130,Lpp_dotA,0.403115,0.318027,123.122,329.258,14,23.3335,1,12,w12_f10_c7,0
61819,5,4,1,2,10,7,669,1114,Lpp_dotA,0.416246,0.257348,123.648,374.127,20,21.0019,1,12,w12_f10_c7,0
61990,5,4,1,3,10,7,687,1115,Lpp_dotA,0.402924,0.35947,124.001,409.856,13,18.4869,1,12,w12_f10_c7,0
62166,5,4,1,4,10,7,708,1169,Lpp_dotA,0.414892,0.338808,123.604,442.273,11,19.6396,1,12,w12_f10_c7,0
62345,5,4,1,5,10,7,715,1106,Lpp_dotA,0.399169,0.412546,125.133,459.787,12,29.0446,1,12,w12_f10_c7,0
62530,5,4,1,6,10,7,723,1168,Lpp_dotA,0.407197,0.398728,125.46,493.445,13,26.1279,1,12,w12_f10_c7,0
62721,5,4,1,7,10,7,721,1097,Lpp_dotA,0.411072,0.344663,125.312,511.278,10,27.4291,1,12,w12_f10_c7,0
62913,5,4,1,8,10,7,729,1156,Lpp_dotA,0.42601,0.226378,125.212,523.119,14,23.3772,1,12,w12_f10_c7,0
63102,5,4,1,9,10,7,726,1093,Lpp_dotA,0.429833,0.235061,125.979,540.424,12,17.1858,1,12,w12_f10_c7,0
60365,5,4,1,10,10,7,733,958,Lpp_dotA,0.437326,0.247915,125.797,593.697,16,22.1546,1,12,w12_f10_c7,0
60549,5,4,1,11,10,7,740,930,Lpp_dotA,0.445829,0.2339,128.398,564.066,12,22.2507,1,12,w12_f10_c7,0
60732,5,4,1,12,10,7,725,873,Lpp_dotA,0.445476,0.20673,133.887,581.516,10,18.0503,1,12,w12_f10_c7,0
60911,5,4,1,13,10,7,706,847,Lpp_dotA,0.451821,0.203681,203.834,563.492,17,25.4817,1,12,w12_f10_c7,0
61089,5,4,1,14,10,7,718,840,Lpp_dotA,0.464629,0.170763,202.434,574.435,12,22.0673,1,12,w12_f10_c7,0
61267,5,4,1,15,10,7,706,854,Lpp_dotA,0.467725,0.190948,215.01,560.26,11,17.3255,1,12,w12_f10_c7,0
61447,5,4,1,16,10,7,721,825,Lpp_dotA,0.474538,0.152405,218.487,581.068,7,14.3564,1,12,w12_f10_c7,0
61634,5,4,1,17,10,7,712,799,Lpp_dotA,0.482521,0.139157,213.604,587.642,9,14.8192,1,12,w12_f10_c7,0
60201,5,4,1,1,10,8,1543,1252,Lpp_dotA,0.33273,0.437641,124.224,366.134,0,0.0,0,12,w12_f10_c8,0
61820,5,4,1,2,10,8,1533,1253,Lpp_dotA,0.343732,0.413939,125.083,503.129,0,0.0,0,12,w12_f10_c8,0
61991,5,4,1,3,10,8,1524,1251,Lpp_dotA,0.348227,0.410826,124.415,575.534,0,0.0,0,12,w12_f10_c8,0
62167,5,4,1,4,10,8,1532,1257,Lpp_dotA,0.365934,0.389106,124.768,598.911,0,0.0,0,12,w12_f10_c8,0
62346,5,4,1,5,10,8,1523,1245,Lpp_dotA,0.367852,0.372844,124.684,609.994,0,0.0,0,12,w12_f10_c8,0
62531,5,4,1,6,10,8,1516,1238,Lpp_dotA,0.371309,0.34658,124.937,617.775,0,0.0,0,12,w12_f10_c8,0
62722,5,4,1,7,10,8,1510,1255,Lpp_dotA,0.37078,0.36774,124.771,576.762,0,0.0,0,12,w12_f10_c8,0
62914,5,4,1,8,10,8,1514,1256,Lpp_dotA,0.402937,0.298192,124.646,550.641,0,0.0,0,12,w12_f10_c8,0
63103,5,4,1,9,10,8,1518,1265,Lpp_dotA,0.3896,0.297071,124.724,579.623,0,0.0,0,12,w12_f10_c8,0
60366,5,4,1,10,10,8,1544,1155,Lpp_dotA,0.371319,0.36156,124.133,569.107,0,0.0,0,12,w12_f10_c8,0
60550,5,4,1,11,10,8,1557,1141,Lpp_dotA,0.352809,0.413619,124.173,532.442,0,0.0,0,12,w12_f10_c8,0
60733,5,4,1,12,10,8,1562,1124,Lpp_dotA,0.355712,0.412437,124.237,532.559,0,0.0,0,12,w12_f10_c8,0
60912,5,4,1,13,10,8,1560,1126,Lpp_dotA,0.330672,0.462721,124.361,527.371,0,0.0,0,12,w12_f10_c8,0
61090,5,4,1,14,10,8,1566,1151,Lpp_dotA,0.348721,0.444447,124.584,500.277,0,0.0,0,12,w12_f10_c8,0
61268,5,4,1,15,10,8,1586,1141,Lpp_dotA,0.348621,0.447167,124.535,466.49,0,0.0,0,12,w12_f10_c8,0
61448,5,4,1,16,10,8,1570,1112,Lpp_dotA,0.331464,0.492361,124.572,470.869,0,0.0,0,12,w12_f10_c8,0
61635,5,4,1,17,10,8,1567,1110,Lpp_dotA,0.308423,0.581556,125.086,486.787,0,0.0,0,12,w12_f10_c8,0
60202,5,4,1,1,10,9,924,1550,Lpp_dotA,0.446707,0.211806,125.086,240.444,0,0.0,0,12,w12_f10_c9,0
61821,5,4,1,2,10,9,941,1502,Lpp_dotA,0.418864,0.286996,125.696,264.65,1,2.67218,1,12,w12_f10_c9,0
61992,5,4,1,3,10,9,953,1533,Lpp_dotA,0.437805,0.193896,125.688,297.029,2,6.16522,1,12,w12_f10_c9,0
62168,5,4,1,4,10,9,935,1551,Lpp_dotA,0.436358,0.241445,125.657,312.127,1,3.68516,1,12,w12_f10_c9,0
62347,5,4,1,5,10,9,971,1514,Lpp_dotA,0.4458,0.210469,126.598,273.869,2,4.90772,1,12,w12_f10_c9,0
62532,5,4,1,6,10,9,997,1579,Lpp_dotA,0.441968,0.225936,126.469,294.767,4,6.24381,1,12,w12_f10_c9,0
62723,5,4,1,7,10,9,1041,1518,Lpp_dotA,0.424785,0.272866,126.199,293.482,5,3.24853,1,12,w12_f10_c9,0
62915,5,4,1,8,10,9,1031,1555,Lpp_dotA,0.418992,0.259804,124.91,303.517,3,3.72882,1,12,w12_f10_c9,0
63104,5,4,1,9,10,9,1041,1606,Lpp_dotA,0.431195,0.227767,125.915,305.139,5,1.43215,1,12,w12_f10_c9,0
60367,5,4,1,10,10,9,1028,1486,Lpp_dotA,0.393628,0.339518,125.687,317.71,2,5.41421,1,12,w12_f10_c9,0
60551,5,4,1,11,10,9,1066,1471,Lpp_dotA,0.385407,0.353893,126.633,287.691,2,4.7418,1,12,w12_f10_c9,0
60734,5,4,1,12,10,9,1054,1471,Lpp_dotA,0.398915,0.344418,127.766,308.052,2,5.03871,1,12,w12_f10_c9,0
60913,5,4,1,13,10,9,1083,1458,Lpp_dotA,0.377089,0.407876,126.468,309.239,2,5.61506,1,12,w12_f10_c9,0
61091,5,4,1,14,10,9,1098,1425,Lpp_dotA,0.373911,0.386648,126.077,331.962,2,5.43168,1,12,w12_f10_c9,0
61269,5,4,1,15,10,9,1080,1466,Lpp_dotA,0.371124,0.358175,126.176,314.725,2,4.30517,1,12,w12_f10_c9,0
61449,5,4,1,16,10,9,1075,1433,Lpp_dotA,0.378101,0.331278,126.106,340.557,2,5.56267,1,12,w12_f10_c9,0
61636,5,4,1,17,10,9,1090,1435,Lpp_dotA,0.37575,0.338988,126.252,360.659,2,4.70687,1,12,w12_f10_c9,0
60104,5,4,1,0,11,1,391,219,Lpp_dotA,0.420902,0.260088,120.717,225.895,2,5.42294,1,12,w12_f11_c1,0
60203,5,4,1,1,11,1,191,291,Lpp_dotA,0.427489,0.22646,111.307,322.935,6,9.98136,1,12,w12_f11_c1,0
61822,5,4,1,2,11,1,256,262,Lpp_dotA,0.416326,0.236998,114.68,386.215,11,14.3477,1,12,w12_f11_c1,0
61993,5,4,1,3,11,1,317,218,Lpp_dotA,0.419567,0.244203,113.779,433.623,5,8.83739,1,12,w12_f11_c1,0
62169,5,4,1,4,11,1,271,190,Lpp_dotA,0.401813,0.273394,112.889,448.758,5,5.07364,1,12,w12_f11_c1,0
62348,5,4,1,5,11,1,286,157,Lpp_dotA,0.425299,0.231377,112.278,464.039,3,2.75077,1,12,w12_f11_c1,0
62533,5,4,1,6,11,1,314,134,Lpp_dotA,0.438802,0.205251,114.934,485.156,6,10.2521,1,12,w12_f11_c1,0
62724,5,4,1,7,11,1,298,170,Lpp_dotA,0.448963,0.174247,114.185,510.718,3,5.13477,1,12,w12_f11_c1,0
62916,5,4,1,8,11,1,321,180,Lpp_dotA,0.457068,0.167823,114.565,501.65,4,6.39226,1,12,w12_f11_c1,0
63105,5,4,1,9,11,1,349,163,Lpp_dotA,0.448611,0.162049,117.503,497.294,5,7.09087,1,12,w12_f11_c1,0
60368,5,4,1,10,11,1,353,69,Lpp_dotA,0.467957,0.145744,114.588,427.324,1,1.67666,1,12,w12_f11_c1,0
60552,5,4,1,11,11,1,395,47,Lpp_dotA,0.473603,0.125249,114.601,505.773,2,1.82511,1,12,w12_f11_c1,0
60735,5,4,1,12,11,1,406,69,Lpp_dotA,0.478126,0.126581,116.23,457.172,2,4.87279,1,12,w12_f11_c1,0
60914,5,4,1,13,11,1,375,88,Lpp_dotA,0.484109,0.125789,117.772,451.976,5,8.98585,1,12,w12_f11_c1,0
61092,5,4,1,14,11,1,390,151,Lpp_dotA,0.484706,0.126224,121.253,502.599,5,8.59288,1,12,w12_f11_c1,0
61270,5,4,1,15,11,1,365,154,Lpp_dotA,0.497274,0.0965129,117.931,497.626,4,4.40123,1,12,w12_f11_c1,0
61450,5,4,1,16,11,1,404,90,Lpp_dotA,0.48486,0.102706,116.36,543.373,2,2.46259,1,12,w12_f11_c1,0
61637,5,4,1,17,11,1,409,131,Lpp_dotA,0.490424,0.119415,146.94,503.277,5,7.79821,1,12,w12_f11_c1,0
61823,5,4,1,2,11,10,2034,1784,Lpp_dotA,0.420316,0.200219,115.519,293.469,1,1.2051,1,12,w12_f11_c10,0
61994,5,4,1,3,11,10,2073,1620,Lpp_dotA,0.466675,0.224055,227.808,355.022,3,6.22634,1,12,w12_f11_c10,0
62170,5,4,1,4,11,10,2046,1674,Lpp_dotA,0.483163,0.190579,428.1,639.858,2,6.61058,1,12,w12_f11_c10,0
62349,5,4,1,5,11,10,2006,1676,Lpp_dotA,0.508944,0.171402,597.869,1962.17,4,8.18245,1,12,w12_f11_c10,0
62534,5,4,1,6,11,10,2000,1666,Lpp_dotA,0.504591,0.168122,704.778,1848.49,5,10.9245,1,12,w12_f11_c10,0
62725,5,4,1,7,11,10,1996,1645,Lpp_dotA,0.505854,0.166994,784.749,1949.82,4,10.6538,1,12,w12_f11_c10,0
62917,5,4,1,8,11,10,1996,1644,Lpp_dotA,0.504513,0.170229,873.102,1994.05,4,9.94643,1,12,w12_f11_c10,0
63106,5,4,1,9,11,10,1994,1645,Lpp_dotA,0.501214,0.187217,987.29,2016.22,4,8.55795,1,12,w12_f11_c10,0
60369,5,4,1,10,11,10,1990,1497,Lpp_dotA,0.497396,0.178708,1118.62,2260.85,5,8.12132,1,12,w12_f11_c10,0
60553,5,4,1,11,11,10,2013,1517,Lpp_dotA,0.489619,0.196059,1191.06,2376.98,4,10.1473,1,12,w12_f11_c10,0
60736,5,4,1,12,11,10,2014,1543,Lpp_dotA,0.496389,0.18013,1268.14,2383.18,4,8.71513,1,12,w12_f11_c10,0
60915,5,4,1,13,11,10,2015,1563,Lpp_dotA,0.496582,0.17559,1300.45,2395.4,3,7.71089,1,12,w12_f11_c10,0
61093,5,4,1,14,11,10,2017,1543,Lpp_dotA,0.494151,0.171022,1325.99,2392.88,3,7.152,1,12,w12_f11_c10,0
61271,5,4,1,15,11,10,1993,1498,Lpp_dotA,0.490709,0.175589,1330.52,,2,4.68067,1,12,w12_f11_c10,0
61451,5,4,1,16,11,10,1996,1492,Lpp_dotA,0.496556,0.164731,1341.26,,2,5.85957,1,12,w12_f11_c10,0
61638,5,4,1,17,11,10,2001,1483,Lpp_dotA,0.499313,0.165852,1397.05,,3,5.85084,1,12,w12_f11_c10,0
62919,5,4,1,8,11,13,1039,150,Lpp_dotA,0.407926,0.291412,128.616,522.559,7,21.0543,1,12,w12_f11_c13,0
63108,5,4,1,9,11,13,1035,177,Lpp_dotA,0.414939,0.269225,127.317,478.492,8,15.0725,1,12,w12_f11_c13,0
60370,5,4,1,10,11,13,1142,130,Lpp_dotA,0.409739,0.237654,127.102,478.31,10,18.0765,1,12,w12_f11_c13,0
60554,5,4,1,11,11,13,1221,117,Lpp_dotA,0.432889,0.231924,127.043,495.618,15,22.5039,1,12,w12_f11_c13,0
60737,5,4,1,12,11,13,1165,111,Lpp_dotA,0.43708,0.228303,130.493,490.291,10,22.9405,1,12,w12_f11_c13,0
60916,5,4,1,13,11,13,1182,112,Lpp_dotA,0.423128,0.27628,128.538,479.668,14,18.3559,1,12,w12_f11_c13,0
61094,5,4,1,14,11,13,1172,143,Lpp_dotA,0.426815,0.226474,127.902,489.045,9,20.7487,1,12,w12_f11_c13,0
61272,5,4,1,15,11,13,1179,111,Lpp_dotA,0.449529,0.210845,127.002,532.72,11,12.2693,1,12,w12_f11_c13,0
61452,5,4,1,16,11,13,1196,136,Lpp_dotA,0.451618,0.156898,130.756,524.881,12,17.6399,1,12,w12_f11_c13,0
61639,5,4,1,17,11,13,1218,163,Lpp_dotA,0.458299,0.171278,126.539,528.345,11,15.9807,1,12,w12_f11_c13,0
60105,5,4,1,0,11,2,1224,232,Lpp_dotA,0.386492,0.396431,132.38,460.566,15,25.211,1,12,w12_f11_c2,0
60204,5,4,1,1,11,2,1001,147,Lpp_dotA,0.411897,0.265028,124.905,344.196,14,29.2193,1,12,w12_f11_c2,0
61824,5,4,1,2,11,2,897,196,Lpp_dotA,0.430915,0.223134,129.978,401.011,12,24.9752,1,12,w12_f11_c2,0
61995,5,4,1,3,11,2,985,162,Lpp_dotA,0.441004,0.264381,128.496,470.951,17,25.3245,1,12,w12_f11_c2,0
62171,5,4,1,4,11,2,1070,183,Lpp_dotA,0.404125,0.362291,127.414,527.725,14,28.9835,1,12,w12_f11_c2,0
62350,5,4,1,5,11,2,1061,195,Lpp_dotA,0.383957,0.402297,126.25,589.843,21,30.8435,1,12,w12_f11_c2,0
62537,5,4,1,6,11,2,1104,182,Lpp_dotA,0.381821,0.383931,126.329,599.874,15,25.9446,1,12,w12_f11_c2,0
62727,5,4,1,7,11,2,1127,219,Lpp_dotA,0.397021,0.325037,126.428,587.164,15,27.9443,1,12,w12_f11_c2,0
62920,5,4,1,8,11,2,1152,262,Lpp_dotA,0.401895,0.308737,126.896,553.299,8,11.0991,1,12,w12_f11_c2,0
63109,5,4,1,9,11,2,1138,264,Lpp_dotA,0.40953,0.288876,127.179,553.935,15,17.308,1,12,w12_f11_c2,0
60106,5,4,1,0,11,3,1147,576,Lpp_dotA,0.427438,0.234087,134.459,282.137,6,5.5714,1,12,w12_f11_c3,0
60205,5,4,1,1,11,3,1055,547,Lpp_dotA,0.452395,0.186878,127.127,567.56,5,6.74157,1,12,w12_f11_c3,0
61825,5,4,1,2,11,3,1083,531,Lpp_dotA,0.450535,0.187006,127.401,730.762,4,5.79845,1,12,w12_f11_c3,0
61996,5,4,1,3,11,3,1046,531,Lpp_dotA,0.459009,0.166384,127.497,955.271,3,4.99505,1,12,w12_f11_c3,0
62172,5,4,1,4,11,3,1045,526,Lpp_dotA,0.462871,0.176613,127.668,1107.47,3,3.30966,1,12,w12_f11_c3,0
62351,5,4,1,5,11,3,1026,528,Lpp_dotA,0.470939,0.159456,127.556,1252.57,2,3.58037,1,12,w12_f11_c3,0
62538,5,4,1,6,11,3,1016,529,Lpp_dotA,0.467036,0.158808,127.905,1371.31,3,4.29644,1,12,w12_f11_c3,0
62728,5,4,1,7,11,3,1038,519,Lpp_dotA,0.470464,0.154227,128.572,1417.09,4,4.60208,1,12,w12_f11_c3,0
62921,5,4,1,8,11,3,1033,524,Lpp_dotA,0.467513,0.160949,128.518,1459.38,5,5.43168,1,12,w12_f11_c3,0
63110,5,4,1,9,11,3,1020,527,Lpp_dotA,0.465927,0.156121,128.751,1519.4,4,4.89026,1,12,w12_f11_c3,0
60374,5,4,1,10,11,3,1042,411,Lpp_dotA,0.472864,0.145634,128.673,1377.79,3,6.19141,1,12,w12_f11_c3,0
60556,5,4,1,11,11,3,1051,394,Lpp_dotA,0.473886,0.140376,129.127,1441.92,3,7.01228,1,12,w12_f11_c3,0
60739,5,4,1,12,11,3,1067,389,Lpp_dotA,0.478998,0.132512,128.375,1460.02,3,3.63276,1,12,w12_f11_c3,0
60918,5,4,1,13,11,3,1059,392,Lpp_dotA,0.473497,0.133826,129.659,1473.15,2,2.94289,1,12,w12_f11_c3,0
61096,5,4,1,14,11,3,1038,403,Lpp_dotA,0.47674,0.13189,128.914,1462.59,6,5.36182,1,12,w12_f11_c3,0
61275,5,4,1,15,11,3,1063,391,Lpp_dotA,0.482504,0.12579,128.567,1659.94,4,5.95563,1,12,w12_f11_c3,0
61455,5,4,1,16,11,3,1048,395,Lpp_dotA,0.477745,0.13175,127.871,1584.42,2,2.49752,1,12,w12_f11_c3,0
61643,5,4,1,17,11,3,1044,362,Lpp_dotA,0.511532,0.0508036,131.223,1829.49,0,0.0,0,12,w12_f11_c3,0
60107,5,4,1,0,11,4,1029,1065,Lpp_dotA,0.376623,0.440657,132.306,240.516,4,12.4178,1,12,w12_f11_c4,0
60206,5,4,1,1,11,4,976,984,Lpp_dotA,0.403277,0.346621,124.038,459.083,3,7.63229,1,12,w12_f11_c4,0
61826,5,4,1,2,11,4,1001,925,Lpp_dotA,0.393631,0.372853,125.108,521.457,5,12.4527,1,12,w12_f11_c4,0
61997,5,4,1,3,11,4,1005,913,Lpp_dotA,0.42059,0.391093,124.616,627.05,6,10.7236,1,12,w12_f11_c4,0
62173,5,4,1,4,11,4,956,1033,Lpp_dotA,0.419196,0.356044,125.422,685.72,5,10.3743,1,12,w12_f11_c4,0
62352,5,4,1,5,11,4,946,1042,Lpp_dotA,0.427174,0.328409,125.704,799.188,6,7.9554,1,12,w12_f11_c4,0
62539,5,4,1,6,11,4,963,983,Lpp_dotA,0.427814,0.311323,125.165,882.41,5,10.3045,1,12,w12_f11_c4,0
62729,5,4,1,7,11,4,944,1005,Lpp_dotA,0.432627,0.347813,126.878,918.972,5,10.9943,1,12,w12_f11_c4,0
62922,5,4,1,8,11,4,942,1003,Lpp_dotA,0.438177,0.28627,127.059,977.66,4,10.3656,1,12,w12_f11_c4,0
63111,5,4,1,9,11,4,962,963,Lpp_dotA,0.444945,0.292494,128.193,911.478,5,9.52727,1,12,w12_f11_c4,0
60375,5,4,1,10,11,4,952,926,Lpp_dotA,0.421837,0.281217,127.37,909.526,5,11.3524,1,12,w12_f11_c4,0
60557,5,4,1,11,11,4,987,830,Lpp_dotA,0.429415,0.349043,128.802,1019.8,5,10.776,1,12,w12_f11_c4,0
60740,5,4,1,12,11,4,992,856,Lpp_dotA,0.438903,0.28005,129.498,915.685,6,6.85509,1,12,w12_f11_c4,0
60919,5,4,1,13,11,4,991,918,Lpp_dotA,0.428139,0.318959,129.485,806.966,7,11.7977,1,12,w12_f11_c4,0
61097,5,4,1,14,11,4,989,862,Lpp_dotA,0.429936,0.286666,129.287,749.29,6,10.8896,1,12,w12_f11_c4,0
61276,5,4,1,15,11,4,1002,846,Lpp_dotA,0.447485,0.257465,132.274,974.419,5,11.4572,1,12,w12_f11_c4,0
61456,5,4,1,16,11,4,990,854,Lpp_dotA,0.442919,0.278559,131.986,902.911,5,9.47487,1,12,w12_f11_c4,0
61644,5,4,1,17,11,4,998,940,Lpp_dotA,0.443731,0.267274,134.532,956.235,3,5.74605,1,12,w12_f11_c4,0
60109,5,4,1,0,11,6,1434,1469,Lpp_dotA,0.469631,0.227411,135.651,267.166,8,15.282,1,12,w12_f11_c6,0
60207,5,4,1,1,11,6,1491,1363,Lpp_dotA,0.451317,0.195232,172.044,367.53,3,9.33515,1,12,w12_f11_c6,0
61827,5,4,1,2,11,6,1319,1382,Lpp_dotA,0.447227,0.189936,127.75,306.27,14,31.7343,1,12,w12_f11_c6,0
61998,5,4,1,3,11,6,1342,1331,Lpp_dotA,0.439224,0.253428,129.874,387.264,13,27.9967,1,12,w12_f11_c6,0
62174,5,4,1,4,11,6,1315,1336,Lpp_dotA,0.406277,0.324359,130.803,447.595,17,31.2802,1,12,w12_f11_c6,0
62353,5,4,1,5,11,6,1342,1374,Lpp_dotA,0.387645,0.397907,131.62,545.333,17,35.3932,1,12,w12_f11_c6,0
62540,5,4,1,6,11,6,1369,1370,Lpp_dotA,0.389073,0.397682,135.98,573.0,17,35.7687,1,12,w12_f11_c6,0
62730,5,4,1,7,11,6,1327,1397,Lpp_dotA,0.389016,0.384452,127.697,567.833,11,25.8223,1,12,w12_f11_c6,0
62923,5,4,1,8,11,6,1321,1381,Lpp_dotA,0.386925,0.383471,127.959,557.473,7,25.2721,1,12,w12_f11_c6,0
63112,5,4,1,9,11,6,1292,1385,Lpp_dotA,0.454542,0.163177,129.191,553.417,13,27.1409,1,12,w12_f11_c6,0
60376,5,4,1,10,11,6,1302,1268,Lpp_dotA,0.469957,0.116981,128.792,462.33,15,31.7343,1,12,w12_f11_c6,0
60558,5,4,1,11,11,6,1329,1238,Lpp_dotA,0.454813,0.148989,129.241,516.819,15,20.6613,1,12,w12_f11_c6,0
60741,5,4,1,12,11,6,1321,1263,Lpp_dotA,0.461407,0.15251,128.755,504.208,7,18.9497,1,12,w12_f11_c6,0
60920,5,4,1,13,11,6,1352,1270,Lpp_dotA,0.461903,0.143895,129.035,468.414,10,27.7435,1,12,w12_f11_c6,0
61098,5,4,1,14,11,6,1357,1260,Lpp_dotA,0.47415,0.123933,129.225,442.044,11,20.5391,1,12,w12_f11_c6,0
61277,5,4,1,15,11,6,1323,1266,Lpp_dotA,0.468051,0.137221,128.323,666.214,10,18.3909,1,12,w12_f11_c6,0
61457,5,4,1,16,11,6,1322,1274,Lpp_dotA,0.46146,0.154841,128.634,600.888,11,20.9408,1,12,w12_f11_c6,0
61645,5,4,1,17,11,6,1337,1240,Lpp_dotA,0.466759,0.153943,128.014,636.902,8,15.0026,1,12,w12_f11_c6,0
61828,5,4,1,2,11,7,599,1884,Lpp_dotA,0.347447,0.425545,117.757,219.903,5,21.3425,1,12,w12_f11_c7,0
61999,5,4,1,3,11,7,581,1869,Lpp_dotA,0.365659,0.382232,117.598,223.704,4,19.5174,1,12,w12_f11_c7,0
62175,5,4,1,4,11,7,581,1869,Lpp_dotA,0.368004,0.381638,117.529,,8,25.1412,1,12,w12_f11_c7,0
62354,5,4,1,5,11,7,549,1855,Lpp_dotA,0.371577,0.349008,116.892,226.702,9,23.1676,1,12,w12_f11_c7,0
62541,5,4,1,6,11,7,482,1852,Lpp_dotA,0.371955,0.348878,116.81,,8,19.5785,1,12,w12_f11_c7,0
62731,5,4,1,7,11,7,485,1848,Lpp_dotA,0.375988,0.347102,116.876,,4,18.7314,1,12,w12_f11_c7,0
62924,5,4,1,8,11,7,452,1822,Lpp_dotA,0.359604,0.372797,118.556,,4,9.79798,1,12,w12_f11_c7,0
63113,5,4,1,9,11,7,480,1823,Lpp_dotA,0.363654,0.370936,118.383,,19,18.2948,1,12,w12_f11_c7,0
60377,5,4,1,10,11,7,519,1890,Lpp_dotA,0.364963,0.342253,121.902,236.391,7,12.7147,1,12,w12_f11_c7,0
60559,5,4,1,11,11,7,580,1773,Lpp_dotA,0.383332,0.329093,120.332,,7,28.1626,1,12,w12_f11_c7,0
60742,5,4,1,12,11,7,558,1780,Lpp_dotA,0.389802,0.303558,120.148,,10,25.8136,1,12,w12_f11_c7,0
60921,5,4,1,13,11,7,508,1746,Lpp_dotA,0.373216,0.333049,119.955,,12,25.2721,1,12,w12_f11_c7,0
61099,5,4,1,14,11,7,589,1763,Lpp_dotA,0.382803,0.305873,120.786,,5,27.7435,1,12,w12_f11_c7,0
61278,5,4,1,15,11,7,568,1754,Lpp_dotA,0.39776,0.290611,119.778,,10,29.9877,1,12,w12_f11_c7,0
61458,5,4,1,16,11,7,485,1809,Lpp_dotA,0.390398,0.300364,119.88,234.192,9,27.0187,1,12,w12_f11_c7,0
61646,5,4,1,17,11,7,560,1766,Lpp_dotA,0.41211,0.277561,120.871,239.292,10,25.9446,1,12,w12_f11_c7,0
60208,5,4,1,1,12,2,333,1343,Lpp_dotA,0.377256,0.423819,114.533,217.011,12,21.7354,1,12,w12_f12_c2,0
61831,5,4,1,2,12,2,272,1340,Lpp_dotA,0.387101,0.321075,115.057,,13,13.5006,1,12,w12_f12_c2,0
62002,5,4,1,3,12,2,294,1317,Lpp_dotA,0.369483,0.417663,114.8,,7,11.4834,1,12,w12_f12_c2,0
62176,5,4,1,4,12,2,277,1327,Lpp_dotA,0.36962,0.435625,114.969,231.107,13,17.3429,1,12,w12_f12_c2,0
62355,5,4,1,5,12,2,280,1321,Lpp_dotA,0.378391,0.465468,115.69,,11,14.9677,1,12,w12_f12_c2,0
62542,5,4,1,6,12,2,294,1347,Lpp_dotA,0.365473,0.469277,115.915,,9,8.7588,1,12,w12_f12_c2,0
62732,5,4,1,7,12,2,295,1336,Lpp_dotA,0.347559,0.501432,115.765,227.865,9,12.8369,1,12,w12_f12_c2,0
