Database Name	Opera_Phenix_1
Database Link	http://157.99.122.161/ODA/OdaService.asmx
Evaluation Signature	e740a9c8-6ba9-4899-a4ca-d0a2745e5893
Plate Name	EP149
Measurement	Measurement 1
Evaluation	Evaluation10
Population	Population - Tracked Real_Nuclei

[Data]
Row	Column	Plane	Timepoint	Field	Object No	X	Y	Bounding Box	Position X [µm]	Position Y [µm]	Bacteria	Tracked Real_Nuclei - Age [s]	Tracked Real_Nuclei - Current Displacement X [µm]	Tracked Real_Nuclei - Current Displacement Y [µm]	Tracked Real_Nuclei - Track Point X	Tracked Real_Nuclei - Track Point Y	Tracked Real_Nuclei - Current Speed [µm/s]	
4	7	1	6	5	8	587	188	[392,5,866,394]	-44.53	1276.51	Lpp WT	7211.94	0.56069	-0.0934484	603	188	0.000125005	
4	7	1	6	5	9	156	820	[101,773,199,908]	-86.48	1216.33	Lpp WT	0	0	0	154	832	0.00107825	
4	7	1	7	5	1	1095	600	[647,334,1353,894]	-4.92	1236.37	Lpp WT	25222.7	4.48552	0	1027	618	0.00118189	
4	7	1	7	5	2	68	787	[1,724,175,926]	-94.41	1218.31	Lpp WT	25222.7	-4.95276	-22.6145	69	811	0.000760637	
4	7	1	7	5	4	125	1874	[1,1761,259,2000]	-88.75	1118.87	Lpp WT	25222.7	-7.56932	-4.01828	130	1875	6.68859E-05	
4	7	1	7	5	6	834	338	[603,107,1116,537]	-22.77	1261.83	Lpp WT	21623	4.39207	6.72828	836	345	0.00130353	
4	7	1	7	5	7	208	1203	[8,1020,396,1482]	-81.27	1177.55	Lpp WT	21623	-1.12138	-2.80345	210	1247	0.00122805	
4	7	1	7	5	8	595	188	[392,1,841,402]	-45.25	1276.71	Lpp WT	10824	-0.186897	-0.280345	595	186	0.000222731	
4	7	1	7	5	9	147	855	[83,810,187,927]	-88.44	1212.95	Lpp WT	3612.03	-1.96242	3.36414	133	868	0.000833747	
4	7	1	8	5	1	1029	596	[652,341,1342,886]	-5.43	1236.82	Lpp WT	28823.1	3.92483	-0.467242	1021	613	0.000184591	
4	7	1	8	5	2	44	777	[1,718,118,900]	-96.31	1219.21	Lpp WT	28823.1	-6.82173	-23.549	49	801	0.00050655	
4	7	1	8	5	4	123	1873	[1,1761,257,1991]	-88.74	1119.11	Lpp WT	28823.1	-7.56932	-4.20518	130	1873	5.50143E-05	
4	7	1	8	5	6	827	335	[610,154,1116,534]	-23.16	1260.99	Lpp WT	25223.4	4.01828	7.56932	832	354	0.000351347	
4	7	1	8	5	7	206	1195	[14,1006,395,1401]	-82.35	1180.59	Lpp WT	25223.4	-2.24276	-5.7938	198	1215	0.000653259	
4	7	1	8	5	8	580	185	[392,1,873,379]	-44.51	1277.04	Lpp WT	14424.3	0.56069	-0.654139	603	182	0.000152893	
4	7	1	8	5	9	126	834	[46,757,173,923]	-90	1214.38	Lpp WT	7212.38	-3.55104	1.96242	116	853	0.000386271	
4	7	1	8	5	10	2085	770	[2024,690,2146,845]	94.06	1222.42	Lpp WT	0	0	0	2086	767	NaN	
4	7	1	8	5	11	135	1550	[1,1432,258,1679]	-89.97	1148.92	Lpp WT	0	0	0	117	1554	9.37197E-05	
4	7	1	9	5	1	1000	608	[656,316,1348,900]	-5.06	1236.34	Lpp WT	32418.2	4.29863	0	1025	618	0.00143545	
4	7	1	9	5	2	58	787	[2,720,153,927]	-94.97	1218.38	Lpp WT	32418.2	-5.51345	-22.708	63	810	0.00160964	
4	7	1	9	5	4	131	1874	[1,1762,258,1998]	-88.66	1118.87	Lpp WT	32418.2	-7.47587	-4.01828	131	1875	0.00123404	
4	7	1	9	5	6	824	341	[603,156,1094,548]	-24.4	1260.1	Lpp WT	28818.5	2.71	8.5038	818	364	0.00240507	
4	7	1	9	5	7	191	1176	[41,1003,386,1388]	-81.6	1181.86	Lpp WT	28818.5	-1.49517	-7.10208	206	1201	0.00135363	
4	7	1	9	5	8	600	187	[390,5,874,375]	-44.32	1276.88	Lpp WT	18019.4	0.747587	-0.467242	605	184	7.35198E-05	
4	7	1	9	5	9	132	849	[57,793,177,925]	-89.94	1213.75	Lpp WT	10807.5	-3.45759	2.61655	117	860	0.000183799	
4	7	1	9	5	11	134	1552	[1,1434,258,1690]	-89.79	1148.56	Lpp WT	3595.11	0.186897	0.280345	119	1557	0.00119839	
4	7	1	10	5	1	1030	508	[716,206,1380,805]	-1.3	1245.49	Lpp WT	36155.6	8.13001	-9.15794	1066	520	0.00151085	
4	7	1	10	5	2	101	695	[33,639,195,789]	-90.77	1227.79	Lpp WT	36155.6	-1.30828	-32.0528	108	710	0.00169302	
4	7	1	10	5	4	150	1786	[1,1671,285,1904]	-86.59	1127.5	Lpp WT	36155.6	-5.42001	-12.6155	153	1783	0.00127429	
4	7	1	10	5	6	736	188	[427,1,1093,562]	-32.88	1273.74	Lpp WT	32555.9	-5.70035	-5.13966	728	218	0.00407017	
4	7	1	10	5	7	223	1071	[1,901,412,1287]	-81.25	1190.28	Lpp WT	32555.9	-1.12138	-15.5124	210	1111	0.00162322	
4	7	1	10	5	11	129	1478	[1,1339,282,1588]	-88.29	1156.87	Lpp WT	7332.5	1.68207	-8.03656	135	1468	0.00125236	
4	7	1	10	5	12	165	776	[53,703,238,840]	-86.51	1221.32	Lpp WT	0	0	0	154	779	0.000328196	
4	7	1	11	5	1	1092	475	[685,185,1411,806]	-1.41	1246.44	Lpp WT	39619.5	7.94311	-10.0924	1064	510	0.000417702	
4	7	1	11	5	2	83	687	[28,634,175,786]	-92.38	1228.9	Lpp WT	39619.5	-2.8969	-33.1742	91	698	0.000388295	
4	7	1	11	5	4	163	1785	[5,1669,284,1903]	-86.34	1127.68	Lpp WT	39619.5	-5.13966	-12.8024	156	1781	0.000106857	
4	7	1	11	5	6	635	145	[422,1,886,305]	-42.36	1283.01	Lpp WT	36019.8	-15.2321	-14.3911	626	119	0.00232408	
4	7	1	11	5	7	242	1084	[60,910,428,1306]	-78	1190.24	Lpp WT	36019.8	2.14931	-15.5124	245	1111	0.000970023	
4	7	1	11	5	11	160	1459	[1,1336,270,1594]	-88.8	1156.97	Lpp WT	10796.4	1.12138	-8.13001	129	1467	0.000160933	
4	7	1	11	5	12	173	747	[76,684,214,827]	-86.67	1222.43	Lpp WT	3463.93	-0.186897	-1.12138	152	767	0.000238069	
4	7	1	11	5	13	842	240	[634,64,1059,455]	-23.62	1269.11	Lpp WT	0	0	0	827	267	0.00294697	
4	7	1	12	5	1	1091	475	[740,187,1416,809]	0.53	1246.11	Lpp WT	43219.7	9.90553	-9.71863	1085	514	0.00068993	
4	7	1	12	5	2	87	693	[23,615,186,813]	-91.62	1228.58	Lpp WT	43219.7	-2.14931	-32.8938	99	701	0.000409405	
4	7	1	12	5	4	159	1790	[1,1678,287,1903]	-86.52	1127.28	Lpp WT	43219.7	-5.32656	-12.4286	154	1785	8.70647E-05	
4	7	1	12	5	6	538	100	[431,1,903,233]	-41.84	1286.01	Lpp WT	39620	-14.6714	-17.4748	632	86	0.00125217	
4	7	1	12	5	7	213	1101	[1,896,426,1300]	-81.41	1189.37	Lpp WT	39620	-1.30828	-14.5779	208	1121	0.000629806	
4	7	1	12	5	11	164	1462	[1,1341,269,1612]	-88.9	1156.47	Lpp WT	14396.6	1.02793	-7.56932	128	1473	0.00011999	
4	7	1	12	5	12	167	773	[76,695,210,835]	-87	1221.97	Lpp WT	7064.1	-0.467242	-0.654139	149	772	0.000613009	
4	7	1	12	5	13	783	343	[490,138,953,577]	-32.64	1263.59	Lpp WT	3600.17	-9.06449	5.51345	730	326	0.00294697	
4	7	1	12	5	14	860	150	[778,70,1060,318]	-16.99	1275.47	Lpp WT	0	0	0	898	199	0.00165852	
4	7	1	13	5	1	1026	472	[692,184,1419,808]	-2.16	1247.28	Lpp WT	46819.6	7.19553	-10.9335	1056	501	0.000598181	
4	7	1	13	5	2	93	699	[30,631,183,837]	-91.63	1226.42	Lpp WT	46819.6	-2.14931	-30.7445	99	724	0.000598031	
4	7	1	13	5	4	162	1786	[1,1676,283,1901]	-86.54	1127.46	Lpp WT	46819.6	-5.42001	-12.6155	153	1783	9.38966E-05	
4	7	1	13	5	6	571	139	[425,1,898,435]	-40.08	1280.41	Lpp WT	43219.9	-12.8959	-11.8679	651	146	0.00109438	
4	7	1	13	5	7	188	1111	[1,912,429,1314]	-82.33	1189.55	Lpp WT	43219.9	-2.24276	-14.7648	198	1119	0.000262741	
4	7	1	13	5	11	126	1473	[1,1354,267,1602]	-89.22	1156.54	Lpp WT	17996.5	0.747587	-7.66277	125	1472	6.69867E-05	
4	7	1	13	5	12	185	736	[137,694,226,795]	-83.84	1224.28	Lpp WT	10664	2.61655	-2.99035	182	747	0.000965632	
4	7	1	13	5	14	880	244	[727,89,1016,413]	-20.79	1270.91	Lpp WT	3599.89	-3.83138	4.57897	857	248	0.00139199	
4	7	1	14	5	1	1023	454	[694,185,1395,793]	-2.73	1248.46	Lpp WT	50421.2	6.63483	-12.1483	1050	488	0.000587803	
4	7	1	14	5	2	100	691	[24,640,174,770]	-91.85	1228.63	Lpp WT	50421.2	-2.33621	-32.8938	97	701	0.000629916	
4	7	1	14	5	4	162	1789	[15,1676,283,1902]	-86.08	1127.46	Lpp WT	50421.2	-4.95276	-12.6155	158	1783	0.00011158	
4	7	1	14	5	6	567	138	[424,1,887,434]	-38.8	1278.83	Lpp WT	46821.5	-11.681	-10.2793	664	163	0.00135679	
4	7	1	14	5	7	190	1109	[1,920,426,1312]	-82.33	1188.6	Lpp WT	46821.5	-2.14931	-13.8304	199	1129	0.000792085	
4	7	1	14	5	11	122	1470	[1,1356,261,1593]	-89.4	1156.58	Lpp WT	21598.1	0.56069	-7.66277	123	1472	9.07624E-05	
4	7	1	14	5	12	142	808	[64,676,233,853]	-86.35	1222.48	Lpp WT	14265.6	0.0934484	-1.21483	155	766	0.000756351	
4	7	1	14	5	14	889	232	[806,107,972,317]	-19	1274.58	Lpp WT	7201.52	-2.05586	0.934484	876	209	0.00112559	
4	7	1	15	5	1	1071	450	[728,185,1413,788]	-0.06	1247.48	Lpp WT	54026.7	9.34484	-11.1204	1079	499	0.000570635	
4	7	1	15	5	2	94	698	[29,626,182,845]	-91.39	1226.29	Lpp WT	54026.7	-1.86897	-30.5576	102	726	0.000667595	
4	7	1	15	5	4	166	1787	[1,1676,284,1898]	-86.38	1127.68	Lpp WT	54026.7	-5.23311	-12.8024	155	1781	8.77397E-05	
4	7	1	15	5	6	535	109	[427,1,881,243]	-42.54	1285.72	Lpp WT	50427	-15.419	-17.1011	624	90	0.00166139	
4	7	1	15	5	7	179	1087	[1,926,338,1265]	-86.18	1191.27	Lpp WT	50427	-6.07414	-16.5404	157	1100	0.000748651	
4	7	1	15	5	11	120	1471	[1,1355,248,1586]	-89.84	1156.56	Lpp WT	25203.6	0.0934484	-7.66277	118	1472	9.38101E-05	
4	7	1	15	5	12	179	738	[139,684,221,835]	-84.05	1222.9	Lpp WT	17871.1	2.42966	-1.58862	180	762	0.000656195	
4	7	1	15	5	15	835	153	[804,108,865,183]	-22.82	1280.36	Lpp WT	0	0	0	835	147	0.00162816	
4	7	1	15	5	16	793	307	[512,123,1040,560]	-29.31	1266	Lpp WT	0	0	0	766	301	0.00237407	
4	7	1	16	5	1	1080	451	[694,185,1414,791]	-1.24	1247.42	Lpp WT	57629.4	8.13001	-11.1204	1066	499	0.000308723	
4	7	1	16	5	2	118	725	[55,659,209,815]	-89.11	1225.3	Lpp WT	57629.4	0.373794	-29.6231	126	736	0.000571821	
4	7	1	16	5	4	155	1791	[1,1678,284,1902]	-86.68	1127.54	Lpp WT	57629.4	-5.51345	-12.709	152	1782	7.01123E-05	
4	7	1	16	5	6	610	147	[423,1,854,377]	-43.41	1281.62	Lpp WT	54029.7	-16.26	-12.9893	615	134	0.00124554	
4	7	1	16	5	7	171	1083	[1,934,327,1241]	-86.47	1191.86	Lpp WT	54029.7	-6.35449	-17.1011	154	1094	0.000178961	
4	7	1	16	5	11	116	1467	[1,1356,240,1586]	-90.01	1156.6	Lpp WT	28806.3	-0.0934484	-7.75622	116	1471	5.80829E-05	
4	7	1	16	5	15	855	105	[802,1,908,183]	-20.59	1285.81	Lpp WT	3602.65	2.24276	-5.42001	859	89	0.00162816	
4	7	1	16	5	16	793	284	[651,1,1052,443]	-22.15	1270.77	Lpp WT	3602.65	7.10208	-4.76587	842	250	0.0030126	
4	7	1	17	5	1	1080	465	[730,195,1413,788]	-0.36	1247.07	Lpp WT	61221.8	9.06449	-10.7466	1076	503	0.00028016	
4	7	1	17	5	2	122	735	[9,561,248,896]	-89.21	1223.65	Lpp WT	61221.8	0.280345	-27.9411	125	754	0.000468942	
4	7	1	17	5	4	166	1786	[1,1675,284,1895]	-86.77	1127.8	Lpp WT	61221.8	-5.6069	-12.8959	151	1780	5.81651E-05	
4	7	1	17	5	6	531	97	[429,1,828,224]	-44.37	1286.24	Lpp WT	57622.2	-17.1945	-17.6617	605	84	0.00132637	
4	7	1	17	5	7	144	1077	[1,930,339,1225]	-86.93	1192.3	Lpp WT	57622.2	-6.82173	-17.5683	149	1089	0.000183934	
4	7	1	17	5	11	118	1463	[1,1351,237,1585]	-90.2	1156.76	Lpp WT	32398.8	-0.280345	-7.84966	114	1470	5.81651E-05	
4	7	1	17	5	16	747	315	[484,127,957,562]	-33.87	1264.79	Lpp WT	7195.13	-4.57897	1.21483	717	314	0.00365294	
4	7	1	17	5	17	878	149	[760,1,1085,308]	-16.29	1279.75	Lpp WT	0	0	0	905	154	NaN	
4	7	1	0	6	1	765	47	[673,1,934,94]	173.25	1290.43	Lpp WT	0	0	0	805	39	0.000727348	
4	7	1	0	6	2	2063	454	[1964,352,2158,721]	291.24	1245.39	Lpp WT	0	0	0	2068	521	0.00138759	
4	7	1	0	6	3	1379	685	[1253,562,1523,867]	227.7	1229.1	Lpp WT	0	0	0	1388	695	0.000701405	
4	7	1	0	6	4	1724	777	[1615,593,1814,1096]	257.91	1217.05	Lpp WT	0	0	0	1711	824	0.00155588	
4	7	1	0	6	5	1448	865	[1376,788,1581,938]	234.97	1213.36	Lpp WT	0	0	0	1466	864	NaN	
4	7	1	0	6	6	679	958	[580,872,851,1056]	163.14	1203.7	Lpp WT	0	0	0	697	967	0.000937805	
4	7	1	0	6	7	330	972	[175,814,526,1155]	130.76	1202.47	Lpp WT	0	0	0	351	981	0.00165678	
4	7	1	0	6	8	1916	1189	[1644,1053,2097,1355]	274.42	1180.75	Lpp WT	0	0	0	1888	1213	0.00139147	
4	7	1	0	6	9	627	1300	[466,1097,788,1448]	156.02	1173.7	Lpp WT	0	0	0	621	1288	0.00197109	
4	7	1	0	6	10	355	1354	[262,1256,465,1471]	130.89	1166.49	Lpp WT	0	0	0	352	1366	0.000232195	
4	7	1	0	6	11	1037	1610	[915,1431,1164,1738]	195.22	1143.91	Lpp WT	0	0	0	1040	1607	0.000859827	
4	7	1	1	6	1	771	46	[658,1,899,92]	170.64	1290.54	Lpp WT	3599.68	-2.61655	-0.0934484	777	38	0.00036365	
4	7	1	1	6	2	2046	422	[1934,298,2158,689]	289.77	1250.17	Lpp WT	3599.68	-1.49517	-4.76587	2052	470	0.00102643	
4	7	1	1	6	3	1386	674	[1209,536,1575,919]	229.64	1227.52	Lpp WT	3599.68	1.96242	1.58862	1409	712	0.00115706	
4	7	1	1	6	4	1675	772	[1555,549,1790,1012]	255.41	1222.15	Lpp WT	3599.68	-2.42966	-5.04621	1685	770	0.000859975	
4	7	1	1	6	6	722	946	[578,851,919,1043]	165.64	1206	Lpp WT	3599.68	2.52311	-2.24276	724	943	0.000975227	
4	7	1	1	6	7	312	908	[130,696,522,1134]	127.3	1207.28	Lpp WT	3599.68	-3.45759	-4.85932	314	929	0.00118093	
4	7	1	1	6	8	1905	1143	[1629,1010,2069,1295]	273.66	1185.68	Lpp WT	3599.68	-0.747587	-4.95276	1880	1160	0.00117872	
4	7	1	1	6	9	606	1207	[449,1040,954,1372]	157.59	1180.67	Lpp WT	3599.68	1.58862	-6.91518	638	1214	0.00121511	
4	7	1	1	6	10	331	1340	[243,1176,463,1471]	130.48	1167.23	Lpp WT	3599.68	-0.373794	-0.747587	348	1358	0.00039956	
4	7	1	1	6	11	1023	1578	[887,1383,1155,1712]	193.65	1146.63	Lpp WT	3599.68	-1.49517	-2.71	1024	1578	0.000569675	
4	7	1	1	6	12	2122	1015	[2086,948,2158,1088]	296.8	1199.35	Lpp WT	0	0	0	2127	1014	0.000492493	
4	7	1	2	6	1	771	46	[658,1,899,92]	170.64	1290.54	Lpp WT	7199.85	-2.61655	-0.0934484	777	38	0.000257601	
4	7	1	2	6	2	2039	384	[1905,265,2158,664]	288.87	1252.43	Lpp WT	7199.85	-2.33621	-7.00863	2043	446	0.000373685	
4	7	1	2	6	3	1494	712	[1272,567,1647,905]	235.5	1227.96	Lpp WT	7199.85	7.75622	1.21483	1471	708	0.00331315	
4	7	1	2	6	4	1714	743	[1600,558,1797,1031]	255.65	1221.54	Lpp WT	7199.85	-2.24276	-4.48552	1687	776	0.000205196	
4	7	1	2	6	6	714	935	[610,844,961,1029]	169.27	1206.09	Lpp WT	7199.85	6.16759	-2.33621	763	942	0.000657644	
4	7	1	2	6	7	303	929	[131,671,505,1113]	127.03	1209.84	Lpp WT	7199.85	-3.73794	-7.38242	311	902	0.000472204	
4	7	1	2	6	8	1903	1148	[1727,993,2064,1296]	277.17	1186.07	Lpp WT	7199.85	2.71	-5.32656	1917	1156	0.0012491	
4	7	1	2	6	9	617	1186	[486,1046,758,1337]	156.39	1181.81	Lpp WT	7199.85	0.373794	-8.03656	625	1202	0.000255555	
4	7	1	2	6	10	326	1365	[236,1267,475,1490]	131.07	1165.2	Lpp WT	7199.85	0.186897	1.21483	354	1379	0.000356851	
4	7	1	2	6	11	1022	1576	[867,1381,1169,1722]	194.62	1146.97	Lpp WT	7199.85	-0.56069	-3.0838	1034	1574	0.000767017	
4	7	1	2	6	12	2113	986	[2067,927,2158,1075]	296.16	1201.01	Lpp WT	3600.17	-0.56069	-1.68207	2121	996	0.000376013	
4	7	1	3	6	1	819	56	[608,1,933,133]	169.23	1289.3	Lpp WT	10800.3	-4.01828	1.12138	762	51	0.000515178	
4	7	1	3	6	2	2030	408	[1902,274,2155,684]	288.8	1252.13	Lpp WT	10800.3	-2.42966	-6.72828	2042	449	0.000709283	
4	7	1	3	6	3	1287	694	[1120,550,1438,862]	217.42	1228.66	Lpp WT	10800.3	-10.2793	0.467242	1278	700	0.00356595	
4	7	1	3	6	4	1695	738	[1602,555,1781,1019]	254.84	1221.33	Lpp WT	10800.3	-3.0838	-4.20518	1678	779	0.000919229	
4	7	1	3	6	6	738	946	[605,827,973,1039]	170.27	1206.59	Lpp WT	10800.3	7.10208	-2.8969	773	936	0.000807786	
4	7	1	3	6	7	302	900	[139,737,500,1085]	127.74	1209.26	Lpp WT	10800.3	-3.0838	-6.82173	318	908	0.000311339	
4	7	1	3	6	8	1894	1133	[1594,1012,2061,1282]	271.64	1186.28	Lpp WT	10800.3	-2.80345	-5.51345	1858	1154	0.001522	
4	7	1	3	6	9	620	1208	[518,1071,725,1325]	156.41	1181.59	Lpp WT	10800.3	0.373794	-7.84966	625	1204	0.000200602	
4	7	1	3	6	10	332	1383	[236,1258,478,1491]	130.69	1164.82	Lpp WT	10800.3	-0.186897	1.58862	350	1383	0.00023028	
4	7	1	3	6	11	1101	1592	[991,1372,1173,1703]	198.69	1148.85	Lpp WT	10800.3	3.55104	-4.95276	1078	1554	0.000887339	
4	7	1	3	6	12	2121	985	[2084,937,2158,1084]	296.77	1200.26	Lpp WT	7200.66	0	-0.934484	2127	1004	0.000176613	
4	7	1	3	6	13	964	1560	[887,1456,1041,1705]	188.5	1146.04	Lpp WT	0	0	0	969	1584	0.000209372	
4	7	1	4	6	2	2043	347	[1905,202,2158,603]	289.51	1256.91	Lpp WT	14398.8	-1.77552	-11.4942	2049	398	0.000947619	
4	7	1	4	6	3	1343	709	[1210,558,1517,906]	224.46	1225.67	Lpp WT	14398.8	-3.27069	3.45759	1353	732	0.00195828	
4	7	1	4	6	4	1654	745	[1524,581,1771,904]	252.47	1226.53	Lpp WT	14398.8	-5.42001	-9.43829	1653	723	0.000924359	
4	7	1	4	6	6	717	911	[585,811,886,1030]	165.95	1208.61	Lpp WT	14398.8	2.80345	-4.85932	727	915	0.00133828	
4	7	1	4	6	7	312	890	[144,674,537,1086]	127.08	1210.43	Lpp WT	14398.8	-3.73794	-8.03656	311	895	0.000418261	
4	7	1	4	6	8	1911	1148	[1786,1019,2052,1275]	277.09	1186.73	Lpp WT	14398.8	2.61655	-5.9807	1916	1149	0.00087515	
4	7	1	4	6	9	599	1202	[491,1084,729,1338]	155.59	1180.69	Lpp WT	14398.8	-0.467242	-6.91518	616	1214	0.000453242	
4	7	1	4	6	10	345	1405	[243,1262,478,1513]	131.17	1163.84	Lpp WT	14398.8	0.280345	2.61655	355	1394	0.000704496	
4	7	1	4	6	11	1101	1585	[991,1437,1170,1705]	198.83	1147.04	Lpp WT	14398.8	3.64449	-3.0838	1079	1574	0.00031179	
4	7	1	4	6	12	2123	980	[2087,933,2158,1082]	296.91	1200.51	Lpp WT	10799.1	0.186897	-1.21483	2129	1001	0.000460861	
4	7	1	4	6	13	965	1555	[890,1445,1039,1704]	188.21	1146.74	Lpp WT	3598.4	-0.373794	-0.654139	965	1577	0.00015969	
4	7	1	4	6	14	1698	1163	[1610,1029,1797,1256]	257.21	1185.85	Lpp WT	0	0	0	1704	1158	0.00414628	
4	7	1	5	6	2	2033	340	[1907,176,2158,586]	288.68	1258.73	Lpp WT	18001	-2.52311	-13.3631	2041	378	0.000658436	
4	7	1	5	6	3	1371	803	[1229,678,1517,904]	227.11	1219.84	Lpp WT	18001	-0.56069	9.34484	1382	795	0.00186596	
4	7	1	5	6	4	1650	752	[1502,578,1759,900]	251.83	1227.18	Lpp WT	18001	-6.07414	-10.0924	1646	716	0.000286438	
4	7	1	5	6	6	730	888	[530,696,867,983]	164.16	1213.14	Lpp WT	18001	1.02793	-9.43829	708	866	0.00197185	
4	7	1	5	6	7	317	878	[171,739,473,1076]	128.69	1210.11	Lpp WT	18001	-2.14931	-7.66277	328	899	0.000805767	
4	7	1	5	6	8	1900	1137	[1696,1013,2052,1276]	276.16	1186.54	Lpp WT	18001	1.77552	-5.7938	1907	1151	0.000249683	
4	7	1	5	6	9	628	1185	[434,991,841,1432]	157.36	1179.74	Lpp WT	18001	1.30828	-5.9807	635	1224	0.000681349	
4	7	1	5	6	10	333	1396	[242,1141,495,1535]	133.54	1166.97	Lpp WT	18001	2.61655	-0.56069	380	1360	0.00109478	
4	7	1	5	6	11	1102	1584	[991,1432,1203,1710]	199.19	1147.05	Lpp WT	18001	4.01828	-3.0838	1083	1574	0.000220277	
4	7	1	5	6	12	2084	977	[2010,854,2158,1197]	294.45	1198.94	Lpp WT	14401.3	-2.33621	0.373794	2102	1018	0.000812587	
4	7	1	5	6	13	961	1579	[882,1450,1040,1708]	188.42	1146.43	Lpp WT	7200.66	-0.0934484	-0.373794	968	1580	0.00015944	
4	7	1	5	6	14	1655	1290	[1560,1184,1762,1438]	253.56	1171.39	Lpp WT	3602.26	-3.64449	14.4845	1665	1313	0.00223995	
4	7	1	5	6	15	1307	618	[1173,516,1451,754]	219.91	1234.49	Lpp WT	0	0	0	1305	638	0.000782665	
4	7	1	6	6	2	2031	349	[1905,199,2158,678]	289.08	1256.11	Lpp WT	21610.7	-2.14931	-10.6531	2045	407	0.000506254	
4	7	1	6	6	3	1410	741	[1277,574,1533,886]	231.51	1225.24	Lpp WT	21610.7	3.83138	3.92483	1429	737	0.00193262	
4	7	1	6	6	4	1640	676	[1519,532,1758,963]	250.85	1227.85	Lpp WT	21610.7	-7.00863	-10.7466	1636	709	0.000437885	
4	7	1	6	6	6	763	915	[611,838,870,1082]	166.95	1204.3	Lpp WT	21610.7	3.83138	-0.56069	738	961	0.00190224	
4	7	1	6	6	7	359	963	[152,745,528,1115]	130.55	1206.34	Lpp WT	21610.7	-0.280345	-3.92483	348	939	0.000763963	
4	7	1	6	6	8	1902	1142	[1771,1010,2055,1283]	277.16	1186.42	Lpp WT	21610.7	2.71	-5.70035	1917	1152	0.000304134	
4	7	1	6	6	9	583	1224	[326,1018,862,1470]	155.25	1177.68	Lpp WT	21610.7	-0.747587	-3.92483	613	1246	0.000715571	
4	7	1	6	6	11	1090	1510	[989,1420,1171,1717]	199.15	1148.18	Lpp WT	21610.7	4.01828	-4.29863	1083	1561	0.000398608	
4	7	1	6	6	12	2121	977	[2083,930,2158,1081]	296.74	1200.66	Lpp WT	18011	0	-1.30828	2127	1000	0.000819919	
4	7	1	6	6	13	954	1575	[867,1425,1040,1717]	187.7	1146.57	Lpp WT	10810.3	-0.841035	-0.467242	960	1579	0.000248998	
4	7	1	6	6	14	1654	1318	[1560,1178,1772,1416]	252.54	1172.1	Lpp WT	7211.94	-4.67242	13.8304	1654	1306	0.000485942	
4	7	1	6	6	15	1293	615	[1167,489,1426,733]	218.35	1236.86	Lpp WT	3609.68	-1.58862	-2.33621	1288	613	0.00070284	
4	7	1	6	6	16	656	874	[547,803,719,966]	157.68	1212.3	Lpp WT	0	0	0	639	875	0.000457713	
4	7	1	7	6	2	2039	353	[1919,213,2158,609]	289.45	1256.88	Lpp WT	25222.7	-1.77552	-11.4942	2049	398	0.000550639	
4	7	1	7	6	4	1642	661	[1517,517,1767,864]	251.95	1229.53	Lpp WT	25222.7	-5.88725	-12.4286	1648	691	0.000355845	
4	7	1	7	6	6	779	931	[691,845,847,994]	170.03	1207.48	Lpp WT	25222.7	6.91518	-3.73794	771	927	0.000795761	
4	7	1	7	6	7	359	954	[209,752,502,1116]	131.75	1205.76	Lpp WT	25222.7	0.934484	-3.36414	361	945	0.000446259	
4	7	1	7	6	8	1916	1147	[1736,951,2053,1280]	276.3	1187.42	Lpp WT	25222.7	1.86897	-6.63483	1908	1142	0.000400963	
4	7	1	7	6	9	584	1280	[303,1024,869,1538]	154.11	1175.7	Lpp WT	25222.7	-1.86897	-1.96242	601	1267	0.000442947	
4	7	1	7	6	11	1092	1509	[1001,1421,1193,1747]	200.23	1146.88	Lpp WT	25222.7	5.04621	-2.99035	1094	1575	0.000488847	
4	7	1	7	6	12	2085	966	[2012,813,2158,1148]	294.49	1202.74	Lpp WT	21623	-2.24276	-3.36414	2103	978	0.00100819	
4	7	1	7	6	13	967	1572	[890,1440,1043,1704]	188.69	1146.71	Lpp WT	14422.4	0.186897	-0.654139	971	1577	0.000331724	
4	7	1	7	6	14	1646	1265	[1564,1162,1728,1406]	252.08	1174.26	Lpp WT	10824	-5.13966	11.5876	1649	1282	0.000371058	
4	7	1	7	6	15	1317	678	[1166,422,1440,810]	220.6	1236.64	Lpp WT	7221.71	0.654139	-2.14931	1312	615	0.00139978	
4	7	1	7	6	16	647	886	[566,812,733,971]	158.91	1211.23	Lpp WT	3612.03	1.21483	1.12138	652	887	0.00124655	
4	7	1	7	6	17	795	57	[614,1,912,114]	169.09	1289.62	Lpp WT	0	0	0	761	48	0.000493151	
4	7	1	8	6	2	2032	364	[1914,245,2146,522]	287.47	1259.23	Lpp WT	28823.1	-3.73794	-13.8304	2028	373	0.00108586	
4	7	1	8	6	4	1670	660	[1552,486,1766,943]	252.45	1229.27	Lpp WT	28823.1	-5.42001	-12.1483	1653	694	0.00015365	
4	7	1	8	6	6	777	916	[713,848,833,979]	169.92	1208.75	Lpp WT	28823.1	6.82173	-5.04621	770	913	0.000364301	
4	7	1	8	6	7	347	927	[177,783,487,1090]	130.07	1206.63	Lpp WT	28823.1	-0.747587	-4.20518	343	936	0.000471174	
